chromosome,beg,end,strand,gene_name,log2FC,pval_adj,DE
chr10,26830751,26835757,-,_chr10_004087,-0.62478421994369,0.00580298668939229,down
chr10,26723210,26727325,-,_chr10_004089,-1.09801977157732,8.30328250935431e-07,down
chr10,26613898,26616158,-,_chr10_004092,-0.901748255202338,0.006627763387415,down
chr10,26597435,26607851,-,_chr10_004093,0.940185202675968,8.17593072872727e-07,up
chr10,26348767,26351979,-,_chr10_004095,-1.06295698966809,0.00254467663174038,down
chr10,26190206,26192168,-,_chr10_004098,1.82843122604748,0.00450807658967845,up
chr10,25997546,26000766,-,_chr10_004101,-0.961897041577638,0.0361983354112162,down
chr10,25464256,25465983,-,_chr10_004108,-0.622075289569693,0.000664101901703281,down
chr10,23272821,23285114,-,_chr10_004124,0.607078625928619,0.00021492018848224,up
chr10,23227855,23235516,-,_chr10_004126,-1.67000141210601,1.28187093760155e-05,down
chr10,22419672,22422742,-,_chr10_004137,-12.5051927534946,2.99279338553986e-27,down
chr10,22058125,22062550,-,_chr10_004143,-0.576730567948973,9.88914977508242e-10,down
chr10,21985490,21990062,-,_chr10_004144,0.596134975215271,2.79392414899886e-05,up
chr10,20671854,20673343,-,_chr10_004160,-1.09649283917717,0.0278253083570995,down
chr10,20327037,20328291,-,_chr10_004168,-0.561835888489319,0.0127893071255914,down
chr10,19874699,19879477,-,_chr10_004171,-0.618850931176384,0.00254964122840843,down
chr10,19029111,19033604,-,_chr10_004177,5.06983979416057,1.65171559347834e-06,up
chr10,19020479,19020643,-,_chr10_004179,-0.895792234555197,0.0272746957833315,down
chr10,18220705,18221488,-,_chr10_004201,-4.42696177257286,0.0470782005113884,down
chr10,17976623,17979335,-,_chr10_004205,-5.91380035177766,1.4854458115713e-26,down
chr10,17886732,17889310,-,_chr10_004207,-3.27215552957142,0.000329618856496983,down
chr10,15367068,15368307,-,_chr10_004258,-6.41823376388451,0.0234146078731109,down
chr10,15239727,15244701,-,_chr10_004263,-0.749646094267135,1.13414634357492e-08,down
chr10,14643645,14652098,-,_chr10_004272,-0.706271914347587,0.000944213123537271,down
chr10,14626496,14629325,-,_chr10_004273,1.82568959380219,1.91196670031385e-07,up
chr10,14526943,14530731,-,_chr10_004276,-0.566758192362335,8.12569490369989e-05,down
chr10,14471854,14472497,-,_chr10_004278,-5.50245994611242,0.0240056483910769,down
chr10,14196827,14197751,-,_chr10_004292,0.53858093026952,0.0284189756538854,up
chr10,14188293,14192799,-,_chr10_004294,0.621479553390733,0.0136212834516179,up
chr10,14181689,14185021,-,_chr10_004295,-0.836922303683911,0.0125567045034751,down
chr10,14152726,14155602,-,_chr10_004298,5.10278751862977,0.0184538010344765,up
chr10,13637058,13653467,-,_chr10_004309,-6.50104108228758,0.000729066773380152,down
chr10,13372197,13375881,-,_chr10_004314,-3.68660426036993,0.0264645931301013,down
chr10,13368784,13371985,-,_chr10_004315,1.94573558693446,6.33155621434017e-06,up
chr10,13310359,13315148,-,_chr10_004318,0.770215781011075,5.95830750319785e-09,up
chr10,13247774,13249747,-,_chr10_004320,-1.64864657622082,0.000536987429095351,down
chr10,12976925,12980266,-,_chr10_004326,2.29329588873444,0.0112586007775176,up
chr10,12969476,12972781,-,_chr10_004327,-2.17531698950516,0.0435051741181302,down
chr10,12850856,12857729,-,_chr10_004329,0.79594897863628,0.00169665841504489,up
chr10,12748667,12763833,-,_chr10_004332,0.870083798380058,7.86740183917055e-06,up
chr10,12387610,12393600,-,_chr10_004338,-0.959620801187545,1.1531446048058e-07,down
chr10,11907060,11914891,-,_chr10_004349,1.20594792321916,0.00417274392588891,up
chr10,11888513,11894001,-,_chr10_004351,5.04734167427677,0.0192098174598068,up
chr10,11867838,11871048,-,_chr10_004352,1.54997357591951,0.0276836202312097,up
chr10,11857858,11859967,-,_chr10_004354,-2.81118719340533,0.0173127424200065,down
chr10,11812092,11815277,-,_chr10_004359,-2.04904019421072,0.00304715550490603,down
chr10,11673689,11679593,-,_chr10_004366,3.08322708273704,0.0136012397884427,up
chr10,11584481,11589129,-,_chr10_004372,-0.708124183003628,0.00183793662655912,down
chr10,11303937,11320519,-,_chr10_004373,0.52009953800917,0.000132522906941138,up
chr10,11159578,11163877,-,_chr10_004374,-1.21220381187425,2.34512758731441e-08,down
chr10,10361283,10363885,-,_chr10_004419,-0.815768690347801,0.0287257281579351,down
chr10,10343590,10345688,-,_chr10_004421,-0.845262717009321,0.00214864328171537,down
chr10,10288079,10291354,-,_chr10_004422,-1.53540966033648,0.000370054205921595,down
chr10,10167429,10175010,-,_chr10_004425,1.16939620671085,0.016425240562926,up
chr10,9458700,9461906,-,_chr10_004437,0.69950082912409,0.00974025210574389,up
chr10,9419460,9422025,-,_chr10_004439,0.867483308151071,0.0173439603801789,up
chr10,9364686,9370988,-,_chr10_004442,-0.819036742123556,8.00067453636432e-12,down
chr10,9358164,9361979,-,_chr10_004443,-0.515572151687198,0.010452903752182,down
chr10,9185798,9187776,-,_chr10_004457,-1.18321708890636,0.000116934032345796,down
chr10,9139331,9142946,-,_chr10_004460,2.30470518239247,0.0409656053222415,up
chr10,8969678,8975169,-,_chr10_004465,0.807550599186843,0.000283091123370629,up
chr10,8764863,8767348,-,_chr10_004468,-1.03112629287293,0.0342916707806377,down
chr10,8740615,8746550,-,_chr10_004470,-5.13464862208174,3.14963114610751e-08,down
chr10,8289547,8293842,-,_chr10_004477,-0.654499201588721,0.00657646694855119,down
chr10,8237939,8242831,-,_chr10_004481,-0.689383488611094,0.00224592104567003,down
chr10,7536062,7538433,-,_chr10_004491,0.879903728065927,0.0133874350698672,up
chr10,7528344,7532856,-,_chr10_004492,-1.63869799402342,0.000136590423460583,down
chr10,7506432,7511878,-,_chr10_004493,-0.541175315746809,3.41355331423992e-08,down
chr10,6918866,6923637,-,_chr10_004507,0.51915788640208,0.000757199046939827,up
chr10,6835203,6837097,-,_chr10_004511,0.866049777895506,0.000325712879875427,up
chr10,6177864,6183688,-,_chr10_004527,2.40498797938915,0.00549439262068252,up
chr10,6136840,6140422,-,_chr10_004528,-0.896470025526492,5.95966902503184e-06,down
chr10,5106366,5112388,-,_chr10_004541,1.10284710251023,0.00330614617336866,up
chr10,5087699,5090643,-,_chr10_004542,0.809544454531549,0.0286511561535281,up
chr10,5080550,5087697,-,_chr10_004543,4.08393928971446,6.47335245980503e-14,up
chr10,5077872,5080548,-,_chr10_004544,0.706598887709232,0.0206360228605533,up
chr10,5028356,5034092,-,_chr10_004545,2.64337032227794,8.53461172531878e-08,up
chr10,4967623,4971000,-,_chr10_004549,8.54373138080701,1.12022562643501e-07,up
chr10,4943813,4949631,-,_chr10_004551,3.5887750168435,1.99133177137658e-12,up
chr10,4886462,4894821,-,_chr10_004555,0.50832086060155,7.25601056909796e-07,up
chr10,4878402,4880669,-,_chr10_004557,-1.84029467905703,2.50230902737519e-06,down
chr10,4874399,4874537,-,_chr10_004558,-0.622138742722693,0.00612098363268734,down
chr10,4870686,4872847,-,_chr10_004559,-1.32732100589203,0.00110050927820662,down
chr10,4851938,4855892,-,_chr10_004560,-0.508704460858041,0.000135074152813281,down
chr10,4808795,4810438,-,_chr10_004564,-0.818269782276075,0.00531341931973808,down
chr10,4611874,4613348,-,_chr10_004568,-4.92051099734394,2.40145561801587e-09,down
chr10,4370586,4374850,-,_chr10_004578,-1.08162858040816,4.9767588303383e-06,down
chr10,4223735,4227458,-,_chr10_004580,1.4518246144486,1.80440692918955e-19,up
chr10,4084656,4090414,-,_chr10_004585,-3.27971181801363,6.18893085507856e-05,down
chr10,4053802,4055982,-,_chr10_004587,-0.872498506605277,0.000182594874696165,down
chr10,3877187,3882111,-,_chr10_004592,5.61667897695892,6.4476371013001e-06,up
chr10,3864549,3868122,-,_chr10_004593,1.43598877757448,0.00156781118865295,up
chr10,3825896,3829100,-,_chr10_004597,-0.783164808741721,0.00334124784051202,down
chr10,3820350,3823342,-,_chr10_004598,-0.732250963278493,2.40721261994887e-10,down
chr10,3758539,3763608,-,_chr10_004601,-0.788466809826128,0.000344780658082632,down
chr10,3645046,3648384,-,_chr10_004604,-1.06393046298685,1.98906121616254e-05,down
chr10,3394042,3400161,-,_chr10_004608,-0.760936639769371,3.86632229340116e-07,down
chr10,3343600,3360730,-,_chr10_004611,1.13217710664562,1.19882199956937e-05,up
chr10,3337815,3341095,-,_chr10_004612,-0.685760064629232,0.0276697557548802,down
chr10,2920970,2925269,-,_chr10_004623,-0.543906280016081,0.000478502179376655,down
chr10,2710008,2712219,-,_chr10_004633,-0.706510881139909,0.021637586473594,down
chr10,2679836,2684771,-,_chr10_004636,-0.527467637565912,0.00113915129969492,down
chr10,2614435,2631562,-,_chr10_004641,-1.19019777791398,0.000519043532670351,down
chr10,2380389,2382029,-,_chr10_004642,-1.43712125881822,0.0214540763530308,down
chr10,2276134,2277698,-,_chr10_004645,-1.86622469090979,0.0063539739499816,down
chr10,2181265,2184578,-,_chr10_004651,-0.738308401604067,1.20010888958687e-13,down
chr10,1992070,1993535,-,_chr10_004653,-1.16930917054835,0.000158980649239654,down
chr10,1938971,1944306,-,_chr10_004655,-1.514102809335,6.31686920217375e-12,down
chr10,1911422,1914984,-,_chr10_004657,-1.65263983934842,0.00387871564937291,down
chr10,1481258,1489899,-,_chr10_004661,0.713450329986777,0.00131127909581751,up
chr10,1334300,1339824,-,_chr10_004665,-0.547329269028346,0.000629039475739099,down
chr10,1329113,1333767,-,_chr10_004666,-0.915059144575357,0.000841594857987208,down
chr10,989272,992199,-,_chr10_004678,-0.796024318784672,0.0219484177717871,down
chr10,808829,810740,-,_chr10_004681,4.94401550978135,0.0175843619040763,up
chr10,260184,267679,-,_chr10_004698,0.697514668620716,3.10728126545979e-06,up
chr11,3840631,3851845,+,_chr11_000013,-0.565548480254305,0.00471092312858225,down
chr11,3853798,3859316,+,_chr11_000014,-3.35755826367074,1.54245499389199e-22,down
chr11,3901126,3908057,+,_chr11_000016,2.10403799552575,4.84648171869471e-10,up
chr11,3943976,3950107,+,_chr11_000017,0.776801818679293,0.0181110887179681,up
chr11,4608058,4611418,+,_chr11_000059,-7.85980956113152,7.99228346545759e-07,down
chr11,4683013,4684246,+,_chr11_000064,-2.69645037878137,0.0411256055795718,down
chr11,4921954,4924249,+,_chr11_000071,-6.81530739592382,0.00873504787543919,down
chr11,4930952,4932684,+,_chr11_000072,-0.862256528586323,0.000625388860050928,down
chr11,5390620,5404024,+,_chr11_000088,0.683752259998713,0.000439773112288272,up
chr11,5454166,5467741,+,_chr11_000092,0.633910610480484,0.00407900194141104,up
chr11,5521652,5527987,+,_chr11_000093,-1.79365345642312,3.01944772548597e-05,down
chr11,5574632,5579184,+,_chr11_000097,-0.504070421242051,0.0235318851053193,down
chr11,6097682,6102675,+,_chr11_000124,0.650693265640686,0.0269722947746702,up
chr11,6564057,6566404,+,_chr11_000131,-2.09402015300492,0.0270007633587612,down
chr11,6574167,6576427,+,_chr11_000135,6.59192287291386,0.00278564770755557,up
chr11,3325939,3332264,-,_chr11_000143,-1.04646270474742,0.00496283822579515,down
chr11,2998957,3003900,-,_chr11_000150,-0.982679389052817,6.82878648721684e-08,down
chr11,2994110,2997804,-,_chr11_000151,-1.33466863237519,0.00178231114410787,down
chr11,2563563,2565336,-,_chr11_000164,-1.95526023000073,0.0252195095017634,down
chr11,2355613,2358370,-,_chr11_000172,-3.1277049426982,0.0055163820271314,down
chr11,2227620,2228870,-,_chr11_000178,-5.82953983930307,0.000390645889197354,down
chr11,2156920,2158639,-,_chr11_000188,-12.4013390541466,9.86468907049402e-23,down
chr11,2147088,2149664,-,_chr11_000189,-1.58025706342586,0.00132377082968933,down
chr11,2124903,2125131,-,_chr11_000191,-3.36085497564365,0.0196128091828813,down
chr11,2121302,2123962,-,_chr11_000192,-0.527734540107578,0.00426532837548767,down
chr11,2101927,2113369,-,_chr11_000196,0.635113743890614,0.00949407486131744,up
chr11,587856,591924,-,_chr11_000225,-0.751520336595364,2.61163120142453e-05,down
chr11,528849,532859,-,_chr11_000228,-1.11619320516292,0.00148582096353318,down
chr11,487353,491609,-,_chr11_000232,-0.881775917975263,5.9618031121367e-09,down
chr11,481601,485964,-,_chr11_000233,-0.582227511029982,0.000100079038530994,down
chr11,381576,385076,-,_chr11_000237,0.78403260941766,0.0394157518663803,up
chr11,186040,191937,-,_chr11_000243,-1.64039826001286,0.032963580224594,down
chr11,173556,175953,-,_chr11_000245,-0.983306866519432,0.0225601316629238,down
chr11,6804185,6809439,+,_chr11_000251,-2.92932780323618,9.49206665832192e-15,down
chr11,6924850,6929445,+,_chr11_000259,1.50062361355231,0.0229491519768916,up
chr11,7160178,7169002,+,_chr11_000267,-0.860069148236425,0.000648412631085221,down
chr11,7176142,7176910,+,_chr11_000268,1.21006826259774,0.0111047896323947,up
chr11,7914864,7924166,+,_chr11_000283,0.68917478760944,0.00157779661861764,up
chr11,7949350,7963569,+,_chr11_000285,0.887567527072892,5.62320123081326e-10,up
chr11,8081431,8086908,+,_chr11_000287,1.37982781439027,0.000441517636723162,up
chr11,8092879,8095405,+,_chr11_000291,-0.668987213355654,0.0299551474533302,down
chr11,8236338,8240106,+,_chr11_000302,-0.562757148221195,0.0258584844785843,down
chr11,8385467,8388958,+,_chr11_000306,0.715523494805666,1.21140046147632e-08,up
chr11,8735969,8746612,+,_chr11_000313,2.46727258658838,5.93378270881267e-12,up
chr11,8870759,8872818,+,_chr11_000319,0.659500497066434,0.036057217723352,up
chr11,8920668,8923642,+,_chr11_000321,-2.30140785765948,0.0148027445782163,down
chr11,8955577,8960493,+,_chr11_000329,2.29890897847624,0.0452483403367581,up
chr11,9388910,9392366,+,_chr11_000348,2.66546545397632,6.61257072912852e-05,up
chr11,9562861,9575361,+,_chr11_000365,1.19916750488872,0.0121685595128921,up
chr11,9843776,9846653,+,_chr11_000371,1.14281567112107,0.00184055558186434,up
chr11,9862356,9864243,+,_chr11_000373,-2.26268908233808,2.69896753583715e-05,down
chr11,9977940,9979539,+,_chr11_000378,5.43352510851502,0.00141460851254905,up
chr11,9987501,9991336,+,_chr11_000380,1.53650407201005,0.0269431784876114,up
chr11,10017563,10023363,+,_chr11_000386,2.14887497713194,0.00049690110100117,up
chr11,10303494,10308957,+,_chr11_000410,5.45328584218536,0.0350322197986059,up
chr11,10317154,10321402,+,_chr11_000412,1.84757407045992,0.00196598343414171,up
chr11,10366292,10370481,+,_chr11_000416,1.86177836240945,0.0269382585915605,up
chr11,10377891,10381429,+,_chr11_000419,-1.70401820126147,0.00997868884659666,down
chr11,10542580,10544827,+,_chr11_000426,1.22560296683905,0.000278589075059093,up
chr11,11499363,11509498,+,_chr11_000436,1.76679285759396,8.50857900525756e-09,up
chr11,11510192,11520019,+,_chr11_000437,0.811673930603825,0.0106593438347271,up
chr11,11624814,11631475,+,_chr11_000439,0.732381522555515,8.82373710641224e-16,up
chr11,11635280,11639918,+,_chr11_000440,-0.578580561908874,1.46524335820908e-05,down
chr11,11655792,11660960,+,_chr11_000441,-0.551443928948943,0.000337631241370039,down
chr11,11992668,11998753,+,_chr11_000457,0.502338606043036,0.00094028815307203,up
chr11,12231786,12235456,+,_chr11_000466,-0.726269646407839,0.00387135083335735,down
chr11,12341830,12343899,+,_chr11_000471,-3.6371360518323,0.0273634392060303,down
chr11,12446876,12452936,+,_chr11_000476,-0.510927807836236,5.21676362674501e-05,down
chr11,12480183,12481605,+,_chr11_000478,-3.25899484927634,0.00384066018469558,down
chr11,12497333,12505925,+,_chr11_000479,0.859080787558187,1.30566971146037e-13,up
chr11,12806910,12807810,+,_chr11_000485,-3.67192623891562,0.0068072704595206,down
chr11,12926782,12938726,+,_chr11_000487,-5.65746291950692,9.78413094003101e-11,down
chr11,14099495,14102632,+,_chr11_000525,0.765575641914361,0.000179158373584386,up
chr11,14332528,14337226,+,_chr11_000538,1.18602282865346,0.00860826310687644,up
chr11,14378692,14382494,+,_chr11_000544,-0.947357926847504,0.00511001006641052,down
chr11,14693155,14695521,+,_chr11_000552,1.15031558791032,0.0176017028724675,up
chr11,14697101,14698357,+,_chr11_000554,-1.42810656957199,0.00603116479650871,down
chr11,15053762,15059250,+,_chr11_000576,-0.777492210198509,0.000598256440605652,down
chr11,15065550,15067795,+,_chr11_000577,0.657662980327846,0.000761195605910486,up
chr11,15716496,15718525,+,_chr11_000585,-3.80375905459113,0.015695789679299,down
chr11,16131148,16132776,+,_chr11_000589,1.13343027854074,0.0169720289520415,up
chr11,16426980,16428970,+,_chr11_000600,1.05909143582282,0.00275890886501174,up
chr11,16473160,16480065,+,_chr11_000602,-0.522055299419318,0.000172974299733526,down
chr11,16545026,16547082,+,_chr11_000604,-0.647479213181737,0.000493017461055502,down
chr11,16813829,16815558,+,_chr11_000608,-1.52964106992892,0.0458157054549107,down
chr11,16894249,16897839,+,_chr11_000614,1.77165763225538,0.0236995872569153,up
chr11,16901189,16904829,+,_chr11_000616,1.02085322940865,0.0150364382413144,up
chr11,16909016,16909537,+,_chr11_000617,6.4436822428099,9.05188983165125e-05,up
chr11,16909539,16910148,+,_chr11_000618,6.451684877038,0.000169156026150812,up
chr11,16918604,16920301,+,_chr11_000620,1.21557641692051,0.0208124393934289,up
chr11,16926528,16930484,+,_chr11_000622,2.39507739223606,0.0198231514088949,up
chr11,16930486,16935385,+,_chr11_000623,1.6390730858877,0.000126441698931708,up
chr11,16946591,16950635,+,_chr11_000626,-0.665038005282413,2.67528295732096e-05,down
chr11,17116959,17118908,+,_chr11_000632,1.13968793425464,0.0459603141586928,up
chr11,17119457,17121152,+,_chr11_000634,-1.19843107362673,0.0107272287890044,down
chr11,17217082,17221488,+,_chr11_000640,0.720174104805573,0.00526763483437,up
chr11,17379306,17394071,+,_chr11_000649,0.906468333327566,0.000332139121822647,up
chr11,18467398,18470486,+,_chr11_000660,-0.598703001763139,0.0113739956521565,down
chr11,18485793,18486828,+,_chr11_000661,-1.53338034338974,0.00044267674904337,down
chr11,19066123,19067162,+,_chr11_000684,4.59837667665532,0.0476108592377424,up
chr11,19160644,19163799,+,_chr11_000686,-3.48398526480074,0.0433230326861268,down
chr11,19392887,19394904,+,_chr11_000691,-1.50667708538583,1.01601954546033e-06,down
chr11,19583992,19585416,+,_chr11_000694,-3.24520775832249,0.0231864092566799,down
chr11,19638610,19640525,+,_chr11_000699,-3.18171619383395,0.0103413640471547,down
chr11,19682894,19687062,+,_chr11_000700,1.29623092532234,0.00175153985914247,up
chr11,20307160,20311198,+,_chr11_000721,-0.517499900022405,0.000465380136102283,down
chr11,21312128,21315611,+,_chr11_000729,-0.682218026194396,0.0191189862433084,down
chr11,21355606,21361357,+,_chr11_000730,1.00998227009717,0.00702365669394527,up
chr11,21393642,21396766,+,_chr11_000735,0.584775351139622,0.00162572378728637,up
chr11,21413114,21414394,+,_chr11_000737,1.58830737227703,0.0254610901415172,up
chr11,22270977,22273300,+,_chr11_000758,-4.29606515311842,0.00128484765411136,down
chr11,22459186,22464309,+,_chr11_000766,-0.622116019928804,0.00125722486058942,down
chr11,22543284,22549143,+,_chr11_000767,4.88921542901896,0.0165481391976686,up
chr11,22616089,22619870,+,_chr11_000769,-0.687306732284052,0.0358472245043926,down
chr11,22848400,22861065,+,_chr11_000770,0.614635084867505,0.000306548491732098,up
chr11,23641037,23642469,+,_chr11_000784,-0.790422427778956,0.0152278731011486,down
chr11,23774433,23782850,+,_chr11_000787,-1.33884542540494,0.0176017028724675,down
chr11,24808428,24816909,+,_chr11_000799,-0.9032646266496,0.00295950770517676,down
chr11,25077881,25080762,+,_chr11_000806,-0.829118379596521,0.0359754271651336,down
chr11,25083335,25085002,+,_chr11_000807,-0.890361057551604,0.0186723527372524,down
chr11,25108317,25117981,+,_chr11_000808,0.544241967246612,0.00139704496227442,up
chr11,25186215,25193348,+,_chr11_000809,-0.79405070207116,0.00164393102644441,down
chr11,26989354,26990522,+,_chr11_000828,1.02654576315803,0.00523076259477827,up
chr11,27020703,27021847,+,_chr11_000829,1.08752778605709,0.000592815348782505,up
chr11,28686429,28701523,+,_chr11_000841,2.5908080385519,6.17126348153369e-18,up
chr11,28703199,28711288,+,_chr11_000842,0.501541657555846,0.00605365341059193,up
chr11,28748215,28750639,+,_chr11_000846,-0.57299363347675,3.02411444986097e-06,down
chr11,28801108,28802785,+,_chr11_000847,2.9337950990791,3.07334773890798e-07,up
chr11,29079397,29082315,+,_chr11_000849,-0.862096334470571,0.0277309375325517,down
chr11,29535886,29538405,+,_chr11_000856,-4.29527359323264,3.81241936812028e-05,down
chr11,30219842,30221653,+,_chr11_000864,-6.23631745143034,0.0176161535020392,down
chr11,31281329,31309383,+,_chr11_000879,0.691808842535156,3.35683984267656e-09,up
chr11,31564154,31567430,+,_chr11_000886,2.17288286745531,0.0024539951039739,up
chr11,35726009,35737398,+,_chr11_000899,-1.11985536840335,0.0104517810092493,down
chr11,36207884,36221320,+,_chr11_000905,0.821118708800263,1.62913695011867e-09,up
chr11,36975546,36980443,+,_chr11_000906,-2.2671683484317,1.37561325605708e-06,down
chr11,38019262,38024324,+,_chr11_000915,-0.501071108049888,0.018630527845461,down
chr11,39407402,39409699,+,_chr11_000919,-1.99383692913614,0.00325570183016683,down
chr11,40026206,40031731,+,_chr11_000923,0.64824298512809,0.0388329959105749,up
chr11,41389938,41393709,+,_chr11_000930,1.63438918580187,2.45506330364303e-08,up
chr11,41611226,41614800,+,_chr11_000937,-4.47887478571746,0.035461016773862,down
chr11,45656417,45660288,+,_chr11_000979,-0.610226287901604,0.00481177058127883,down
chr11,45975872,45977869,+,_chr11_000982,1.07546234445563,1.99109303437602e-12,up
chr11,46288569,46296912,+,_chr11_000990,-0.688804244257037,3.00898569737556e-05,down
chr11,46296914,46299817,+,_chr11_000991,-7.40503282866805,1.14566717800451e-56,down
chr11,48320558,48327340,+,_chr11_001003,0.9194932372465,2.74613423276483e-14,up
chr11,49344541,49348459,+,_chr11_001005,1.39017735882089,0.0177414584747744,up
chr11,49398057,49400830,+,_chr11_001006,-2.99518762284548,0.0164979546501969,down
chr11,49597723,49601084,+,_chr11_001009,0.996673311212779,6.97558569166723e-07,up
chr11,51141066,51156752,+,_chr11_001016,0.731796399283486,1.06257238939104e-06,up
chr11,51298623,51302377,+,_chr11_001018,-8.27879386128037,1.47559230992702e-50,down
chr11,51519392,51521390,+,_chr11_001019,0.502694233383588,0.000363976131236607,up
chr11,53520318,53523479,+,_chr11_001036,-0.513213400204812,0.0162461562399621,down
chr11,53644184,53644922,+,_chr11_001038,-1.77872685298894,1.60738487383368e-09,down
chr11,53844617,53845686,+,_chr11_001040,-6.79060722424566,1.6134900903058e-29,down
chr11,53876225,53877287,+,_chr11_001042,-7.38069677971243,5.47918648977177e-18,down
chr11,54072254,54074780,+,_chr11_001044,-1.18221001398566,7.3654591423978e-14,down
chr11,55358795,55361785,+,_chr11_001056,-0.525860160382252,0.00218800936495723,down
chr11,55924904,55926560,+,_chr11_001062,-8.31239260058132,8.58947145955194e-11,down
chr11,58824264,58825785,+,_chr11_001081,-0.654232551175151,0.000449675644148636,down
chr11,59580506,59582891,+,_chr11_001084,-1.50104477635847,0.00106051396789805,down
chr11,59909473,59911176,+,_chr11_001085,5.88949036327413,0.000439773112288272,up
chr11,60328496,60331112,+,_chr11_001088,1.13919982865129,0.00337661490732697,up
chr11,63398167,63408301,+,_chr11_001094,-0.666961702593168,0.0012811834333993,down
chr11,66211495,66213272,+,_chr11_001107,-7.15311022025178,0.00147809228245173,down
chr11,66460908,66461278,+,_chr11_001110,1.15295486562595,0.00373445587142998,up
chr11,67199923,67202658,+,_chr11_001115,1.12133913473871,0.000375011758578893,up
chr11,77624056,77642642,+,_chr11_001138,0.514139519325417,0.0445328752168881,up
chr11,81490071,81494146,+,_chr11_001143,1.3523078440003,0.00248256740461198,up
chr11,81943652,81945903,+,_chr11_001145,-1.25276023311132,1.30789351680772e-11,down
chr11,85711259,85714905,+,_chr11_001166,0.574572629603648,0.00825778538732132,up
chr11,90576046,90578332,+,_chr11_001189,1.3795340208551,9.45006422438911e-08,up
chr11,90740954,90744131,+,_chr11_001192,-1.04154111109518,0.0448100006151249,down
chr11,91362762,91366021,+,_chr11_001195,-1.18573862580633,0.00291776237362271,down
chr11,92639833,92644768,+,_chr11_001196,-2.24988058224597,0.0296042929701463,down
chr11,94052914,94055422,+,_chr11_001205,2.40408061092091,0.0014725169958539,up
chr11,94055424,94055567,+,_chr11_001206,1.2443058927882,0.00102290261795257,up
chr11,97876008,97898889,+,_chr11_001230,-0.609825034403355,1.45603760893598e-05,down
chr11,100881761,100885419,+,_chr11_001238,-0.964983875344414,6.72636967019672e-08,down
chr11,103215845,103217773,+,_chr11_001253,-0.932559511740951,3.49987316852126e-05,down
chr11,109991701,109999485,+,_chr11_001278,2.03790672369908,6.74877225107078e-06,up
chr11,110119892,110120946,+,_chr11_001283,12.2203549746215,8.4532187923135e-23,up
chr11,201764061,201765429,-,_chr11_001293,-4.07785806900287,7.78753347337713e-05,down
chr11,201689535,201693170,-,_chr11_001294,-2.6567983519575,2.54109026889078e-07,down
chr11,200839123,200840072,-,_chr11_001303,-0.767813771983301,0.0283106915975937,down
chr11,200595080,200600103,-,_chr11_001306,-3.89290301859413,4.26004324012688e-05,down
chr11,200507726,200510091,-,_chr11_001312,-2.32543094356701,0.00322830312330498,down
chr11,200090894,200096437,-,_chr11_001314,-0.520804081434212,0.00211493753814125,down
chr11,200071369,200074357,-,_chr11_001315,0.717070756086263,9.15389716190772e-10,up
chr11,199919089,199922460,-,_chr11_001319,-0.859475694326192,1.96346274159922e-06,down
chr11,198846790,198847649,-,_chr11_001328,1.20921211904659,0.00875619592634551,up
chr11,198277300,198278245,-,_chr11_001345,-1.75123022655747,0.0169477284458382,down
chr11,197991005,197999364,-,_chr11_001348,0.654486732403726,0.00649465187874083,up
chr11,197665900,197666065,-,_chr11_001351,3.63010390388487,0.0362567717904472,up
chr11,197402559,197411256,-,_chr11_001354,0.829766866512138,0.00164147962074911,up
chr11,197122772,197126159,-,_chr11_001362,4.82951664247367,1.8960716710374e-05,up
chr11,197121391,197122770,-,_chr11_001363,2.09954285341043,0.00794185712722924,up
chr11,196752481,196755688,-,_chr11_001378,4.08478141902964,1.46273518779277e-06,up
chr11,196750479,196751804,-,_chr11_001379,3.01312173190304,5.07981348094542e-07,up
chr11,196744308,196747118,-,_chr11_001380,1.90571326074673,6.24276726821955e-09,up
chr11,194805481,194807094,-,_chr11_001414,-1.46645012800559,1.09444945692033e-08,down
chr11,194383953,194386355,-,_chr11_001417,1.42512463731516,0.000218882642294537,up
chr11,193781901,193790080,-,_chr11_001427,0.584598810742404,2.17596292114568e-07,up
chr11,193636623,193645326,-,_chr11_001429,0.683208870944734,9.24754507094528e-08,up
chr11,192845062,192846810,-,_chr11_001433,-3.40544304815993,0.00117717890248574,down
chr11,192598723,192615261,-,_chr11_001436,1.08686039965074,7.99024679887466e-06,up
chr11,191026112,191028100,-,_chr11_001443,0.777538501649168,0.00303901813538265,up
chr11,190683174,190688320,-,_chr11_001447,-0.660310119098403,5.98653850431547e-05,down
chr11,189512200,189513682,-,_chr11_001451,1.4169668855111,0.0186292679977473,up
chr11,188482012,188482929,-,_chr11_001459,-0.920014594188497,0.0192684599285306,down
chr11,187187713,187189931,-,_chr11_001464,0.722919345430664,0.000996543070256676,up
chr11,187164158,187167682,-,_chr11_001467,-2.35083312584438,0.0196270868186312,down
chr11,186795291,186802922,-,_chr11_001469,0.980891550716775,3.42153305402407e-17,up
chr11,185302837,185305069,-,_chr11_001475,-1.06714453183289,1.30277315437135e-08,down
chr11,181914015,181915310,-,_chr11_001490,1.1383842364972,0.00065521556234509,up
chr11,181564570,181568197,-,_chr11_001493,-1.36842917353736,1.45232667286882e-07,down
