X_transcriptName	tissue	sRNA24_exp	strata	Allele
_chr12_003764.1	flowers	0.0494392191818045	stratum 3	"(X+X)/2
Female"
_chr12_003764.1	leaves	0.0575294102051385	stratum 3	"(X+X)/2
Female"
_chr12_003965.1	flowers	0.045947496010457	stratum 2	"(X+X)/2
Female"
_chr12_003965.1	leaves	0.082360279000066	stratum 2	"(X+X)/2
Female"
_chr12_001293.1	flowers	0.0182032493016676	stratum 2	"(X+X)/2
Female"
_chr12_001293.1	leaves	0.05271917894269	stratum 2	"(X+X)/2
Female"
_chr12_001044.1	flowers	0.0245359140140795	stratum 2	"(X+X)/2
Female"
_chr12_001044.1	leaves	0.0507155814091015	stratum 2	"(X+X)/2
Female"
_chr12_001503.1	flowers	0.0366932266541717	stratum 3	"(X+X)/2
Female"
_chr12_001503.1	leaves	0.054936523583916	stratum 3	"(X+X)/2
Female"
_chr12_003844.1	flowers	0.0292303738944499	stratum 2	"(X+X)/2
Female"
_chr12_003844.1	leaves	0.059571673278242	stratum 2	"(X+X)/2
Female"
_chr12_000526.1	flowers	0.0621160923988065	stratum 2	"(X+X)/2
Female"
_chr12_000526.1	leaves	0.103581200342091	stratum 2	"(X+X)/2
Female"
_chr12_001125.1	flowers	0.0100306283726449	stratum 2	"(X+X)/2
Female"
_chr12_001125.1	leaves	0.00806118468347615	stratum 2	"(X+X)/2
Female"
_chr12_001126.1	flowers	0.0499515380414142	stratum 2	"(X+X)/2
Female"
_chr12_001126.1	leaves	0.1086122813805	stratum 2	"(X+X)/2
Female"
_chr12_004726.1	flowers	0.104935765057312	stratum 2	"(X+X)/2
Female"
_chr12_004726.1	leaves	0.117273427751569	stratum 2	"(X+X)/2
Female"
_chr12_004510.1	flowers	0.0153004526259123	stratum 2	"(X+X)/2
Female"
_chr12_004510.1	leaves	0.0157264651287898	stratum 2	"(X+X)/2
Female"
_chr12_000420.1	flowers	0.0661538223332715	stratum 2	"(X+X)/2
Female"
_chr12_000420.1	leaves	0.0428676647987287	stratum 2	"(X+X)/2
Female"
_chr12_004747.1	flowers	0.0319440475451619	stratum 2	"(X+X)/2
Female"
_chr12_004747.1	leaves	0.032502948296126	stratum 2	"(X+X)/2
Female"
_chr12_001700.1	flowers	0.0154547535756177	stratum 3	"(X+X)/2
Female"
_chr12_001700.1	leaves	0.0277773398044182	stratum 3	"(X+X)/2
Female"
_chr12_001701.1	flowers	0.066965723818086	stratum 3	"(X+X)/2
Female"
_chr12_001701.1	leaves	0.0906884429454255	stratum 3	"(X+X)/2
Female"
_chr12_001702.1	flowers	0.0114130878957483	stratum 3	"(X+X)/2
Female"
_chr12_001702.1	leaves	0.0120416987104602	stratum 3	"(X+X)/2
Female"
_chr12_001703.1	flowers	0.0494974300181538	stratum 3	"(X+X)/2
Female"
_chr12_001703.1	leaves	0.0523289048581265	stratum 3	"(X+X)/2
Female"
_chr12_001704.1	flowers	0.0201113652661522	stratum 3	"(X+X)/2
Female"
_chr12_001704.1	leaves	0.0284095058758079	stratum 3	"(X+X)/2
Female"
_chr12_001705.1	flowers	0.0560776340439685	stratum 3	"(X+X)/2
Female"
_chr12_001705.1	leaves	0.064979382079288	stratum 3	"(X+X)/2
Female"
_chr12_001648.1	flowers	0.0199369303767907	stratum 3	"(X+X)/2
Female"
_chr12_001648.1	leaves	0.0234764887805902	stratum 3	"(X+X)/2
Female"
_chr12_003521.1	flowers	0.0736382456617575	stratum 3	"(X+X)/2
Female"
_chr12_003521.1	leaves	0.222467659612404	stratum 3	"(X+X)/2
Female"
_chr12_003867.1	flowers	0.100975752187313	stratum 2	"(X+X)/2
Female"
_chr12_003867.1	leaves	0.112546262942037	stratum 2	"(X+X)/2
Female"
_chr12_001742.1	flowers	0.0232830818388149	stratum 3	"(X+X)/2
Female"
_chr12_001742.1	leaves	0.095422936370637	stratum 3	"(X+X)/2
Female"
_chr12_001743.1	flowers	0.0499611130159047	stratum 3	"(X+X)/2
Female"
_chr12_001743.1	leaves	0.0408853622544663	stratum 3	"(X+X)/2
Female"
_chr12_001744.1	flowers	0.0548900064673425	stratum 3	"(X+X)/2
Female"
_chr12_001744.1	leaves	0.0844696989521245	stratum 3	"(X+X)/2
Female"
_chr12_001745.1	flowers	0.0364631494864451	stratum 3	"(X+X)/2
Female"
_chr12_001745.1	leaves	0.0149232286162609	stratum 3	"(X+X)/2
Female"
_chr12_001746.1	flowers	0.0390040930061624	stratum 3	"(X+X)/2
Female"
_chr12_001746.1	leaves	0.0726492091822045	stratum 3	"(X+X)/2
Female"
_chr12_001748.1	flowers	0.0180476805659474	stratum 3	"(X+X)/2
Female"
_chr12_001748.1	leaves	0.0373381545986877	stratum 3	"(X+X)/2
Female"
_chr12_001749.1	flowers	0.0328334572447832	stratum 3	"(X+X)/2
Female"
_chr12_001749.1	leaves	0.0494699114192815	stratum 3	"(X+X)/2
Female"
_chr12_001719.1	flowers	0.0539355628036575	stratum 3	"(X+X)/2
Female"
_chr12_001719.1	leaves	0.099990743988041	stratum 3	"(X+X)/2
Female"
_chr12_001723.1	flowers	0.0164048092645212	stratum 3	"(X+X)/2
Female"
_chr12_001723.1	leaves	0.0337358518172567	stratum 3	"(X+X)/2
Female"
_chr12_001724.1	flowers	0.205932186121682	stratum 3	"(X+X)/2
Female"
_chr12_001724.1	leaves	0.15829218739063	stratum 3	"(X+X)/2
Female"
_chr12_001726.1	flowers	0.0596956769458785	stratum 3	"(X+X)/2
Female"
_chr12_001726.1	leaves	0.083060215080347	stratum 3	"(X+X)/2
Female"
_chr12_003449.1	flowers	0.0357802329216387	stratum 3	"(X+X)/2
Female"
_chr12_003449.1	leaves	0.0618449388524705	stratum 3	"(X+X)/2
Female"
_chr12_003450.1	flowers	0.0520880150605695	stratum 3	"(X+X)/2
Female"
_chr12_003450.1	leaves	0.107913805423764	stratum 3	"(X+X)/2
Female"
_chr12_000750.1	flowers	0.0226667492196748	stratum 2	"(X+X)/2
Female"
_chr12_000750.1	leaves	0.0405649447037648	stratum 2	"(X+X)/2
Female"
_chr12_004701.1	flowers	0.122332757626256	stratum 2	"(X+X)/2
Female"
_chr12_004701.1	leaves	0.129731389306683	stratum 2	"(X+X)/2
Female"
_chr12_004702.1	flowers	0.00815498951280735	stratum 2	"(X+X)/2
Female"
_chr12_004702.1	leaves	0.022695250078477	stratum 2	"(X+X)/2
Female"
_chr12_004703.1	flowers	0.0165784268085417	stratum 2	"(X+X)/2
Female"
_chr12_004703.1	leaves	0.0136435846047136	stratum 2	"(X+X)/2
Female"
_chr12_004705.1	flowers	0.0197448426774488	stratum 2	"(X+X)/2
Female"
_chr12_004705.1	leaves	0.0238689292766662	stratum 2	"(X+X)/2
Female"
_chr12_000216.1	flowers	0.0467103882091621	stratum 2	"(X+X)/2
Female"
_chr12_000216.1	leaves	0.0570399862093565	stratum 2	"(X+X)/2
Female"
_chr12_000177.1	flowers	0.0220721109403633	stratum 2	"(X+X)/2
Female"
_chr12_000177.1	leaves	0.054713132507176	stratum 2	"(X+X)/2
Female"
_chr12_001637.1	flowers	0.0395049321448782	stratum 3	"(X+X)/2
Female"
_chr12_001637.1	leaves	0.0369051767806623	stratum 3	"(X+X)/2
Female"
_chr12_000914.1	flowers	0.0211754303664966	stratum 2	"(X+X)/2
Female"
_chr12_000914.1	leaves	0.0220760086913586	stratum 2	"(X+X)/2
Female"
_chr12_000867.1	flowers	0.0161811873954189	stratum 2	"(X+X)/2
Female"
_chr12_000867.1	leaves	0.0242394952363339	stratum 2	"(X+X)/2
Female"
_chr12_000371.1	flowers	0.0206657652563259	stratum 2	"(X+X)/2
Female"
_chr12_000371.1	leaves	0.00602617334847915	stratum 2	"(X+X)/2
Female"
_chr12_000128.1	flowers	0.00826984852003	stratum 1	"(X+X)/2
Female"
_chr12_000128.1	leaves	0.0196763088268154	stratum 1	"(X+X)/2
Female"
_chr12_004746.1	flowers	0.0340957300980056	stratum 2	"(X+X)/2
Female"
_chr12_004746.1	leaves	0.091863692666505	stratum 2	"(X+X)/2
Female"
_chr12_004315.1	flowers	0.0236172120393441	stratum 2	"(X+X)/2
Female"
_chr12_004315.1	leaves	0.042848476549368	stratum 2	"(X+X)/2
Female"
_chr12_003584.1	flowers	0.0378005921156286	stratum 3	"(X+X)/2
Female"
_chr12_003584.1	leaves	0.060010645938452	stratum 3	"(X+X)/2
Female"
_chr12_004487.1	flowers	0.107674973585248	stratum 2	"(X+X)/2
Female"
_chr12_004487.1	leaves	0.158497529510067	stratum 2	"(X+X)/2
Female"
_chr12_001625.1	flowers	0.0119627750818299	stratum 3	"(X+X)/2
Female"
_chr12_001625.1	leaves	0.0163716048813277	stratum 3	"(X+X)/2
Female"
_chr12_001406.1	flowers	0.06307301190858	stratum 2	"(X+X)/2
Female"
_chr12_001406.1	leaves	0.122467498325116	stratum 2	"(X+X)/2
Female"
_chr12_005064.1	flowers	0.0297143750933953	stratum 1	"(X+X)/2
Female"
_chr12_005064.1	leaves	0.0424569543027684	stratum 1	"(X+X)/2
Female"
_chr12_004600.1	flowers	0.095566375128067	stratum 2	"(X+X)/2
Female"
_chr12_004600.1	leaves	0.28240487540637	stratum 2	"(X+X)/2
Female"
_chr12_004979.1	flowers	0.0222588858452362	stratum 1	"(X+X)/2
Female"
_chr12_004979.1	leaves	0.0180608086893425	stratum 1	"(X+X)/2
Female"
_chr12_003826.1	flowers	0.0170192469267432	stratum 2	"(X+X)/2
Female"
_chr12_003826.1	leaves	0.0405102640032885	stratum 2	"(X+X)/2
Female"
_chr12_001361.1	flowers	0.0632863508281565	stratum 2	"(X+X)/2
Female"
_chr12_001361.1	leaves	0.082428776210164	stratum 2	"(X+X)/2
Female"
_chr12_001261.1	flowers	0.0113051015524795	stratum 2	"(X+X)/2
Female"
_chr12_001261.1	leaves	0.0198529843287612	stratum 2	"(X+X)/2
Female"
_chr12_003581.1	flowers	0.0502633483813725	stratum 3	"(X+X)/2
Female"
_chr12_003581.1	leaves	0.096613870986258	stratum 3	"(X+X)/2
Female"
_chr12_001624.1	flowers	0.0474035779813816	stratum 3	"(X+X)/2
Female"
_chr12_001624.1	leaves	0.0606097989017965	stratum 3	"(X+X)/2
Female"
_chr12_000892.1	flowers	0.0233029021710904	stratum 2	"(X+X)/2
Female"
_chr12_000892.1	leaves	0.0344015634140179	stratum 2	"(X+X)/2
Female"
_chr12_000417.1	flowers	0.0842977568659725	stratum 2	"(X+X)/2
Female"
_chr12_000417.1	leaves	0.062058318035266	stratum 2	"(X+X)/2
Female"
_chr12_004988.1	flowers	0.0251999172616546	stratum 1	"(X+X)/2
Female"
_chr12_004988.1	leaves	0.0134975685075164	stratum 1	"(X+X)/2
Female"
_chr12_004796.1	flowers	0.0243465733775705	stratum 2	"(X+X)/2
Female"
_chr12_004796.1	leaves	0	stratum 2	"(X+X)/2
Female"
_chr12_000577.1	flowers	0.0402810232030439	stratum 2	"(X+X)/2
Female"
_chr12_000577.1	leaves	0.07007324818766	stratum 2	"(X+X)/2
Female"
_chr12_000160.1	flowers	0.073886836472114	stratum 2	"(X+X)/2
Female"
_chr12_000160.1	leaves	0.0899140115046795	stratum 2	"(X+X)/2
Female"
_chr12_000476.1	flowers	0.151983189008944	stratum 2	"(X+X)/2
Female"
_chr12_000476.1	leaves	0.280218523830015	stratum 2	"(X+X)/2
Female"
_chr12_000481.1	flowers	0.0330161030130761	stratum 2	"(X+X)/2
Female"
_chr12_000481.1	leaves	0.0424470371531122	stratum 2	"(X+X)/2
Female"
_chr12_000018.1	flowers	0.059293049045668	stratum 1	"(X+X)/2
Female"
_chr12_000018.1	leaves	0.127739942027547	stratum 1	"(X+X)/2
Female"
_chr12_000019.1	flowers	0.019147335836198	stratum 1	"(X+X)/2
Female"
_chr12_000019.1	leaves	0.0491161804326028	stratum 1	"(X+X)/2
Female"
_chr12_000896.1	flowers	0.0122363822861676	stratum 2	"(X+X)/2
Female"
_chr12_000896.1	leaves	0.0157368099263741	stratum 2	"(X+X)/2
Female"
_chr12_001737.1	flowers	0.0380307167431862	stratum 3	"(X+X)/2
Female"
_chr12_001737.1	leaves	0.0363289114456672	stratum 3	"(X+X)/2
Female"
_chr12_000183.1	flowers	0.134670330014101	stratum 2	"(X+X)/2
Female"
_chr12_000183.1	leaves	0.212643878343877	stratum 2	"(X+X)/2
Female"
_chr12_003432.1	flowers	0.18738826487227	stratum 3	"(X+X)/2
Female"
_chr12_003432.1	leaves	0.113475352089863	stratum 3	"(X+X)/2
Female"
_chr12_003438.1	flowers	0.008923853398927	stratum 3	"(X+X)/2
Female"
_chr12_003438.1	leaves	0.00918981989535145	stratum 3	"(X+X)/2
Female"
_chr12_003446.1	flowers	0.0158362071173654	stratum 3	"(X+X)/2
Female"
_chr12_003446.1	leaves	0.0332334761350922	stratum 3	"(X+X)/2
Female"
_chr12_003573.1	flowers	0.059091556830941	stratum 3	"(X+X)/2
Female"
_chr12_003573.1	leaves	0.112487545016726	stratum 3	"(X+X)/2
Female"
_chr12_003490.1	flowers	0.0218776764991398	stratum 3	"(X+X)/2
Female"
_chr12_003490.1	leaves	0.0519009109256575	stratum 3	"(X+X)/2
Female"
_chr12_000595.1	flowers	0.0313505950211943	stratum 2	"(X+X)/2
Female"
_chr12_000595.1	leaves	0.00777251490430255	stratum 2	"(X+X)/2
Female"
_chr12_000403.1	flowers	0.0124921485628998	stratum 2	"(X+X)/2
Female"
_chr12_000403.1	leaves	0.0178161371517679	stratum 2	"(X+X)/2
Female"
_chr12_005092.1	flowers	0.0192559205547772	stratum 1	"(X+X)/2
Female"
_chr12_005092.1	leaves	0.0277832205578357	stratum 1	"(X+X)/2
Female"
_chr12_004083.1	flowers	0.0238331632915469	stratum 2	"(X+X)/2
Female"
_chr12_004083.1	leaves	0.0466817780713311	stratum 2	"(X+X)/2
Female"
_chr12_004084.1	flowers	0.0240397868534774	stratum 2	"(X+X)/2
Female"
_chr12_004084.1	leaves	0.117291002131265	stratum 2	"(X+X)/2
Female"
_chr12_001054.1	flowers	0.0263129220258113	stratum 2	"(X+X)/2
Female"
_chr12_001054.1	leaves	0.190925273198021	stratum 2	"(X+X)/2
Female"
_chr12_001251.1	flowers	0.0138216477968205	stratum 2	"(X+X)/2
Female"
_chr12_001251.1	leaves	0.0180822037486383	stratum 2	"(X+X)/2
Female"
_chr12_001247.1	flowers	0.064647315624899	stratum 2	"(X+X)/2
Female"
_chr12_001247.1	leaves	0.0762804733243395	stratum 2	"(X+X)/2
Female"
_chr12_005021.1	flowers	0.0384351195468503	stratum 1	"(X+X)/2
Female"
_chr12_005021.1	leaves	0.0432566794021644	stratum 1	"(X+X)/2
Female"
_chr12_004893.1	flowers	0.0851997332700995	stratum 2	"(X+X)/2
Female"
_chr12_004893.1	leaves	0.0794452422703085	stratum 2	"(X+X)/2
Female"
_chr12_004897.1	flowers	0.0420120256682215	stratum 2	"(X+X)/2
Female"
_chr12_004897.1	leaves	0.0374116450340685	stratum 2	"(X+X)/2
Female"
_chr12_000248.1	flowers	0.0326594091920493	stratum 2	"(X+X)/2
Female"
_chr12_000248.1	leaves	0.0464740539373532	stratum 2	"(X+X)/2
Female"
_chr12_004765.1	flowers	0.0460439513074277	stratum 2	"(X+X)/2
Female"
_chr12_004765.1	leaves	0.090707632099148	stratum 2	"(X+X)/2
Female"
_chr12_000813.1	flowers	0.0312095619046908	stratum 2	"(X+X)/2
Female"
_chr12_000813.1	leaves	0.0384975636116414	stratum 2	"(X+X)/2
Female"
_chr12_001509.1	flowers	0.0211505467786933	stratum 3	"(X+X)/2
Female"
_chr12_001509.1	leaves	0.0292422284164176	stratum 3	"(X+X)/2
Female"
_chr12_003798.1	flowers	0.0115240303286012	stratum 2	"(X+X)/2
Female"
_chr12_003798.1	leaves	0.0272563047221685	stratum 2	"(X+X)/2
Female"
_chr12_004490.1	flowers	0.0285365881692234	stratum 2	"(X+X)/2
Female"
_chr12_004490.1	leaves	0.035090472155328	stratum 2	"(X+X)/2
Female"
_chr12_004996.1	flowers	0.176064356595588	stratum 1	"(X+X)/2
Female"
_chr12_004996.1	leaves	0.196176686467401	stratum 1	"(X+X)/2
Female"
_chr12_001449.1	flowers	0.0278410078851935	stratum 2	"(X+X)/2
Female"
_chr12_001449.1	leaves	0.0609050086218445	stratum 2	"(X+X)/2
Female"
_chr12_000398.1	flowers	0.109918462752257	stratum 2	"(X+X)/2
Female"
_chr12_000398.1	leaves	0.175057433722619	stratum 2	"(X+X)/2
Female"
_chr12_000168.1	flowers	0.0147129787600065	stratum 2	"(X+X)/2
Female"
_chr12_000168.1	leaves	0.0232839759688302	stratum 2	"(X+X)/2
Female"
_chr12_001009.1	flowers	0.0831674901962055	stratum 2	"(X+X)/2
Female"
_chr12_001009.1	leaves	0.187561169114653	stratum 2	"(X+X)/2
Female"
_chr12_003502.1	flowers	0.0349407497224357	stratum 3	"(X+X)/2
Female"
_chr12_003502.1	leaves	0.079377170315959	stratum 3	"(X+X)/2
Female"
_chr12_001683.1	flowers	0.057155450527795	stratum 3	"(X+X)/2
Female"
_chr12_001683.1	leaves	0.11837679602359	stratum 3	"(X+X)/2
Female"
_chr12_000167.1	flowers	0.0430478895490304	stratum 2	"(X+X)/2
Female"
_chr12_000167.1	leaves	0.0839225020690195	stratum 2	"(X+X)/2
Female"
_chr12_004956.1	flowers	0.0196976250546286	stratum 2	"(X+X)/2
Female"
_chr12_004956.1	leaves	0.0308072256611641	stratum 2	"(X+X)/2
Female"
_chr12_000547.1	flowers	0.0128097250837363	stratum 2	"(X+X)/2
Female"
_chr12_000547.1	leaves	0.0117141032944874	stratum 2	"(X+X)/2
Female"
_chr12_004618.1	flowers	0.179253395563328	stratum 2	"(X+X)/2
Female"
_chr12_004618.1	leaves	0.225753932565138	stratum 2	"(X+X)/2
Female"
_chr12_004806.1	flowers	0.0145787652460292	stratum 2	"(X+X)/2
Female"
_chr12_004806.1	leaves	0.0227265599804794	stratum 2	"(X+X)/2
Female"
_chr12_000362.1	flowers	0.071153636356248	stratum 2	"(X+X)/2
Female"
_chr12_000362.1	leaves	0.518169104100465	stratum 2	"(X+X)/2
Female"
_chr12_000363.1	flowers	0.117732327818373	stratum 2	"(X+X)/2
Female"
_chr12_000363.1	leaves	0.218818287156132	stratum 2	"(X+X)/2
Female"
_chr12_000828.1	flowers	0.0224588972855732	stratum 2	"(X+X)/2
Female"
_chr12_000828.1	leaves	0.0410714021756134	stratum 2	"(X+X)/2
Female"
_chr12_000832.1	flowers	0.0232554784333893	stratum 2	"(X+X)/2
Female"
_chr12_000832.1	leaves	0.0324150288743081	stratum 2	"(X+X)/2
Female"
_chr12_004825.1	flowers	0.00913679727734785	stratum 2	"(X+X)/2
Female"
_chr12_004825.1	leaves	0.0183618684765837	stratum 2	"(X+X)/2
Female"
_chr12_004828.1	flowers	0.0226175377917815	stratum 2	"(X+X)/2
Female"
_chr12_004828.1	leaves	0.0345649491367169	stratum 2	"(X+X)/2
Female"
_chr12_004830.1	flowers	0.114744047931274	stratum 2	"(X+X)/2
Female"
_chr12_004830.1	leaves	0.046560800792622	stratum 2	"(X+X)/2
Female"
_chr12_000106.1	flowers	0.0227954618630616	stratum 1	"(X+X)/2
Female"
_chr12_000106.1	leaves	0.0275794160151622	stratum 1	"(X+X)/2
Female"
_chr12_001634.1	flowers	0.0161102269734351	stratum 3	"(X+X)/2
Female"
_chr12_001634.1	leaves	0.0272465111146456	stratum 3	"(X+X)/2
Female"
_chr12_004886.1	flowers	0.0131420918250832	stratum 2	"(X+X)/2
Female"
_chr12_004886.1	leaves	0.0102523368917401	stratum 2	"(X+X)/2
Female"
_chr12_004887.1	flowers	0.0427978281349371	stratum 2	"(X+X)/2
Female"
_chr12_004887.1	leaves	0.0477282443994683	stratum 2	"(X+X)/2
Female"
_chr12_004002.1	flowers	0.0557718628876595	stratum 2	"(X+X)/2
Female"
_chr12_004002.1	leaves	0.0457587294581383	stratum 2	"(X+X)/2
Female"
_chr12_001411.1	flowers	0.02240601313548	stratum 2	"(X+X)/2
Female"
_chr12_001411.1	leaves	0.0427553882395735	stratum 2	"(X+X)/2
Female"
_chr12_000494.1	flowers	0.0408363423280833	stratum 2	"(X+X)/2
Female"
_chr12_000494.1	leaves	0.053789440651658	stratum 2	"(X+X)/2
Female"
_chr12_005014.1	flowers	0.115447496754676	stratum 1	"(X+X)/2
Female"
_chr12_005014.1	leaves	0.179848218122919	stratum 1	"(X+X)/2
Female"
_chr12_004464.1	flowers	0.006609465706655	stratum 2	"(X+X)/2
Female"
_chr12_004464.1	leaves	0.0339525864188171	stratum 2	"(X+X)/2
Female"
_chr12_003462.1	flowers	0.0166998339853682	stratum 3	"(X+X)/2
Female"
_chr12_003462.1	leaves	0.0221083880339746	stratum 3	"(X+X)/2
Female"
_chr12_003552.1	flowers	0.081330116071497	stratum 3	"(X+X)/2
Female"
_chr12_003552.1	leaves	0.082477043705615	stratum 3	"(X+X)/2
Female"
_chr12_003553.1	flowers	0.0311295716526457	stratum 3	"(X+X)/2
Female"
_chr12_003553.1	leaves	0.0408577514766087	stratum 3	"(X+X)/2
Female"
_chr12_003649.1	flowers	0.0523006347745125	stratum 3	"(X+X)/2
Female"
_chr12_003649.1	leaves	0.0681438144367425	stratum 3	"(X+X)/2
Female"
_chr12_000006.1	flowers	0.023294199197847	stratum 1	"(X+X)/2
Female"
_chr12_000006.1	leaves	0.0313444440688348	stratum 1	"(X+X)/2
Female"
_chr12_001258.1	flowers	0.0456982068578392	stratum 2	"(X+X)/2
Female"
_chr12_001258.1	leaves	0.074616344734044	stratum 2	"(X+X)/2
Female"
_chr12_003626.1	flowers	0.0857757715350765	stratum 3	"(X+X)/2
Female"
_chr12_003626.1	leaves	0.198203340212738	stratum 3	"(X+X)/2
Female"
_chr12_001583.1	flowers	0	stratum 3	"(X+X)/2
Female"
_chr12_001583.1	leaves	0.00674878425375815	stratum 3	"(X+X)/2
Female"
_chr12_001496.1	flowers	0.0291213215402924	stratum 3	"(X+X)/2
Female"
_chr12_001496.1	leaves	0.0606143259747235	stratum 3	"(X+X)/2
Female"
_chr12_003621.1	flowers	0.0114006537408713	stratum 3	"(X+X)/2
Female"
_chr12_003621.1	leaves	0.0295766620149415	stratum 3	"(X+X)/2
Female"
_chr12_003537.1	flowers	0.0146059385612846	stratum 3	"(X+X)/2
Female"
_chr12_003537.1	leaves	0.0352615577770338	stratum 3	"(X+X)/2
Female"
_chr12_003541.1	flowers	0.0732639104491355	stratum 3	"(X+X)/2
Female"
_chr12_003541.1	leaves	0.035111335101263	stratum 3	"(X+X)/2
Female"
_chr12_004134.1	flowers	0.012788386316346	stratum 2	"(X+X)/2
Female"
_chr12_004134.1	leaves	0.00983727996948305	stratum 2	"(X+X)/2
Female"
_chr12_003545.1	flowers	0.063230520245629	stratum 3	"(X+X)/2
Female"
_chr12_003545.1	leaves	0.0758701708990835	stratum 3	"(X+X)/2
Female"
_chr12_003885.1	flowers	0.0252353901690393	stratum 2	"(X+X)/2
Female"
_chr12_003885.1	leaves	0.0649324006777475	stratum 2	"(X+X)/2
Female"
_chr12_001639.1	flowers	0.0308179494764411	stratum 3	"(X+X)/2
Female"
_chr12_001639.1	leaves	0.068342191100472	stratum 3	"(X+X)/2
Female"
_chr12_003761.1	flowers	0.0257345212977399	stratum 3	"(X+X)/2
Female"
_chr12_003761.1	leaves	0.0418103893343949	stratum 3	"(X+X)/2
Female"
_chr12_003762.1	flowers	0.0329766911936766	stratum 3	"(X+X)/2
Female"
_chr12_003762.1	leaves	0.054567388426802	stratum 3	"(X+X)/2
Female"
_chr12_003451.1	flowers	0.00934902233027835	stratum 3	"(X+X)/2
Female"
_chr12_003451.1	leaves	0.00791182746932495	stratum 3	"(X+X)/2
Female"
_chr12_003452.1	flowers	0.0376771215449318	stratum 3	"(X+X)/2
Female"
_chr12_003452.1	leaves	0.062144242865278	stratum 3	"(X+X)/2
Female"
_chr12_004519.1	flowers	0.0239793804608162	stratum 2	"(X+X)/2
Female"
_chr12_004519.1	leaves	0.0414634641630464	stratum 2	"(X+X)/2
Female"
_chr12_004511.1	flowers	0.0134930057715007	stratum 2	"(X+X)/2
Female"
_chr12_004511.1	leaves	0.0162589123310958	stratum 2	"(X+X)/2
Female"
_chr12_000525.1	flowers	0.0275474642546816	stratum 2	"(X+X)/2
Female"
_chr12_000525.1	leaves	0.0477642955410937	stratum 2	"(X+X)/2
Female"
_chr12_001718.1	flowers	0.0135288291494704	stratum 3	"(X+X)/2
Female"
_chr12_001718.1	leaves	0.0388625745215127	stratum 3	"(X+X)/2
Female"
_chr12_000004.1	flowers	0.0071132399910105	stratum 1	"(X+X)/2
Female"
_chr12_000004.1	leaves	0.0134975685075164	stratum 1	"(X+X)/2
Female"
_chr12_000572.1	flowers	0.008490902091257	stratum 2	"(X+X)/2
Female"
_chr12_000572.1	leaves	0.0143019414482111	stratum 2	"(X+X)/2
Female"
_chr12_004609.1	flowers	0.0193948934507081	stratum 2	"(X+X)/2
Female"
_chr12_004609.1	leaves	0.0229833143989992	stratum 2	"(X+X)/2
Female"
_chr12_000586.1	flowers	0.00977682947646785	stratum 2	"(X+X)/2
Female"
_chr12_000586.1	leaves	0.0092600684220204	stratum 2	"(X+X)/2
Female"
_chr12_004362.1	flowers	0.0170819801463314	stratum 2	"(X+X)/2
Female"
_chr12_004362.1	leaves	0.0413266573659774	stratum 2	"(X+X)/2
Female"
_chr12_004500.1	flowers	0.0376171660785339	stratum 2	"(X+X)/2
Female"
_chr12_004500.1	leaves	0.119415926662686	stratum 2	"(X+X)/2
Female"
_chr12_000272.1	flowers	0.098194719518301	stratum 2	"(X+X)/2
Female"
_chr12_000272.1	leaves	0.0928072178831635	stratum 2	"(X+X)/2
Female"
_chr12_000275.1	flowers	0.00892775141588355	stratum 2	"(X+X)/2
Female"
_chr12_000275.1	leaves	0.0281579777655946	stratum 2	"(X+X)/2
Female"
_chr12_000277.1	flowers	0.230041152985509	stratum 2	"(X+X)/2
Female"
_chr12_000277.1	leaves	0.194208832772973	stratum 2	"(X+X)/2
Female"
_chr12_000279.1	flowers	0.233902332993054	stratum 2	"(X+X)/2
Female"
_chr12_000279.1	leaves	0.50912916445011	stratum 2	"(X+X)/2
Female"
_chr12_000280.1	flowers	0.0593308647479665	stratum 2	"(X+X)/2
Female"
_chr12_000280.1	leaves	0.102706366736178	stratum 2	"(X+X)/2
Female"
_chr12_000281.1	flowers	0.0335919975508133	stratum 2	"(X+X)/2
Female"
_chr12_000281.1	leaves	0.074734729119885	stratum 2	"(X+X)/2
Female"
_chr12_000282.1	flowers	0.0239994008854324	stratum 2	"(X+X)/2
Female"
_chr12_000282.1	leaves	0.0355841924089861	stratum 2	"(X+X)/2
Female"
_chr12_000284.1	flowers	0.132211183284062	stratum 2	"(X+X)/2
Female"
_chr12_000284.1	leaves	0.0936856249057805	stratum 2	"(X+X)/2
Female"
_chr12_000285.1	flowers	0.0101881046116413	stratum 2	"(X+X)/2
Female"
_chr12_000285.1	leaves	0	stratum 2	"(X+X)/2
Female"
_chr12_000286.1	flowers	0.104813820868003	stratum 2	"(X+X)/2
Female"
_chr12_000286.1	leaves	0.125359448027944	stratum 2	"(X+X)/2
Female"
_chr12_000288.1	flowers	0.0142219931256846	stratum 2	"(X+X)/2
Female"
_chr12_000288.1	leaves	0.0159106873296005	stratum 2	"(X+X)/2
Female"
_chr12_000289.1	flowers	0.0127503823647296	stratum 2	"(X+X)/2
Female"
_chr12_000289.1	leaves	0.014039590833971	stratum 2	"(X+X)/2
Female"
_chr12_000290.1	flowers	0.00644570751879795	stratum 2	"(X+X)/2
Female"
_chr12_000290.1	leaves	0	stratum 2	"(X+X)/2
Female"
_chr12_000298.1	flowers	0.070270515448656	stratum 2	"(X+X)/2
Female"
