Y_GeneName	Y_transcriptName	X_GeneName	X_transcriptName	startX	scaffY	startY	pos_new	invert	strata	strata_low	strata_uppp	chr.x	min.x	max.x	strand.x	gene_RPM.x	SBGE.x	sRNA24_exp.x	chr.y	min.y	max.y	strand.y	gene_RPM.y	SBGE.y	sRNA24_exp.y	tissue	sex	total_gene_expression	total_sRNA24_exp	Y_over_X_gene_expression	Y_over_X_sRNA24
_scaffold_1_000645	_scaffold_1_000645.1	_chr12_004883	_chr12_004883.1	7510566	scaffold_12-1	156354077	7510566	non_inv	stratum 2	strata2	strata2	chr12	7510566	7516222	-	1843.75	female-biased	0.0200956528275013	scaffold_12-1	156354077	156360094	+	0	male-biased	0	flowers	Female	1843.75	0.0200956528275013		
_scaffold_1_000645	_scaffold_1_000645.1	_chr12_004883	_chr12_004883.1	7510566	scaffold_12-1	156354077	7510566	non_inv	stratum 2	strata2	strata2	chr12	7510566	7516222	-	413.77075	female-biased	0.0225214868018517	scaffold_12-1	156354077	156360094	+	615.729	male-biased	0.0652930965648031	flowers	Male	1029.49975	0.0878145833666548	1.48809213797737	2.89914680763593
_scaffold_1_000645	_scaffold_1_000645.1	_chr12_004883	_chr12_004883.1	7510566	scaffold_12-1	156354077	7510566	non_inv	stratum 2	strata2	strata2	chr12	7510566	7516222	-	2631.75	unbiased	0.0463845908698367	scaffold_12-1	156354077	156360094	+	0	male-biased	0	leaves	Female	2631.75	0.0463845908698367		
_scaffold_1_000645	_scaffold_1_000645.1	_chr12_004883	_chr12_004883.1	7510566	scaffold_12-1	156354077	7510566	non_inv	stratum 2	strata2	strata2	chr12	7510566	7516222	-	1130.8395	unbiased	0.0523430572105209	scaffold_12-1	156354077	156360094	+	1610.90975	male-biased	0.125893610712552	leaves	Male	2741.74925	0.178236667923073	1.42452554053869	2.4051635005998
_scaffold_1_000646	_scaffold_1_000646.1	_chr12_004884	_chr12_004884.1	7505817	scaffold_12-1	156428397	7505817	non_inv	stratum 2	strata2	strata2	chr12	7505817	7509865	-	699.75	unbiased	0.0224419904561921	scaffold_12-1	156428397	156432247	+	0	male-biased	0	flowers	Female	699.75	0.0224419904561921		
_scaffold_1_000646	_scaffold_1_000646.1	_chr12_004884	_chr12_004884.1	7505817	scaffold_12-1	156428397	7505817	non_inv	stratum 2	strata2	strata2	chr12	7505817	7509865	-	229.09775	unbiased	0.0185845758446436	scaffold_12-1	156428397	156432247	+	316.15225	male-biased	0.0139384318834827	flowers	Male	545.25	0.0325230077281263	1.37998845470983	0.75
_scaffold_1_000646	_scaffold_1_000646.1	_chr12_004884	_chr12_004884.1	7505817	scaffold_12-1	156428397	7505817	non_inv	stratum 2	strata2	strata2	chr12	7505817	7509865	-	80.75	unbiased	0.0491617894041369	scaffold_12-1	156428397	156432247	+	0	male-biased	0	leaves	Female	80.75	0.0491617894041369		
_scaffold_1_000646	_scaffold_1_000646.1	_chr12_004884	_chr12_004884.1	7505817	scaffold_12-1	156428397	7505817	non_inv	stratum 2	strata2	strata2	chr12	7505817	7509865	-	28.52485	unbiased	0.0611430419704882	scaffold_12-1	156428397	156432247	+	59.2251	male-biased	0.0162581275599032	leaves	Male	87.74995	0.0774011695303914	2.07626332829095	0.265903151625176
_scaffold_1_000663	_scaffold_1_000663.1	_chr12_005003	_chr12_005003.1	3164618	scaffold_12-1	156891508	3164618	""	stratum 1	strata1	strata1	chr12	3164618	3169060	-	7565.75	female-biased	0.0873931952751896	scaffold_12-1	156891508	156896712	+	0	male-biased	0	flowers	Female	7565.75	0.0873931952751896		
_scaffold_1_000663	_scaffold_1_000663.1	_chr12_005003	_chr12_005003.1	3164618	scaffold_12-1	156891508	3164618	""	stratum 1	strata1	strata1	chr12	3164618	3169060	-	1620.3825	female-biased	0.0748978756318004	scaffold_12-1	156891508	156896712	+	987.366	male-biased	0.0942335331559179	flowers	Male	2607.7485	0.169131408787718	0.609341312930743	1.25816029307923
_scaffold_1_000663	_scaffold_1_000663.1	_chr12_005003	_chr12_005003.1	3164618	scaffold_12-1	156891508	3164618	""	stratum 1	strata1	strata1	chr12	3164618	3169060	-	3022.5	female-biased	0.0515824860854102	scaffold_12-1	156891508	156896712	+	0	male-biased	0	leaves	Female	3022.5	0.0515824860854102		
_scaffold_1_000663	_scaffold_1_000663.1	_chr12_005003	_chr12_005003.1	3164618	scaffold_12-1	156891508	3164618	""	stratum 1	strata1	strata1	chr12	3164618	3169060	-	1132.00625	female-biased	0.0351409728161584	scaffold_12-1	156891508	156896712	+	377.74425	male-biased	0.0906313608936442	leaves	Male	1509.7505	0.125772333709803	0.333694491527763	2.57907945143654
_scaffold_1_000667	_scaffold_1_000667.1	_chr12_000696	_chr12_000696.1	56359615	scaffold_12-1	157392784	161611517	inverted	stratum 2	strata3	strata2	chr12	56359615	56365260	+	1299.5	male-biased	0.0646293420370493	scaffold_12-1	157392784	157399519	+	0	male-biased	0	flowers	Female	1299.5	0.0646293420370493		
_scaffold_1_000667	_scaffold_1_000667.1	_chr12_000696	_chr12_000696.1	56359615	scaffold_12-1	157392784	161611517	inverted	stratum 2	strata3	strata2	chr12	56359615	56365260	+	2121.73	male-biased	0.0712900926154627	scaffold_12-1	157392784	157399519	+	543.76825	male-biased	0.102224970852216	flowers	Male	2665.49825	0.173515063467679	0.256285319055676	1.433929556013
_scaffold_1_000667	_scaffold_1_000667.1	_chr12_000696	_chr12_000696.1	56359615	scaffold_12-1	157392784	161611517	inverted	stratum 2	strata3	strata2	chr12	56359615	56365260	+	96	unbiased	0.172704132740163	scaffold_12-1	157392784	157399519	+	0	male-biased	0	leaves	Female	96	0.172704132740163		
_scaffold_1_000667	_scaffold_1_000667.1	_chr12_000696	_chr12_000696.1	56359615	scaffold_12-1	157392784	161611517	inverted	stratum 2	strata3	strata2	chr12	56359615	56365260	+	39.41925	unbiased	0.0722350661262995	scaffold_12-1	157392784	157399519	+	42.33075	male-biased	0.153713826978848	leaves	Male	81.75	0.225948893105147	1.07385985273692	2.12796686182978
_scaffold_1_000681	_scaffold_1_000681.1	_chr12_001184	_chr12_001184.1	176123316	scaffold_12-1	161127488	176123316	non_inv	stratum 2	strata3	strata2	chr12	176123316	176149060	+	4475.1625	unbiased	0.0769295736114842	scaffold_12-1	161127488	161156242	+	0	male-biased	0	flowers	Female	4475.1625	0.0769295736114842		
_scaffold_1_000681	_scaffold_1_000681.1	_chr12_001184	_chr12_001184.1	176123316	scaffold_12-1	161127488	176123316	non_inv	stratum 2	strata3	strata2	chr12	176123316	176149060	+	1620.1875	unbiased	0.0564593279546694	scaffold_12-1	161127488	161156242	+	1468.01	male-biased	0.0573256889734286	flowers	Male	3088.1975	0.113785016928098	0.906074142653242	1.01534486948649
_scaffold_1_000681	_scaffold_1_000681.1	_chr12_001184	_chr12_001184.1	176123316	scaffold_12-1	161127488	176123316	non_inv	stratum 2	strata3	strata2	chr12	176123316	176149060	+	939.68875	female-biased	0.0869691258626251	scaffold_12-1	161127488	161156242	+	0	male-biased	0	leaves	Female	939.68875	0.0869691258626251		
_scaffold_1_000681	_scaffold_1_000681.1	_chr12_001184	_chr12_001184.1	176123316	scaffold_12-1	161127488	176123316	non_inv	stratum 2	strata3	strata2	chr12	176123316	176149060	+	373.267	female-biased	0.0864666425770586	scaffold_12-1	161127488	161156242	+	404.134	male-biased	0.110766851669152	leaves	Male	777.401	0.197233494246211	1.08269415726544	1.28103564990901
_scaffold_1_000719	_scaffold_1_000719.1	_chr12_004593	_chr12_004593.1	23633770	scaffold_12-1	165129199	23633770	non_inv	stratum 2	strata2	strata2	chr12	23633770	23645895	-	871.5	unbiased	0.023917796712001	scaffold_12-1	165129199	165147388	+	0	male-biased	0	flowers	Female	871.5	0.023917796712001		
_scaffold_1_000719	_scaffold_1_000719.1	_chr12_004593	_chr12_004593.1	23633770	scaffold_12-1	165129199	23633770	non_inv	stratum 2	strata2	strata2	chr12	23633770	23645895	-	424.35725	unbiased	0.0224123913527385	scaffold_12-1	165129199	165147388	+	305.64275	male-biased	0.0896073982729198	flowers	Male	730	0.112019789625658	0.720248681977273	3.99811857925509
_scaffold_1_000719	_scaffold_1_000719.1	_chr12_004593	_chr12_004593.1	23633770	scaffold_12-1	165129199	23633770	non_inv	stratum 2	strata2	strata2	chr12	23633770	23645895	-	189.5	unbiased	0.0357216135811988	scaffold_12-1	165129199	165147388	+	0	male-biased	0	leaves	Female	189.5	0.0357216135811988		
_scaffold_1_000719	_scaffold_1_000719.1	_chr12_004593	_chr12_004593.1	23633770	scaffold_12-1	165129199	23633770	non_inv	stratum 2	strata2	strata2	chr12	23633770	23645895	-	93.25	unbiased	0.0397771755363341	scaffold_12-1	165129199	165147388	+	123	male-biased	0.0813214282769958	leaves	Male	216.25	0.12109860381333	1.31903485254692	2.04442440119242
_scaffold_1_000729	_scaffold_1_000729.1	_chr12_000199	_chr12_000199.1	5769055	scaffold_12-1	168578911	5769055	non_inv	stratum 2	strata2	strata2	chr12	5769055	5774917	+	1977.5	unbiased	0.172030818228573	scaffold_12-1	168578911	168585233	+	0	male-biased	0	flowers	Female	1977.5	0.172030818228573		
_scaffold_1_000729	_scaffold_1_000729.1	_chr12_000199	_chr12_000199.1	5769055	scaffold_12-1	168578911	5769055	non_inv	stratum 2	strata2	strata2	chr12	5769055	5774917	+	808.62025	unbiased	0.0817297164071386	scaffold_12-1	168578911	168585233	+	166.27565	male-biased	0.0711378459086041	flowers	Male	974.8959	0.152867562315743	0.205628847410141	0.870403679785565
_scaffold_1_000729	_scaffold_1_000729.1	_chr12_000199	_chr12_000199.1	5769055	scaffold_12-1	168578911	5769055	non_inv	stratum 2	strata2	strata2	chr12	5769055	5774917	+	309.5	unbiased	0.334166716534872	scaffold_12-1	168578911	168585233	+	0	male-biased	0	leaves	Female	309.5	0.334166716534872		
_scaffold_1_000729	_scaffold_1_000729.1	_chr12_000199	_chr12_000199.1	5769055	scaffold_12-1	168578911	5769055	non_inv	stratum 2	strata2	strata2	chr12	5769055	5774917	+	250.1135	unbiased	0.159001409668916	scaffold_12-1	168578911	168585233	+	18.386325	male-biased	0.0937771455463459	leaves	Male	268.499825	0.252778555215262	0.0735119255857841	0.589788139247415
_scaffold_1_000730	_scaffold_1_000730.1	_chr12_000200	_chr12_000200.1	5776790	scaffold_12-1	168623238	5776790	non_inv	stratum 2	strata2	strata2	chr12	5776790	5790750	+	5492	female-biased	0.0377224141535695	scaffold_12-1	168623238	168640062	+	0	male-biased	0	flowers	Female	5492	0.0377224141535695		
_scaffold_1_000730	_scaffold_1_000730.1	_chr12_000200	_chr12_000200.1	5776790	scaffold_12-1	168623238	5776790	non_inv	stratum 2	strata2	strata2	chr12	5776790	5790750	+	1266.1095	female-biased	0.0431789122344277	scaffold_12-1	168623238	168640062	+	2139.39	male-biased	0.126971526977527	flowers	Male	3405.4995	0.170150439211955	1.68973536649081	2.94059114523708
_scaffold_1_000730	_scaffold_1_000730.1	_chr12_000200	_chr12_000200.1	5776790	scaffold_12-1	168623238	5776790	non_inv	stratum 2	strata2	strata2	chr12	5776790	5790750	+	513.5	unbiased	0.137427712243619	scaffold_12-1	168623238	168640062	+	0	male-biased	0	leaves	Female	513.5	0.137427712243619		
_scaffold_1_000730	_scaffold_1_000730.1	_chr12_000200	_chr12_000200.1	5776790	scaffold_12-1	168623238	5776790	non_inv	stratum 2	strata2	strata2	chr12	5776790	5790750	+	307.082	unbiased	0.0436274813310672	scaffold_12-1	168623238	168640062	+	859.6675	male-biased	0.162574994979515	leaves	Male	1166.7495	0.206202476310582	2.79947212796582	3.72643549477024
_scaffold_1_000744	_scaffold_1_000744.1	_chr12_004928	_chr12_004928.1	5790876	scaffold_12-1	171156725	5790876	non_inv	stratum 2	strata2	strata2	chr12	5790876	5799858	-	4338	unbiased	0.035925594246318	scaffold_12-1	171156725	171161281	+	0	male-biased	0	flowers	Female	4338	0.035925594246318		
_scaffold_1_000744	_scaffold_1_000744.1	_chr12_004928	_chr12_004928.1	5790876	scaffold_12-1	171156725	5790876	non_inv	stratum 2	strata2	strata2	chr12	5790876	5799858	-	1579.89975	unbiased	0.0387337125731211	scaffold_12-1	171156725	171161281	+	1067.101	male-biased	0.0728176479376005	flowers	Male	2647.00075	0.111551360510722	0.675423234923608	1.87995529217955
_scaffold_1_000744	_scaffold_1_000744.1	_chr12_004928	_chr12_004928.1	5790876	scaffold_12-1	171156725	5790876	non_inv	stratum 2	strata2	strata2	chr12	5790876	5799858	-	13720.5	female-biased	0.0590022085185207	scaffold_12-1	171156725	171161281	+	0	male-biased	0	leaves	Female	13720.5	0.0590022085185207		
_scaffold_1_000744	_scaffold_1_000744.1	_chr12_004928	_chr12_004928.1	5790876	scaffold_12-1	171156725	5790876	non_inv	stratum 2	strata2	strata2	chr12	5790876	5799858	-	5959.7525	female-biased	0.0376185467211874	scaffold_12-1	171156725	171161281	+	3481.4975	male-biased	0.0812630389738747	leaves	Male	9441.25	0.118881585695062	0.584168134498874	2.16018549510064
_scaffold_1_000745	_scaffold_1_000745.1	_chr12_000673	_chr12_000673.1	43885262	scaffold_12-1	171445849	168093068	inverted	stratum 2	strata3	strata2	chr12	43885262	43893427	+	1365	female-biased	0.0159772652939586	scaffold_12-1	171445849	171458740	+	0	male-biased	0	flowers	Female	1365	0.0159772652939586		
_scaffold_1_000745	_scaffold_1_000745.1	_chr12_000673	_chr12_000673.1	43885262	scaffold_12-1	171445849	168093068	inverted	stratum 2	strata3	strata2	chr12	43885262	43893427	+	408.31275	female-biased	0.0168662355882577	scaffold_12-1	171445849	171458740	+	365.787	male-biased	0.0923173379893409	flowers	Male	774.09975	0.109183573577599	0.895850056115074	5.47349985159773
_scaffold_1_000745	_scaffold_1_000745.1	_chr12_000673	_chr12_000673.1	43885262	scaffold_12-1	171445849	168093068	inverted	stratum 2	strata3	strata2	chr12	43885262	43893427	+	264	unbiased	0.0417389524702942	scaffold_12-1	171445849	171458740	+	0	male-biased	0	leaves	Female	264	0.0417389524702942		
_scaffold_1_000745	_scaffold_1_000745.1	_chr12_000673	_chr12_000673.1	43885262	scaffold_12-1	171445849	168093068	inverted	stratum 2	strata3	strata2	chr12	43885262	43893427	+	151.39925	unbiased	0.0333704389788219	scaffold_12-1	171445849	171458740	+	183.60075	male-biased	0.136297609794719	leaves	Male	335	0.169668048773541	1.21269259920376	4.08438168527595
_scaffold_1_000811	_scaffold_1_000811.1	_chr12_004171	_chr12_004171.1	144787866	scaffold_12-1	181530619	92706632	inverted	stratum 2	strata3	strata2	chr12	144787866	144793076	-	2788	female-biased	0.158800567520717	scaffold_12-1	181530619	181536193	+	0	male-biased	0	flowers	Female	2788	0.158800567520717		
_scaffold_1_000811	_scaffold_1_000811.1	_chr12_004171	_chr12_004171.1	144787866	scaffold_12-1	181530619	92706632	inverted	stratum 2	strata3	strata2	chr12	144787866	144793076	-	717.06875	female-biased	0.158621166083277	scaffold_12-1	181530619	181536193	+	596.68175	male-biased	0.0956861670057588	flowers	Male	1313.7505	0.254307333089036	0.832112332325178	0.603237067085505
_scaffold_1_000811	_scaffold_1_000811.1	_chr12_004171	_chr12_004171.1	144787866	scaffold_12-1	181530619	92706632	inverted	stratum 2	strata3	strata2	chr12	144787866	144793076	-	1009	female-biased	0.19638465289841	scaffold_12-1	181530619	181536193	+	0	male-biased	0	leaves	Female	1009	0.19638465289841		
_scaffold_1_000811	_scaffold_1_000811.1	_chr12_004171	_chr12_004171.1	144787866	scaffold_12-1	181530619	92706632	inverted	stratum 2	strata3	strata2	chr12	144787866	144793076	-	307.21975	female-biased	0.192528727932871	scaffold_12-1	181530619	181536193	+	254.03025	male-biased	0.0722944979598045	leaves	Male	561.25	0.264823225892676	0.82686822705897	0.37549979546435
_scaffold_1_000820	_scaffold_1_000820.1	_chr12_000145	_chr12_000145.1	4419462	scaffold_12-1	185703024	4419462	non_inv	stratum 1	strata2	strata1	chr12	4419462	4426503	+	2447	female-biased	0.0363567533008456	scaffold_12-1	185703024	185717457	+	0	male-biased	0	flowers	Female	2447	0.0363567533008456		
_scaffold_1_000820	_scaffold_1_000820.1	_chr12_000145	_chr12_000145.1	4419462	scaffold_12-1	185703024	4419462	non_inv	stratum 1	strata2	strata1	chr12	4419462	4426503	+	806.715	female-biased	0.0388806350908429	scaffold_12-1	185703024	185717457	+	618.284	male-biased	0.0519763988515241	flowers	Male	1424.999	0.090857033942367	0.766421846624892	1.33681969777715
_scaffold_1_000820	_scaffold_1_000820.1	_chr12_000145	_chr12_000145.1	4419462	scaffold_12-1	185703024	4419462	non_inv	stratum 1	strata2	strata1	chr12	4419462	4426503	+	1683.75	female-biased	0.0538876114459188	scaffold_12-1	185703024	185717457	+	0	male-biased	0	leaves	Female	1683.75	0.0538876114459188		
_scaffold_1_000820	_scaffold_1_000820.1	_chr12_000145	_chr12_000145.1	4419462	scaffold_12-1	185703024	4419462	non_inv	stratum 1	strata2	strata1	chr12	4419462	4426503	+	504.194	female-biased	0.0629732990455001	scaffold_12-1	185703024	185717457	+	385.16175	male-biased	0.0690598132873286	leaves	Male	889.35575	0.132033112332829	0.763915774483631	1.09665230080182
_scaffold_1_000823	_scaffold_1_000823.1	_chr12_003880	_chr12_003880.1	240976106	scaffold_12-1	186728135	240976106	non_inv	stratum 2	strata3	strata2	chr12	240976106	240977986	-	28.5	unbiased	0.336463777916246	scaffold_12-1	186728135	186729117	+	0	unbiased	0	flowers	Female	28.5	0.336463777916246		
_scaffold_1_000823	_scaffold_1_000823.1	_chr12_003880	_chr12_003880.1	240976106	scaffold_12-1	186728135	240976106	non_inv	stratum 2	strata3	strata2	chr12	240976106	240977986	-	40	unbiased	0.330165443573187	scaffold_12-1	186728135	186729117	+	0.25	unbiased	0	flowers	Male	40.25	0.330165443573187	0.00625	0
_scaffold_1_000823	_scaffold_1_000823.1	_chr12_003880	_chr12_003880.1	240976106	scaffold_12-1	186728135	240976106	non_inv	stratum 2	strata3	strata2	chr12	240976106	240977986	-	2.75	unbiased	0.473280995097632	scaffold_12-1	186728135	186729117	+	0	unbiased	0	leaves	Female	2.75	0.473280995097632		
_scaffold_1_000823	_scaffold_1_000823.1	_chr12_003880	_chr12_003880.1	240976106	scaffold_12-1	186728135	240976106	non_inv	stratum 2	strata3	strata2	chr12	240976106	240977986	-	0.75	unbiased	0.343190457856782	scaffold_12-1	186728135	186729117	+	0	unbiased	0	leaves	Male	0.75	0.343190457856782	0	0
_scaffold_1_000827	_scaffold_1_000827.1	_chr12_003882	_chr12_003882.1	239968291	scaffold_12-1	187358857	239968291	non_inv	stratum 2	strata3	strata2	chr12	239968291	239971120	-	1343.75	unbiased	0.0404743241358982	scaffold_12-1	187358857	187361792	+	0	male-biased	0	flowers	Female	1343.75	0.0404743241358982		
_scaffold_1_000827	_scaffold_1_000827.1	_chr12_003882	_chr12_003882.1	239968291	scaffold_12-1	187358857	239968291	non_inv	stratum 2	strata3	strata2	chr12	239968291	239971120	-	763.81	unbiased	0.0286281662211141	scaffold_12-1	187358857	187361792	+	113.44055	male-biased	0.0607567422135699	flowers	Male	877.25055	0.089384908434684	0.148519330723609	2.12227153301772
_scaffold_1_000827	_scaffold_1_000827.1	_chr12_003882	_chr12_003882.1	239968291	scaffold_12-1	187358857	239968291	non_inv	stratum 2	strata3	strata2	chr12	239968291	239971120	-	263.75	unbiased	0.0237898339215131	scaffold_12-1	187358857	187361792	+	0	male-biased	0	leaves	Female	263.75	0.0237898339215131		
_scaffold_1_000827	_scaffold_1_000827.1	_chr12_003882	_chr12_003882.1	239968291	scaffold_12-1	187358857	239968291	non_inv	stratum 2	strata3	strata2	chr12	239968291	239971120	-	196.91055	unbiased	0.0288910539122414	scaffold_12-1	187358857	187361792	+	16.58945	male-biased	0.10905213405047	leaves	Male	213.5	0.137943187962711	0.0842486601149608	3.77459868309836
_scaffold_1_000846	_scaffold_1_000846.1	_chr12_001733	_chr12_001733.1	315368653	scaffold_12-1	189566101	315368653	""	stratum 3	strata3	strata3	chr12	315368653	315372132	+	449.75	female-biased	0.12487029370812	scaffold_12-1	189566101	189568267	+	0	male-biased	0	flowers	Female	449.75	0.12487029370812		
_scaffold_1_000846	_scaffold_1_000846.1	_chr12_001733	_chr12_001733.1	315368653	scaffold_12-1	189566101	315368653	""	stratum 3	strata3	strata3	chr12	315368653	315372132	+	144.68305	female-biased	0.0955764305618426	scaffold_12-1	189566101	189568267	+	117.31695	male-biased	0.10005335164612	flowers	Male	262	0.195629782207963	0.810854830610773	1.04684126680563
_scaffold_1_000846	_scaffold_1_000846.1	_chr12_001733	_chr12_001733.1	315368653	scaffold_12-1	189566101	315368653	""	stratum 3	strata3	strata3	chr12	315368653	315372132	+	311.25	unbiased	0.136179661451993	scaffold_12-1	189566101	189568267	+	0	male-biased	0	leaves	Female	311.25	0.136179661451993		
_scaffold_1_000846	_scaffold_1_000846.1	_chr12_001733	_chr12_001733.1	315368653	scaffold_12-1	189566101	315368653	""	stratum 3	strata3	strata3	chr12	315368653	315372132	+	128.20895	unbiased	0.0850641178442993	scaffold_12-1	189566101	189568267	+	59.29115	male-biased	0.0522862762490327	leaves	Male	187.5001	0.137350394093332	0.462457184151341	0.614668999974079
_scaffold_1_000858	_scaffold_1_000858.1	_chr12_001477	_chr12_001477.1	272495615	scaffold_12-1	190705725	272495615	non_inv	stratum 3	strata3	strata2	chr12	272495615	272498122	+	134	unbiased	0.537217381260972	scaffold_12-1	190705725	190707317	+	0	male-biased	0	flowers	Female	134	0.537217381260972		
_scaffold_1_000858	_scaffold_1_000858.1	_chr12_001477	_chr12_001477.1	272495615	scaffold_12-1	190705725	272495615	non_inv	stratum 3	strata3	strata2	chr12	272495615	272498122	+	120.2065	unbiased	0.217364884574346	scaffold_12-1	190705725	190707317	+	31.0435	male-biased	0.248717838257092	flowers	Male	151.25	0.466082722831438	0.258251425671657	1.14424111670173
_scaffold_1_000858	_scaffold_1_000858.1	_chr12_001477	_chr12_001477.1	272495615	scaffold_12-1	190705725	272495615	non_inv	stratum 3	strata3	strata2	chr12	272495615	272498122	+	22.25	unbiased	1.01038090473873	scaffold_12-1	190705725	190707317	+	0	unbiased	0	leaves	Female	22.25	1.01038090473873		
_scaffold_1_000858	_scaffold_1_000858.1	_chr12_001477	_chr12_001477.1	272495615	scaffold_12-1	190705725	272495615	non_inv	stratum 3	strata3	strata2	chr12	272495615	272498122	+	9.5	unbiased	0.577045655078164	scaffold_12-1	190705725	190707317	+	3.75	unbiased	0.243677230820154	leaves	Male	13.25	0.820722885898318	0.394736842105263	0.422284144548574
_scaffold_1_000867	_scaffold_1_000867.1	_chr12_001339	_chr12_001339.1	239066428	scaffold_12-1	193543370	239066428	non_inv	stratum 2	strata3	strata2	chr12	239066428	239071982	+	1.25	unbiased	0.0211996293837351	scaffold_12-1	193543370	193548896	+	0	unbiased	0	flowers	Female	1.25	0.0211996293837351		
_scaffold_1_000867	_scaffold_1_000867.1	_chr12_001339	_chr12_001339.1	239066428	scaffold_12-1	193543370	239066428	non_inv	stratum 2	strata3	strata2	chr12	239066428	239071982	+	1	unbiased	0.0242206099440904	scaffold_12-1	193543370	193548896	+	0	unbiased	0.0337954678475884	flowers	Male	1	0.0580160777916788	0	1.39531861194248
_scaffold_1_000867	_scaffold_1_000867.1	_chr12_001339	_chr12_001339.1	239066428	scaffold_12-1	193543370	239066428	non_inv	stratum 2	strata3	strata2	chr12	239066428	239071982	+	2.75	unbiased	0.029180698209866	scaffold_12-1	193543370	193548896	+	0	unbiased	0	leaves	Female	2.75	0.029180698209866		
_scaffold_1_000867	_scaffold_1_000867.1	_chr12_001339	_chr12_001339.1	239066428	scaffold_12-1	193543370	239066428	non_inv	stratum 2	strata3	strata2	chr12	239066428	239071982	+	3.25	unbiased	0.0650325102396126	scaffold_12-1	193543370	193548896	+	3.75	unbiased	0.0313101579620405	leaves	Male	7	0.0963426682016531	1.15384615384615	0.481453935065371
_scaffold_1_000872	_scaffold_1_000872.1	_chr12_004972	_chr12_004972.1	4406000	scaffold_12-1	195880359	4406000	non_inv	stratum 1	strata2	strata1	chr12	4406000	4416026	-	5711.7975	female-biased	0.0247008691485226	scaffold_12-1	195880359	195903541	+	0	male-biased	0	flowers	Female	5711.7975	0.0247008691485226		
_scaffold_1_000872	_scaffold_1_000872.1	_chr12_004972	_chr12_004972.1	4406000	scaffold_12-1	195880359	4406000	non_inv	stratum 1	strata2	strata1	chr12	4406000	4416026	-	1630.46525	female-biased	0.0410142859354778	scaffold_12-1	195880359	195903541	+	2128.9775	male-biased	0.0367312844180927	flowers	Male	3759.44275	0.0777455703535705	1.30574846658032	0.895572934656891
_scaffold_1_000872	_scaffold_1_000872.1	_chr12_004972	_chr12_004972.1	4406000	scaffold_12-1	195880359	4406000	non_inv	stratum 1	strata2	strata1	chr12	4406000	4416026	-	1666.4245	female-biased	0.0590058306474622	scaffold_12-1	195880359	195903541	+	0	male-biased	0	leaves	Female	1666.4245	0.0590058306474622		
_scaffold_1_000872	_scaffold_1_000872.1	_chr12_004972	_chr12_004972.1	4406000	scaffold_12-1	195880359	4406000	non_inv	stratum 1	strata2	strata1	chr12	4406000	4416026	-	663.88075	female-biased	0.0575365043202373	scaffold_12-1	195880359	195903541	+	570.49825	male-biased	0.137311648045155	leaves	Male	1234.379	0.194848152365392	0.859338442935723	2.38651356503872
_scaffold_1_000882	_scaffold_1_000882.1	_chr12_001651	_chr12_001651.1	306544004	scaffold_12-1	198188800	306544004	non_inv	stratum 3	strata3	strata3	chr12	306544004	306548449	+	551	female-biased	0.0350983164527173	scaffold_12-1	198188800	198193095	+	0	unbiased	0	flowers	Female	551	0.0350983164527173		
_scaffold_1_000882	_scaffold_1_000882.1	_chr12_001651	_chr12_001651.1	306544004	scaffold_12-1	198188800	306544004	non_inv	stratum 3	strata3	strata3	chr12	306544004	306548449	+	149.5	female-biased	0.0191514939426758	scaffold_12-1	198188800	198193095	+	0	unbiased	0.0400799751494271	flowers	Male	149.5	0.0592314690921029	0	2.09278583014956
_scaffold_1_000882	_scaffold_1_000882.1	_chr12_001651	_chr12_001651.1	306544004	scaffold_12-1	198188800	306544004	non_inv	stratum 3	strata3	strata3	chr12	306544004	306548449	+	187	unbiased	0.0878966241963949	scaffold_12-1	198188800	198193095	+	0	unbiased	0	leaves	Female	187	0.0878966241963949		
_scaffold_1_000882	_scaffold_1_000882.1	_chr12_001651	_chr12_001651.1	306544004	scaffold_12-1	198188800	306544004	non_inv	stratum 3	strata3	strata3	chr12	306544004	306548449	+	126.5	unbiased	0.107418424304686	scaffold_12-1	198188800	198193095	+	0	unbiased	0.0979086107391086	leaves	Male	126.5	0.205327035043795	0	0.911469437136749
_scaffold_1_000898	_scaffold_1_000898.1	_chr12_001666	_chr12_001666.1	307474242	scaffold_12-1	199803338	307474242	non_inv	stratum 3	strata3	strata3	chr12	307474242	307480686	+	3397.25	female-biased	0.0336590993675841	scaffold_12-1	199803338	199813027	+	0	male-biased	0	flowers	Female	3397.25	0.0336590993675841		
_scaffold_1_000898	_scaffold_1_000898.1	_chr12_001666	_chr12_001666.1	307474242	scaffold_12-1	199803338	307474242	non_inv	stratum 3	strata3	strata3	chr12	307474242	307480686	+	873.7885	female-biased	0.0495250202165867	scaffold_12-1	199803338	199813027	+	806.962	male-biased	0.0879920071759679	flowers	Male	1680.7505	0.137517027392555	0.92352096645813	1.7767182484965
_scaffold_1_000898	_scaffold_1_000898.1	_chr12_001666	_chr12_001666.1	307474242	scaffold_12-1	199803338	307474242	non_inv	stratum 3	strata3	strata3	chr12	307474242	307480686	+	598.5	unbiased	0.0382135747390451	scaffold_12-1	199803338	199813027	+	0	male-biased	0	leaves	Female	598.5	0.0382135747390451		
