chr	x	count
chr5	5.1e+07	15
chr5	5.2e+07	14
chr5	5.3e+07	5
chr5	5.4e+07	3
chr5	5.5e+07	15
chr5	5.6e+07	3
chr5	5.7e+07	10
chr5	5.8e+07	10
chr5	5.9e+07	7
chr5	6e+07	4
chr5	6.1e+07	3
chr5	6.2e+07	6
chr5	6.3e+07	7
chr5	6.4e+07	1
chr5	6.5e+07	5
chr5	6.6e+07	6
chr5	6.7e+07	8
chr5	6.8e+07	10
chr5	6.9e+07	14
chr5	7e+07	4
chr5	7.1e+07	17
chr5	7.2e+07	23
chr5	7.3e+07	6
chr5	7.4e+07	12
chr5	7.5e+07	33
chr5	7.6e+07	5
chr5	7.7e+07	18
chr5	7.8e+07	15
chr5	7.9e+07	18
chr5	8e+07	18
chr5	8.1e+07	32
chr5	8.2e+07	11
chr5	8.3e+07	27
chr5	8.4e+07	55
chr5	8.5e+07	52
chr5	8.6e+07	41
chr5	8.7e+07	43
chr5	8.8e+07	37
chr5	8.9e+07	35
chr5	9e+07	50
chr5	9.1e+07	32
chr6	0	19
chr6	1e+06	85
chr6	2e+06	55
chr6	3e+06	73
chr6	4e+06	89
chr6	5e+06	76
chr6	6e+06	80
chr6	7e+06	32
chr6	8e+06	47
chr6	9e+06	65
chr6	1e+07	43
chr6	1.1e+07	45
chr6	1.2e+07	60
chr6	1.3e+07	42
chr6	1.4e+07	34
chr6	1.5e+07	16
chr6	1.6e+07	37
chr6	1.7e+07	9
chr6	1.8e+07	19
chr6	1.9e+07	40
chr6	2e+07	13
chr6	2.1e+07	22
chr6	2.2e+07	32
chr6	2.3e+07	24
chr6	2.4e+07	22
chr6	2.5e+07	29
chr6	2.6e+07	40
chr6	2.7e+07	22
chr6	2.8e+07	18
chr6	2.9e+07	16
chr6	3e+07	13
chr6	3.1e+07	26
chr6	3.2e+07	13
chr6	3.3e+07	16
chr6	3.4e+07	29
chr6	3.5e+07	5
chr6	3.6e+07	15
chr6	3.7e+07	15
chr6	3.8e+07	23
chr6	3.9e+07	11
chr6	4e+07	1
chr6	4.1e+07	4
chr6	4.2e+07	3
chr6	4.3e+07	3
chr6	4.4e+07	6
chr6	4.5e+07	3
chr6	4.6e+07	9
chr6	4.7e+07	1
chr6	4.8e+07	3
chr6	4.9e+07	0
chr6	5e+07	0
chr6	5.1e+07	0
chr6	5.2e+07	2
chr6	5.3e+07	2
chr6	5.4e+07	3
chr6	5.5e+07	0
chr6	5.6e+07	3
chr6	5.7e+07	8
chr6	5.8e+07	8
chr6	5.9e+07	7
chr6	6e+07	3
chr6	6.1e+07	6
chr6	6.2e+07	1
chr6	6.3e+07	5
chr6	6.4e+07	8
chr6	6.5e+07	8
chr6	6.6e+07	4
chr6	6.7e+07	7
chr6	6.8e+07	4
chr6	6.9e+07	10
chr6	7e+07	7
chr6	7.1e+07	0
chr6	7.2e+07	5
chr6	7.3e+07	2
chr6	7.4e+07	8
chr6	7.5e+07	3
chr6	7.6e+07	6
chr6	7.7e+07	4
chr6	7.8e+07	12
chr6	7.9e+07	14
chr6	8e+07	13
chr6	8.1e+07	13
chr6	8.2e+07	12
chr6	8.3e+07	7
chr6	8.4e+07	3
chr6	8.5e+07	1
chr6	8.6e+07	1
chr6	8.7e+07	4
chr6	8.8e+07	2
chr6	8.9e+07	4
chr6	9e+07	5
chr6	9.1e+07	6
chr6	9.2e+07	5
chr6	9.3e+07	13
chr6	9.4e+07	11
chr6	9.5e+07	9
chr6	9.6e+07	10
chr6	9.7e+07	9
chr6	9.8e+07	2
chr6	9.9e+07	1
chr6	1e+08	8
chr6	1.01e+08	5
chr6	1.02e+08	6
chr6	1.03e+08	10
chr6	1.04e+08	11
chr6	1.05e+08	10
chr6	1.06e+08	8
chr6	1.07e+08	8
chr6	1.08e+08	10
chr6	1.09e+08	9
chr6	1.1e+08	8
chr6	1.11e+08	9
chr6	1.12e+08	11
chr6	1.13e+08	9
chr6	1.14e+08	8
chr6	1.15e+08	19
chr6	1.16e+08	6
chr6	1.17e+08	20
chr6	1.18e+08	10
chr6	1.19e+08	14
chr6	1.2e+08	6
chr6	1.21e+08	18
chr6	1.22e+08	11
chr6	1.23e+08	20
chr6	1.24e+08	16
chr6	1.25e+08	24
chr6	1.26e+08	19
chr6	1.27e+08	25
chr6	1.28e+08	34
chr6	1.29e+08	20
chr6	1.3e+08	21
chr6	1.31e+08	1
chr6	1.32e+08	7
chr6	1.33e+08	27
chr6	1.34e+08	27
chr6	1.35e+08	28
chr6	1.36e+08	29
chr6	1.37e+08	26
chr6	1.38e+08	45
chr6	1.39e+08	23
chr6	1.4e+08	23
chr6	1.41e+08	6
chr7	0	3
chr7	1e+06	2
chr7	2e+06	4
chr7	3e+06	14
chr7	4e+06	37
chr7	5e+06	33
chr7	6e+06	53
chr7	7e+06	64
chr7	8e+06	54
chr7	9e+06	44
chr7	1e+07	52
chr7	1.1e+07	65
chr7	1.2e+07	28
chr7	1.3e+07	31
chr7	1.4e+07	37
chr7	1.5e+07	38
chr7	1.6e+07	24
chr7	1.7e+07	23
chr7	1.8e+07	4
chr7	1.9e+07	15
chr7	2e+07	23
chr7	2.1e+07	14
chr7	2.2e+07	14
chr7	2.3e+07	35
chr7	2.4e+07	42
chr7	2.5e+07	32
chr7	2.6e+07	8
chr7	2.7e+07	3
chr7	2.8e+07	1
chr7	2.9e+07	3
chr7	3e+07	3
chr7	3.1e+07	4
chr7	3.2e+07	8
chr7	3.3e+07	4
chr7	3.4e+07	4
chr7	3.5e+07	2
chr7	3.6e+07	1
chr7	3.7e+07	5
chr7	3.8e+07	3
chr7	3.9e+07	12
chr7	4e+07	28
chr7	4.1e+07	8
chr7	4.2e+07	15
chr7	4.3e+07	20
chr7	4.4e+07	11
chr7	4.5e+07	7
chr7	4.6e+07	14
chr7	4.7e+07	20
chr7	4.8e+07	17
chr7	4.9e+07	4
chr7	5e+07	0
chr7	5.1e+07	4
chr7	5.2e+07	5
chr7	5.3e+07	21
chr7	5.4e+07	10
chr7	5.5e+07	10
chr7	5.6e+07	11
chr7	5.7e+07	2
chr7	5.8e+07	10
chr7	5.9e+07	18
chr7	6e+07	17
chr7	6.1e+07	9
chr7	6.2e+07	19
chr7	6.3e+07	14
chr7	6.4e+07	13
chr7	6.5e+07	26
chr7	6.6e+07	8
chr7	6.7e+07	2
chr7	6.8e+07	1
chr7	6.9e+07	3
chr7	7e+07	1
chr7	7.1e+07	1
chr7	7.2e+07	5
chr7	7.3e+07	5
chr7	7.4e+07	3
chr7	7.5e+07	8
chr7	7.6e+07	5
chr7	7.7e+07	4
chr7	7.8e+07	6
chr7	7.9e+07	17
chr7	8e+07	6
chr7	8.1e+07	6
chr7	8.2e+07	2
chr7	8.3e+07	3
chr7	8.4e+07	7
chr7	8.5e+07	5
chr7	8.6e+07	3
chr7	8.7e+07	1
chr7	8.8e+07	2
chr7	8.9e+07	1
chr7	9e+07	4
chr7	9.1e+07	3
chr7	9.2e+07	5
chr7	9.3e+07	4
chr7	9.4e+07	4
chr7	9.5e+07	10
chr7	9.6e+07	4
chr7	9.7e+07	4
chr7	9.8e+07	3
chr7	9.9e+07	2
chr7	1e+08	8
chr7	1.01e+08	16
chr7	1.02e+08	23
chr7	1.03e+08	11
chr7	1.04e+08	7
chr7	1.05e+08	14
chr7	1.06e+08	25
chr7	1.07e+08	7
chr7	1.08e+08	20
chr7	1.09e+08	20
chr7	1.1e+08	22
chr7	1.11e+08	17
chr7	1.12e+08	19
chr7	1.13e+08	24
chr7	1.14e+08	20
chr7	1.15e+08	45
chr7	1.16e+08	33
chr7	1.17e+08	55
chr7	1.18e+08	50
chr7	1.19e+08	64
chr7	1.2e+08	48
chr7	1.21e+08	70
chr7	1.22e+08	60
chr7	1.23e+08	61
chr7	1.24e+08	38
chr7	1.25e+08	80
chr7	1.26e+08	88
chr7	1.27e+08	71
chr7	1.28e+08	48
chr8	0	31
chr8	1e+06	59
chr8	2e+06	74
chr8	3e+06	73
chr8	4e+06	66
chr8	5e+06	46
chr8	6e+06	88
chr8	7e+06	146
chr8	8e+06	56
chr8	9e+06	58
chr8	1e+07	52
chr8	1.1e+07	55
chr8	1.2e+07	63
chr8	1.3e+07	37
chr8	1.4e+07	43
chr8	1.5e+07	30
chr8	1.6e+07	32
chr8	1.7e+07	29
chr8	1.8e+07	29
chr8	1.9e+07	25
chr8	2e+07	15
chr8	2.1e+07	2
chr8	2.2e+07	0
chr8	2.3e+07	6
chr8	2.4e+07	15
chr8	2.5e+07	20
chr8	2.6e+07	25
chr8	2.7e+07	31
chr8	2.8e+07	28
chr8	2.9e+07	21
chr8	3e+07	29
chr8	3.1e+07	17
chr8	3.2e+07	26
chr8	3.3e+07	12
chr8	3.4e+07	7
chr8	3.5e+07	9
chr8	3.6e+07	4
chr8	3.7e+07	5
chr8	3.8e+07	10
chr8	3.9e+07	5
chr8	4e+07	5
chr8	4.1e+07	11
chr8	4.2e+07	13
chr8	4.3e+07	8
chr8	4.4e+07	8
chr8	4.5e+07	8
chr8	4.6e+07	3
chr8	4.7e+07	17
chr8	4.8e+07	9
chr8	4.9e+07	10
chr8	5e+07	4
chr8	5.1e+07	4
chr8	5.2e+07	14
chr8	5.3e+07	32
chr8	5.4e+07	10
chr8	5.5e+07	2
chr8	5.6e+07	3
chr8	5.7e+07	9
chr8	5.8e+07	9
chr8	5.9e+07	10
chr8	6e+07	2
chr8	6.1e+07	4
chr8	6.2e+07	7
chr8	6.3e+07	1
chr8	6.4e+07	3
chr8	6.5e+07	2
chr8	6.6e+07	5
chr8	6.7e+07	2
chr8	6.8e+07	9
chr8	6.9e+07	17
chr8	7e+07	14
chr8	7.1e+07	8
chr8	7.2e+07	14
chr8	7.3e+07	2
chr8	7.4e+07	7
chr8	7.5e+07	3
chr8	7.6e+07	2
chr8	7.7e+07	2
chr8	7.8e+07	3
chr8	7.9e+07	14
chr8	8e+07	5
chr8	8.1e+07	10
chr8	8.2e+07	5
chr8	8.3e+07	10
chr8	8.4e+07	6
chr8	8.5e+07	8
chr8	8.6e+07	17
chr8	8.7e+07	12
chr8	8.8e+07	11
chr8	8.9e+07	0
chr8	9e+07	5
chr8	9.1e+07	33
chr8	9.2e+07	4
chr8	9.3e+07	3
chr8	9.4e+07	0
chr8	9.5e+07	0
chr8	9.6e+07	8
chr8	9.7e+07	11
chr8	9.8e+07	12
chr8	9.9e+07	12
chr8	1e+08	11
chr8	1.01e+08	27
chr8	1.02e+08	17
chr8	1.03e+08	13
chr8	1.04e+08	17
chr8	1.05e+08	25
chr8	1.06e+08	35
chr8	1.07e+08	30
chr8	1.08e+08	40
chr8	1.09e+08	37
chr8	1.1e+08	71
chr8	1.11e+08	35
chr8	1.12e+08	81
chr8	1.13e+08	38
chr8	1.14e+08	18
chr9	0	37
chr9	1e+06	77
chr9	2e+06	60
chr9	3e+06	78
chr9	4e+06	90
chr9	5e+06	90
chr9	6e+06	81
chr9	7e+06	94
chr9	8e+06	62
chr9	9e+06	54
chr9	1e+07	46
chr9	1.1e+07	40
chr9	1.2e+07	0
chr9	1.3e+07	16
chr9	1.4e+07	49
chr9	1.5e+07	49
chr9	1.6e+07	33
chr9	1.7e+07	42
chr9	1.8e+07	48
chr9	1.9e+07	26
chr9	2e+07	44
chr9	2.1e+07	8
chr9	2.2e+07	7
chr9	2.3e+07	20
chr9	2.4e+07	31
chr9	2.5e+07	17
chr9	2.6e+07	36
chr9	2.7e+07	20
chr9	2.8e+07	34
chr9	2.9e+07	11
chr9	3e+07	1
chr9	3.1e+07	7
chr9	3.2e+07	12
chr9	3.3e+07	32
chr9	3.4e+07	21
chr9	3.5e+07	19
chr9	3.6e+07	21
chr9	3.7e+07	22
chr9	3.8e+07	16
chr9	3.9e+07	15
chr9	4e+07	5
chr9	4.1e+07	8
chr9	4.2e+07	19
chr9	4.3e+07	10
chr9	4.4e+07	24
chr9	4.5e+07	28
chr9	4.6e+07	10
chr9	4.7e+07	18
chr9	4.8e+07	13
chr9	4.9e+07	14
chr9	5e+07	8
chr9	5.1e+07	15
chr9	5.2e+07	8
chr9	5.3e+07	6
chr9	5.4e+07	10
chr9	5.5e+07	4
chr9	5.6e+07	5
chr9	5.7e+07	15
chr9	5.8e+07	7
chr9	5.9e+07	7
chr9	6e+07	19
chr9	6.1e+07	13
chr9	6.2e+07	7
chr9	6.3e+07	13
chr9	6.4e+07	58
chr9	6.5e+07	14
chr9	6.6e+07	9
chr9	6.7e+07	4
chr9	6.8e+07	5
chr9	6.9e+07	5
chr9	7e+07	7
chr9	7.1e+07	28
chr9	7.2e+07	2
chr9	7.3e+07	6
chr9	7.4e+07	3
chr9	7.5e+07	7
chr9	7.6e+07	6
chr9	7.7e+07	2
chr9	7.8e+07	3
chr9	7.9e+07	4
chr9	8e+07	2
chr9	8.1e+07	6
chr9	8.2e+07	3
chr9	8.3e+07	0
chr9	8.4e+07	3
chr9	8.5e+07	1
chr9	8.6e+07	1
chr9	8.7e+07	4
chr9	8.8e+07	1
chr9	8.9e+07	0
chr9	9e+07	1
chr9	9.1e+07	0
chr9	9.2e+07	2
chr9	9.3e+07	0
chr9	9.4e+07	2
chr9	9.5e+07	1
chr9	9.6e+07	1
chr9	9.7e+07	2
chr9	9.8e+07	2
chr9	9.9e+07	2
chr9	1e+08	5
chr9	1.01e+08	2
chr9	1.02e+08	3
chr9	1.03e+08	0
chr9	1.04e+08	1
chr9	1.05e+08	0
chr9	1.06e+08	9
chr9	1.07e+08	2
chr9	1.08e+08	2
chr9	1.09e+08	8
chr9	1.1e+08	3
chr9	1.11e+08	4
chr9	1.12e+08	1
chr9	1.13e+08	3
chr9	1.14e+08	4
chr9	1.15e+08	5
chr9	1.16e+08	3
chr9	1.17e+08	2
chr9	1.18e+08	2
chr9	1.19e+08	2
chr9	1.2e+08	0
chr9	1.21e+08	1
chr9	1.22e+08	3
chr9	1.23e+08	2
chr9	1.24e+08	1
chr9	1.25e+08	5
chr9	1.26e+08	5
chr9	1.27e+08	3
chr9	1.28e+08	11
chr9	1.29e+08	7
chr9	1.3e+08	5
chr9	1.31e+08	1
chr9	1.32e+08	5
chr9	1.33e+08	4
chr9	1.34e+08	3
chr9	1.35e+08	5
chr9	1.36e+08	3
chr9	1.37e+08	3
chr9	1.38e+08	3
chr9	1.39e+08	4
chr9	1.4e+08	3
chr9	1.41e+08	1
chr9	1.42e+08	1
chr9	1.43e+08	2
chr9	1.44e+08	3
chr9	1.45e+08	3
chr9	1.46e+08	2
chr9	1.47e+08	6
chr9	1.48e+08	4
chr9	1.49e+08	1
chr9	1.5e+08	0
chr9	1.51e+08	7
chr9	1.52e+08	4
chr9	1.53e+08	3
chr9	1.54e+08	2
chr9	1.55e+08	1
chr9	1.56e+08	3
chr9	1.57e+08	0
chr9	1.58e+08	2
chr9	1.59e+08	4
chr9	1.6e+08	3
chr9	1.61e+08	3
chr9	1.62e+08	4
chr9	1.63e+08	1
chr9	1.64e+08	1
chr9	1.65e+08	0
chr9	1.66e+08	3
chr9	1.67e+08	6
chr9	1.68e+08	5
chr9	1.69e+08	1
chr9	1.7e+08	6
chr9	1.71e+08	5
chr9	1.72e+08	3
chr9	1.73e+08	4
chr9	1.74e+08	7
chr9	1.75e+08	6
chr9	1.76e+08	3
chr9	1.77e+08	4
chr9	1.78e+08	1
chr9	1.79e+08	10
chr9	1.8e+08	3
chr9	1.81e+08	5
chr9	1.82e+08	9
chr9	1.83e+08	3
chr9	1.84e+08	5
chr9	1.85e+08	3
chr9	1.86e+08	5
chr9	1.87e+08	8
chr9	1.88e+08	16
chr9	1.89e+08	11
chr9	1.9e+08	2
chr9	1.91e+08	1
chr9	1.92e+08	10
chr9	1.93e+08	7
chr9	1.94e+08	2
chr9	1.95e+08	1
chr9	1.96e+08	1
chr9	1.97e+08	0
chr9	1.98e+08	1
chr9	1.99e+08	1
chr9	2e+08	3
chr9	2.01e+08	5
chr9	2.02e+08	11
chr9	2.03e+08	11
chr9	2.04e+08	6
chr9	2.05e+08	11
chr9	2.06e+08	12
chr9	2.07e+08	0
chr9	2.08e+08	5
chr9	2.09e+08	1
chr9	2.1e+08	4
chr9	2.11e+08	0
chr9	2.12e+08	8
chr9	2.13e+08	5
chr9	2.14e+08	0
chr9	2.15e+08	0
chr9	2.16e+08	0
chr9	2.17e+08	0
chr9	2.18e+08	1
chr9	2.19e+08	0
chr9	2.2e+08	1
chr9	2.21e+08	19
chr9	2.22e+08	14
chr9	2.23e+08	19
chr9	2.24e+08	27
chr9	2.25e+08	18
chr9	2.26e+08	9
chrX	0	23
chrX	1e+06	42
chrX	2e+06	70
chrX	3e+06	70
chrX	4e+06	53
chrX	5e+06	68
chrX	6e+06	80
chrX	7e+06	43
chrX	8e+06	59
chrX	9e+06	21
chrX	1e+07	41
chrX	1.1e+07	46
chrX	1.2e+07	47
chrX	1.3e+07	30
chrX	1.4e+07	49
chrX	1.5e+07	37
chrX	1.6e+07	19
chrX	1.7e+07	20
chrX	1.8e+07	26
chrX	1.9e+07	24
chrX	2e+07	18
chrX	2.1e+07	16
chrX	2.2e+07	9
chrX	2.3e+07	12
chrX	2.4e+07	24
chrX	2.5e+07	7
chrX	2.6e+07	7
chrX	2.7e+07	2
chrX	2.8e+07	1
chrX	2.9e+07	5
chrX	3e+07	10
chrX	3.1e+07	10
chrX	3.2e+07	5
chrX	3.3e+07	8
chrX	3.4e+07	5
chrX	3.5e+07	3
chrX	3.6e+07	7
chrX	3.7e+07	14
chrX	3.8e+07	4
chrX	3.9e+07	11
chrX	4e+07	4
chrX	4.1e+07	3
chrX	4.2e+07	6
chrX	4.3e+07	6
chrX	4.4e+07	8
chrX	4.5e+07	2
chrX	4.6e+07	13
chrX	4.7e+07	7
chrX	4.8e+07	9
chrX	4.9e+07	8
chrX	5e+07	4
chrX	5.1e+07	7
chrX	5.2e+07	0
chrX	5.3e+07	6
chrX	5.4e+07	0
chrX	5.5e+07	6
chrX	5.6e+07	4
chrX	5.7e+07	7
chrX	5.8e+07	2
chrX	5.9e+07	6
chrX	6e+07	4
chrX	6.1e+07	8
chrX	6.2e+07	3
chrX	6.3e+07	6
chrX	6.4e+07	3
chrX	6.5e+07	9
chrX	6.6e+07	7
chrX	6.7e+07	5
chrX	6.8e+07	4
chrX	6.9e+07	14
chrX	7e+07	9
chrX	7.1e+07	9
chrX	7.2e+07	7
chrX	7.3e+07	1
chrX	7.4e+07	0
chrX	7.5e+07	2
chrX	7.6e+07	0
chrX	7.7e+07	6
chrX	7.8e+07	3
chrX	7.9e+07	1
chrX	8e+07	2
chrX	8.1e+07	2
chrX	8.2e+07	3
chrX	8.3e+07	3
chrX	8.4e+07	4
chrX	8.5e+07	4
chrX	8.6e+07	1
chrX	8.7e+07	1
chrX	8.8e+07	0
chrX	8.9e+07	1
chrX	9e+07	5
chrX	9.1e+07	1
chrX	9.2e+07	2
chrX	9.3e+07	2
chrX	9.4e+07	4
chrX	9.5e+07	3
chrX	9.6e+07	5
chrX	9.7e+07	0
chrX	9.8e+07	5
chrX	9.9e+07	2
chrX	1e+08	0
chrX	1.01e+08	3
chrX	1.02e+08	6
chrX	1.03e+08	5
chrX	1.04e+08	2
chrX	1.05e+08	3
chrX	1.06e+08	4
chrX	1.07e+08	10
chrX	1.08e+08	5
chrX	1.09e+08	2
chrX	1.1e+08	0
chrX	1.11e+08	1
chrX	1.12e+08	3
chrX	1.13e+08	3
chrX	1.14e+08	3
chrX	1.15e+08	4
chrX	1.16e+08	3
chrX	1.17e+08	4
chrX	1.18e+08	3
chrX	1.19e+08	6
chrX	1.2e+08	4
chrX	1.21e+08	3
chrX	1.22e+08	4
chrX	1.23e+08	4
chrX	1.24e+08	2
chrX	1.25e+08	1
chrX	1.26e+08	0
chrX	1.27e+08	4
chrX	1.28e+08	4
chrX	1.29e+08	6
chrX	1.3e+08	2
chrX	1.31e+08	6
chrX	1.32e+08	1
chrX	1.33e+08	6
chrX	1.34e+08	3
chrX	1.35e+08	3
chrX	1.36e+08	8
chrX	1.37e+08	5
chrX	1.38e+08	4
chrX	1.39e+08	1
chrX	1.4e+08	0
chrX	1.41e+08	0
chrX	1.42e+08	0
chrX	1.43e+08	1
chrX	1.44e+08	3
chrX	1.45e+08	2
chrX	1.46e+08	1
chrX	1.47e+08	5
chrX	1.48e+08	4
chrX	1.49e+08	2
chrX	1.5e+08	1
chrX	1.51e+08	3
chrX	1.52e+08	5
chrX	1.53e+08	2
chrX	1.54e+08	2
chrX	1.55e+08	2
chrX	1.56e+08	1
chrX	1.57e+08	1
chrX	1.58e+08	0
chrX	1.59e+08	3
chrX	1.6e+08	0
chrX	1.61e+08	3
chrX	1.62e+08	0
chrX	1.63e+08	0
chrX	1.64e+08	0
chrX	1.65e+08	0
chrX	1.66e+08	0
chrX	1.67e+08	0
chrX	1.68e+08	0
chrX	1.69e+08	3
chrX	1.7e+08	1
chrX	1.71e+08	3
chrX	1.72e+08	0
chrX	1.73e+08	1
chrX	1.74e+08	3
chrX	1.75e+08	2
chrX	1.76e+08	1
chrX	1.77e+08	0
chrX	1.78e+08	0
chrX	1.79e+08	6
chrX	1.8e+08	0
chrX	1.81e+08	8
chrX	1.82e+08	1
chrX	1.83e+08	2
chrX	1.84e+08	5
chrX	1.85e+08	2
chrX	1.86e+08	4
chrX	1.87e+08	0
chrX	1.88e+08	7
chrX	1.89e+08	2
chrX	1.9e+08	2
chrX	1.91e+08	5
chrX	1.92e+08	1
chrX	1.93e+08	2
chrX	1.94e+08	2
chrX	1.95e+08	4
chrX	1.96e+08	2
chrX	1.97e+08	5
chrX	1.98e+08	3
chrX	1.99e+08	0
chrX	2e+08	0
chrX	2.01e+08	0
chrX	2.02e+08	0
chrX	2.03e+08	0
chrX	2.04e+08	0
chrX	2.05e+08	0
chrX	2.06e+08	0
chrX	2.07e+08	5
chrX	2.08e+08	1
chrX	2.09e+08	4
chrX	2.1e+08	1
chrX	2.11e+08	2
chrX	2.12e+08	0
chrX	2.13e+08	2
chrX	2.14e+08	0
chrX	2.15e+08	2
chrX	2.16e+08	3
chrX	2.17e+08	6
chrX	2.18e+08	3
chrX	2.19e+08	3
chrX	2.2e+08	0
chrX	2.21e+08	2
chrX	2.22e+08	7
chrX	2.23e+08	3
chrX	2.24e+08	6
chrX	2.25e+08	3
chrX	2.26e+08	1
chrX	2.27e+08	1
chrX	2.28e+08	2
chrX	2.29e+08	2
chrX	2.3e+08	0
chrX	2.31e+08	1
chrX	2.32e+08	2
chrX	2.33e+08	2
chrX	2.34e+08	3
chrX	2.35e+08	3
chrX	2.36e+08	2
chrX	2.37e+08	2
chrX	2.38e+08	3
chrX	2.39e+08	6
chrX	2.4e+08	6
chrX	2.41e+08	4
chrX	2.42e+08	8
chrX	2.43e+08	1
chrX	2.44e+08	3
chrX	2.45e+08	1
chrX	2.46e+08	3
chrX	2.47e+08	1
chrX	2.48e+08	2
chrX	2.49e+08	5
chrX	2.5e+08	2
chrX	2.51e+08	2
chrX	2.52e+08	4
chrX	2.53e+08	10
chrX	2.54e+08	4
chrX	2.55e+08	2
chrX	2.56e+08	4
chrX	2.57e+08	5
chrX	2.58e+08	3
chrX	2.59e+08	5
chrX	2.6e+08	3
chrX	2.61e+08	4
chrX	2.62e+08	4
chrX	2.63e+08	9
chrX	2.64e+08	6
chrX	2.65e+08	5
chrX	2.66e+08	2
chrX	2.67e+08	5
chrX	2.68e+08	5
chrX	2.69e+08	2
chrX	2.7e+08	2
chrX	2.71e+08	4
chrX	2.72e+08	7
chrX	2.73e+08	6
chrX	2.74e+08	7
chrX	2.75e+08	9
chrX	2.76e+08	8
chrX	2.77e+08	8
chrX	2.78e+08	4
chrX	2.79e+08	5
chrX	2.8e+08	3
chrX	2.81e+08	4
chrX	2.82e+08	9
chrX	2.83e+08	6
chrX	2.84e+08	4
chrX	2.85e+08	2
chrX	2.86e+08	3
chrX	2.87e+08	8
chrX	2.88e+08	7
chrX	2.89e+08	1
chrX	2.9e+08	10
chrX	2.91e+08	10
chrX	2.92e+08	7
chrX	2.93e+08	11
chrX	2.94e+08	2
chrX	2.95e+08	2
chrX	2.96e+08	3
chrX	2.97e+08	8
chrX	2.98e+08	9
chrX	2.99e+08	7
chrX	3e+08	8
chrX	3.01e+08	5
chrX	3.02e+08	16
chrX	3.03e+08	5
chrX	3.04e+08	4
chrX	3.05e+08	4
chrX	3.06e+08	6
chrX	3.07e+08	16
chrX	3.08e+08	16
chrX	3.09e+08	6
chrX	3.1e+08	7
chrX	3.11e+08	7
chrX	3.12e+08	12
chrX	3.13e+08	21
chrX	3.14e+08	18
chrX	3.15e+08	20
chrX	3.16e+08	20
chrX	3.17e+08	30
chrX	3.18e+08	30
chrX	3.19e+08	15
chrX	3.2e+08	19
chrX	3.21e+08	26
chrX	3.22e+08	33
chrX	3.23e+08	65
chrX	3.24e+08	28
chrX	3.25e+08	24
chrX	3.26e+08	19
chrX	3.27e+08	45
chrX	3.28e+08	51
chrX	3.29e+08	46
chrX	3.3e+08	43
chrX	3.31e+08	37
chrX	3.32e+08	25
chrX	3.33e+08	60
chrX	3.34e+08	53
chrX	3.35e+08	52
chrX	3.36e+08	65
chrX	3.37e+08	77
chrX	3.38e+08	90
chrX	3.39e+08	41
chrX	3.4e+08	58
chrX	3.41e+08	66
chrX	3.42e+08	94
chrX	3.43e+08	63
chrX	3.44e+08	42
chrX	3.45e+08	51
chrX	3.46e+08	38
chrY	0	2
chrY	1e+06	1
chrY	2e+06	1
chrY	3e+06	3
chrY	4e+06	10
chrY	5e+06	4
chrY	6e+06	9
chrY	7e+06	12
chrY	8e+06	8
chrY	9e+06	3
chrY	1e+07	5
chrY	1.1e+07	6
chrY	1.2e+07	5
chrY	1.3e+07	7
chrY	1.4e+07	6
chrY	1.5e+07	2
chrY	1.6e+07	9
chrY	1.7e+07	7
chrY	1.8e+07	10
chrY	1.9e+07	9
chrY	2e+07	5
chrY	2.1e+07	6
chrY	2.2e+07	0
chrY	2.3e+07	2
chrY	2.4e+07	3
chrY	2.5e+07	6
chrY	2.6e+07	1
chrY	2.7e+07	2
chrY	2.8e+07	3
chrY	2.9e+07	2
chrY	3e+07	1
chrY	3.1e+07	0
chrY	3.2e+07	5
chrY	3.3e+07	15
chrY	3.4e+07	7
chrY	3.5e+07	2
chrY	3.6e+07	5
chrY	3.7e+07	4
chrY	3.8e+07	6
chrY	3.9e+07	6
chrY	4e+07	3
chrY	4.1e+07	2
chrY	4.2e+07	5
chrY	4.3e+07	4
chrY	4.4e+07	11
chrY	4.5e+07	11
chrY	4.6e+07	9
chrY	4.7e+07	2
chrY	4.8e+07	1
chrY	4.9e+07	3
chrY	5e+07	16
chrY	5.1e+07	4
chrY	5.2e+07	1
chrY	5.3e+07	8
chrY	5.4e+07	5
chrY	5.5e+07	1
chrY	5.6e+07	4
chrY	5.7e+07	8
chrY	5.8e+07	1
chrY	5.9e+07	1
chrY	6e+07	2
chrY	6.1e+07	4
chrY	6.2e+07	8
chrY	6.3e+07	12
chrY	6.4e+07	4
chrY	6.5e+07	6
chrY	6.6e+07	1
chrY	6.7e+07	1
chrY	6.8e+07	7
chrY	6.9e+07	3
chrY	7e+07	2
chrY	7.1e+07	2
chrY	7.2e+07	4
chrY	7.3e+07	1
chrY	7.4e+07	0
chrY	7.5e+07	0
chrY	7.6e+07	3
chrY	7.7e+07	4
chrY	7.8e+07	7
chrY	7.9e+07	3
chrY	8e+07	4
chrY	8.1e+07	2
chrY	8.2e+07	6
chrY	8.3e+07	8
chrY	8.4e+07	16
chrY	8.5e+07	7
chrY	8.6e+07	7
chrY	8.7e+07	1
chrY	8.8e+07	2
chrY	8.9e+07	1
chrY	9e+07	3
chrY	9.1e+07	0
chrY	9.2e+07	2
chrY	9.3e+07	6
chrY	9.4e+07	7
chrY	9.5e+07	2
