"set" "map" "mkr" "phys" "gen" "vld" "recombinationRate"
"slat_m" "chr11" "rsf100086341" 11986599 16.44 TRUE 1.66
"slat_m" "chr11" "rsf100003912" 12021985 16.44 TRUE 1.65
"slat_m" "chr11" "rsf100009001" 12252493 23.34 TRUE 1.63
"slat_m" "chr11" "rsf100009003" 12252899 23.34 TRUE 1.63
"slat_m" "chr11" "rsf100009005" 12256021 23.34 TRUE 1.63
"slat_m" "chr11" "rsf100009006" 12258503 23.34 TRUE 1.63
"slat_m" "chr11" "rsf100009011" 12269420 23.34 TRUE 1.63
"slat_m" "chr11" "rsf100052884" 12369241 23.34 TRUE 1.62
"slat_m" "chr11" "rsf100052888" 12369915 23.34 TRUE 1.62
"slat_m" "chr11" "rsf100052889" 12371035 33.84 TRUE 1.62
"slat_m" "chr11" "rsf100091883" 12499345 34.04 TRUE 1.6
"slat_m" "chr11" "rsf100029418" 12732440 35.42 TRUE 1.58
"slat_m" "chr11" "rsf100007325" 16024076 45.02 TRUE 1.27
"slat_m" "chr11" "rsf100037405" 16426613 45.02 TRUE 1.25
"slat_m" "chr11" "rsf100032321" 16740284 45.02 TRUE 1.22
"slat_m" "chr11" "rsf100060405" 16945552 45.02 TRUE 1.21
"slat_m" "chr11" "rsf100060407" 16949721 46.61 TRUE 1.21
"slat_m" "chr11" "rsf100060409" 16952375 46.61 TRUE 1.21
"slat_m" "chr11" "rsf100060411" 16953748 46.61 TRUE 1.21
"slat_m" "chr11" "rsf100060412" 16953802 45.02 TRUE 1.21
"slat_m" "chr11" "rsf100060413" 16953924 45.02 TRUE 1.21
"slat_m" "chr11" "rsf100129435" 17162550 46.61 TRUE 1.16
"slat_m" "chr11" "rsf100129441" 17166857 46.61 TRUE 1.16
"slat_m" "chr11" "rsf100129442" 17166921 46.61 TRUE 1.16
"slat_m" "chr11" "rsf100033369" 17217304 46.61 TRUE 1.14
"slat_m" "chr11" "rsf100163788" 17225564 46.61 TRUE 1.14
"slat_m" "chr11" "rsf100160984" 19617686 46.61 TRUE 0.68
"slat_m" "chr11" "rsf100052319" 20210281 46.61 TRUE 0.6
"slat_m" "chr11" "rsf100180314" 21305403 46.61 TRUE 0.49
"slat_m" "chr11" "rsf100150154" 21846712 46.61 TRUE 0.44
"slat_m" "chr11" "rsf100210928" 22085425 46.61 TRUE 0.43
"slat_m" "chr11" "rsf100054027" 22850083 46.61 TRUE 0.4
"slat_m" "chr11" "rsf100054039" 22859586 46.61 TRUE 0.4
"slat_m" "chr11" "rsf100054048" 22868214 46.61 TRUE 0.4
"slat_m" "chr11" "rsf100103860" 23871501 46.61 TRUE 0.38
"slat_m" "chr11" "rsf100099867" 25115620 46.61 TRUE 0.42
"slat_m" "chr11" "rsf100224467" 26154425 46.61 TRUE 0.5
"slat_m" "chr11" "rsf100097599" 26349906 46.61 TRUE 0.52
"slat_m" "chr11" "rsf100023695" 28688158 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023699" 28692208 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023700" 28692357 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023701" 28693204 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023702" 28693560 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023707" 28695824 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023710" 28698115 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023711" 28698311 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023714" 28700242 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100023716" 28700595 46.61 TRUE 0.32
"slat_m" "chr11" "rsf100100033" 31078340 46.61 TRUE 0.19
"slat_m" "chr11" "rsf100190600" 31273061 46.61 TRUE 0.18
"slat_m" "chr11" "rsf100028330" 31287296 46.61 TRUE 0.18
"slat_m" "chr11" "rsf100147327" 31368432 46.61 TRUE 0.18
"slat_m" "chr11" "rsf100147735" 35794139 51.07 TRUE 0.17
"slat_m" "chr11" "rsf100147738" 35796406 51.07 TRUE 0.17
"slat_m" "chr11" "rsf100098334" 36976940 51.07 TRUE 0.22
"slat_m" "chr11" "rsf100098333" 36979759 51.07 TRUE 0.22
"slat_m" "chr11" "rsf100098330" 36982199 51.07 TRUE 0.22
"slat_m" "chr11" "rsf100098329" 36983273 51.07 TRUE 0.22
"slat_m" "chr11" "rsf100098323" 36986310 51.07 TRUE 0.22
"slat_m" "chr11" "rsf100070898" 37533816 51.07 TRUE 0.2
"slat_m" "chr11" "rsf100070899" 37533873 51.07 TRUE 0.2
"slat_m" "chr11" "rsf100070903" 37543760 51.07 TRUE 0.2
"slat_m" "chr11" "rsf100070905" 37546824 46.61 TRUE 0.2
"slat_m" "chr11" "rsf100070907" 37547831 51.07 TRUE 0.2
"slat_m" "chr11" "rsf100070909" 37548089 51.07 TRUE 0.2
"slat_m" "chr11" "rsf100070915" 37552625 51.07 TRUE 0.2
"slat_m" "chr11" "rsf100020773" 38634300 51.07 TRUE 0.16
"slat_m" "chr11" "rsf100020759" 38640970 51.07 TRUE 0.16
"slat_m" "chr11" "rsf100072162" 41744362 51.07 TRUE 0.09
"slat_m" "chr11" "rsf100092576" 43172869 51.07 TRUE 0.07
"slat_m" "chr11" "rsf100028538" 43712389 51.07 TRUE 0.07
"slat_m" "chr11" "rsf100140378" 44203036 51.07 TRUE 0.07
"slat_m" "chr11" "rsf100115640" 44942255 51.07 TRUE 0.07
"slat_m" "chr11" "rsf100115642" 44942571 51.07 TRUE 0.07
"slat_m" "chr11" "rsf100115645" 44942902 51.07 TRUE 0.07
"slat_m" "chr11" "rsf100115648" 44943689 51.07 TRUE 0.07
"slat_m" "chr11" "rsf100115651" 44944176 51.07 TRUE 0.07
"slat_m" "chr11" "rsf100072891" 46362662 51.38 TRUE 0.07
"slat_m" "chr11" "rsf100143269" 47859432 51.38 TRUE 0.09
"slat_m" "chr11" "rsf100128291" 48015138 51.38 TRUE 0.09
"slat_m" "chr11" "rsf100213758" 48058031 51.38 TRUE 0.09
"slat_m" "chr11" "rsf100190934" 48165973 51.38 TRUE 0.09
"slat_m" "chr11" "rsf100029456" 48341068 51.38 TRUE 0.08
"slat_m" "chr11" "rsf100029455" 48343112 51.38 TRUE 0.08
"slat_m" "chr11" "rsf100029444" 48346707 51.38 TRUE 0.08
"slat_m" "chr11" "rsf100029442" 48347312 51.38 TRUE 0.08
"slat_m" "chr11" "rsf100029436" 48350373 51.38 TRUE 0.08
"slat_m" "chr11" "rsf100218174" 49406661 51.38 TRUE 0.07
"slat_m" "chr11" "rsf100080062" 49609076 51.38 TRUE 0.06
"slat_m" "chr11" "rsf100146064" 50116026 51.38 TRUE 0.05
"slat_m" "chr11" "rsf100061172" 51382938 51.38 TRUE 0.04
"slat_m" "chr11" "rsf100017748" 51861411 51.38 TRUE 0.03
"slat_m" "chr11" "rsf100164818" 53160134 51.38 TRUE 0.02
"slat_m" "chr11" "rsf100037814" 53605125 51.38 TRUE 0.02
"slat_m" "chr11" "rsf100037816" 53606855 51.38 TRUE 0.02
"slat_m" "chr11" "rsf100201311" 53732944 51.38 TRUE 0.02
"slat_m" "chr11" "rsf100153955" 54974340 51.38 TRUE 0.02
"slat_m" "chr11" "rsf100115227" 56429437 51.38 TRUE 0.02
"slat_m" "chr11" "rsf100034086" 58741681 51.38 TRUE 0.03
"slat_m" "chr11" "rsf100228314" 58969847 51.38 TRUE 0.03
"slat_m" "chr11" "rsf100052659" 58971899 51.38 TRUE 0.03
"slat_m" "chr11" "rsf100154352" 60141108 51.38 TRUE 0.01
"slat_m" "chr11" "rsf100109925" 60607843 51.38 TRUE 0.01
"slat_m" "chr11" "rsf100016466" 61136005 51.38 TRUE 0
"slat_m" "chr11" "rsf100089617" 62799687 51.38 TRUE -0.01
"slat_m" "chr11" "rsf100066130" 63408399 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100003292" 65001057 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100003294" 65001604 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100003297" 65005693 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100003302" 65012197 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100003304" 65012513 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100003306" 65013098 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100003314" 65016222 51.49 TRUE -0.02
"slat_m" "chr11" "rsf100003315" 65018408 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100003318" 65019359 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100240164" 65805854 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100157507" 67116359 51.49 TRUE -0.01
"slat_m" "chr11" "rsf100101343" 67232331 51.38 TRUE -0.01
"slat_m" "chr11" "rsf100149930" 68678299 51.38 TRUE 0
"slat_m" "chr11" "rsf100206099" 69614131 51.38 TRUE 0.01
"slat_m" "chr11" "rsf100208136" 69683328 51.38 TRUE 0.01
"slat_m" "chr11" "rsf100195577" 71375198 51.38 TRUE 0
"slat_m" "chr11" "rsf100229241" 75111808 51.38 TRUE -0.01
"slat_m" "chr11" "rsf100120574" 75231067 51.38 TRUE -0.01
"slat_m" "chr11" "rsf100042460" 77175089 51.38 TRUE -0.01
"slat_m" "chr11" "rsf100041656" 77637027 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100041655" 77637614 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100041646" 77653061 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100068264" 79439562 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100200074" 80176679 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100089202" 80207072 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100186486" 80573975 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100176894" 81987087 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100138781" 82962575 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100136104" 83325181 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100080842" 84817627 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100010912" 85283907 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100096972" 88266596 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100209236" 88868877 51.38 TRUE -0.02
"slat_m" "chr11" "rsf100231313" 91082120 51.38 TRUE -0.01
"slat_m" "chr11" "rsf100147302" 94167908 51.38 TRUE 0
"slat_m" "chr11" "rsf100229383" 94466413 51.38 TRUE 0
"slat_m" "chr11" "rsf100060439" 101630360 51.38 TRUE 0
"slat_m" "chr11" "rsf100211249" 102613689 51.38 TRUE 0
"slat_m" "chr11" "rsf100218533" 103057801 51.38 TRUE 0
"slat_m" "chr11" "rsf100229209" 107000785 51.38 TRUE 0
"slat_m" "chr11" "rsf100070304" 107291868 51.38 TRUE 0
"slat_m" "chr11" "rsf100070300" 107304861 51.38 TRUE 0
"slat_m" "chr11" "rsf100070292" 107306490 51.38 TRUE 0
"slat_m" "chr11" "rsf100070288" 107307920 51.38 TRUE 0
"slat_m" "chr11" "rsf100070286" 107308949 51.38 TRUE 0
"slat_m" "chr11" "rsf100201862" 108368176 51.38 TRUE 0
"slat_m" "chr11" "rsf100220073" 116447258 51.38 TRUE 0
"slat_m" "chr11" "rsf100132963" 118622016 51.38 TRUE 0
"slat_m" "chr11" "rsf100045997" 119460471 51.38 TRUE 0
"slat_m" "chr11" "rsf100050717" 121226142 51.38 TRUE 0
"slat_m" "chr11" "rsf100144712" 121862333 51.49 TRUE 0
"slat_m" "chr11" "rsf100239514" 121916129 51.38 TRUE 0
"slat_m" "chr11" "rsf100224275" 124260277 51.38 TRUE 0
"slat_m" "chr11" "rsf100128750" 124809929 51.38 TRUE 0
"slat_m" "chr11" "rsf100222783" 128304748 51.38 TRUE 0
"slat_m" "chr11" "rsf100142587" 129884582 51.38 TRUE 0
"slat_m" "chr11" "rsf100152148" 130064395 51.38 TRUE 0
"slat_m" "chr11" "rsf100156391" 135409602 51.38 TRUE 0
"slat_m" "chr11" "rsf100072951" 135488056 51.38 TRUE 0
"slat_m" "chr11" "rsf100046199" 135931719 51.38 TRUE 0
"slat_m" "chr11" "rsf100217361" 136346363 51.38 TRUE 0
"slat_m" "chr11" "rsf100141216" 137677221 51.38 TRUE 0
"slat_m" "chr11" "rsf100223836" 138055043 51.38 TRUE 0
"slat_m" "chr11" "rsf100035796" 139155971 51.38 TRUE 0
"slat_m" "chr11" "rsf100185714" 140088632 51.38 TRUE 0
"slat_m" "chr11" "rsf100139260" 141961606 51.38 TRUE 0
"slat_m" "chr11" "rsf100207507" 143186001 51.38 TRUE 0
"slat_m" "chr11" "rsf100129966" 143243052 51.38 TRUE 0
"slat_m" "chr11" "rsf100053217" 143805143 51.38 TRUE 0
"slat_m" "chr11" "rsf100234927" 143813295 51.38 TRUE 0
"slat_m" "chr11" "rsf100209929" 147042743 51.38 TRUE 0
"slat_m" "chr11" "rsf100073866" 148052776 51.49 TRUE 0
"slat_m" "chr11" "rsf100112091" 148203026 51.38 TRUE 0
"slat_m" "chr11" "rsf100112084" 148205132 51.38 TRUE 0
"slat_m" "chr11" "rsf100112079" 148205878 51.38 TRUE 0
"slat_m" "chr11" "rsf100112078" 148206168 51.38 TRUE 0
"slat_m" "chr11" "rsf100112077" 148206731 51.38 TRUE 0
"slat_m" "chr11" "rsf100112075" 148211417 51.38 TRUE 0
"slat_m" "chr11" "rsf100112073" 148212093 51.38 TRUE 0
"slat_m" "chr11" "rsf100155816" 148608533 51.38 TRUE 0
"slat_m" "chr11" "rsf100077021" 153214319 51.49 TRUE 0
"slat_m" "chr11" "rsf100156639" 154572013 51.38 TRUE 0
"slat_m" "chr11" "rsf100047763" 157756199 51.38 TRUE 0
"slat_m" "chr11" "rsf100047776" 157768983 51.49 TRUE 0
"slat_m" "chr11" "rsf100047777" 157770335 51.49 TRUE 0
"slat_m" "chr11" "rsf100047781" 157771764 51.49 TRUE 0
"slat_m" "chr11" "rsf100047784" 157772894 51.49 TRUE 0
"slat_m" "chr11" "rsf100047787" 157773661 51.49 TRUE 0
"slat_m" "chr11" "rsf100047791" 157775974 51.49 TRUE 0
"slat_m" "chr11" "rsf100040416" 158199442 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100109360" 159493749 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100224924" 159667313 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100030927" 160726915 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100030920" 160728608 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100030919" 160728884 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100030916" 160731887 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100030914" 160732083 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100030909" 160735395 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100030903" 160739533 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100030895" 160747851 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100118108" 164029143 51.49 TRUE 0
"slat_m" "chr11" "rsf100131432" 165036250 51.49 TRUE 0
"slat_m" "chr11" "rsf100131430" 165036611 51.49 TRUE 0
"slat_m" "chr11" "rsf100131429" 165036700 51.49 TRUE 0
"slat_m" "chr11" "rsf100131420" 165038354 51.49 TRUE 0
"slat_m" "chr11" "rsf100131419" 165038584 51.49 TRUE 0
"slat_m" "chr11" "rsf100041328" 165075917 51.49 TRUE 0
"slat_m" "chr11" "rsf100017040" 165694168 51.49 TRUE 0
"slat_m" "chr11" "rsf100017021" 165699777 51.49 TRUE 0
"slat_m" "chr11" "rsf100017017" 165701531 51.49 TRUE 0
"slat_m" "chr11" "rsf100017008" 165703964 51.49 TRUE 0
"slat_m" "chr11" "rsf100017007" 165704124 51.49 TRUE 0
"slat_m" "chr11" "rsf100017005" 165705134 51.49 TRUE 0
"slat_m" "chr11" "rsf100201546" 171058359 51.49 TRUE 0.01
"slat_m" "chr11" "rsf100198497" 175321319 51.59 TRUE 0.02
"slat_m" "chr11" "rsf100208603" 177911665 51.59 TRUE 0.03
"slat_m" "chr11" "rsf100106323" 178492355 51.49 TRUE 0.04
"slat_m" "chr11" "rsf100195847" 179680710 51.59 TRUE 0.04
"slat_m" "chr11" "rsf100080097" 180020835 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100080098" 180020904 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100104986" 180067049 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100193191" 184249470 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100193190" 184249599 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100011676" 184274724 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100011675" 184274829 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100091840" 184753126 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100197166" 184861091 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100093233" 184916549 51.59 TRUE 0.05
"slat_m" "chr11" "rsf100124172" 185980581 51.59 TRUE 0.06
"slat_m" "chr11" "rsf100130376" 186622153 51.59 TRUE 0.06
"slat_m" "chr11" "rsf100138950" 187089022 51.59 TRUE 0.06
"slat_m" "chr11" "rsf100138163" 190687274 51.59 TRUE 0.07
"slat_m" "chr11" "rsf100098030" 190700858 52.22 TRUE 0.07
"slat_m" "chr11" "rsf100098033" 190703551 52.22 TRUE 0.07
"slat_m" "chr11" "rsf100155476" 190800359 51.59 TRUE 0.07
"slat_m" "chr11" "rsf100220836" 190951237 52.22 TRUE 0.07
"slat_m" "chr11" "rsf100091190" 191293567 52.22 TRUE 0.07
"slat_m" "chr11" "rsf100108427" 192405824 52.22 TRUE 0.08
"slat_m" "chr11" "rsf100024160" 192837382 52.43 TRUE 0.08
"slat_m" "chr11" "rsf100076042" 192948146 52.43 TRUE 0.08
"slat_m" "chr11" "rsf100047063" 193644332 52.43 TRUE 0.08
"slat_m" "chr11" "rsf100092237" 193931040 52.43 TRUE 0.08
"slat_m" "chr11" "rsf100092242" 193940539 52.43 TRUE 0.08
"slat_m" "chr11" "rsf100092244" 193940725 52.43 TRUE 0.08
"slat_m" "chr11" "rsf100058605" 194759484 52.43 TRUE 0.09
"slat_m" "chr11" "rsf100156621" 194940708 52.43 TRUE 0.09
"slat_m" "chr11" "rsf100086672" 197172553 52.43 TRUE 0.09
"slat_m" "chr11" "rsf100125381" 197351426 52.43 TRUE 0.09
"slat_m" "chr11" "rsf100125377" 197352949 52.43 TRUE 0.09
"slat_m" "chr11" "rsf100065751" 197360869 52.43 TRUE 0.09
"slat_m" "chr11" "rsf100065740" 197367941 52.43 TRUE 0.09
"slat_m" "chr11" "rsf100065739" 197368375 52.43 TRUE 0.09
"slat_m" "chr11" "rsf100165920" 198687989 52.43 TRUE 0.1
"slat_m" "chr11" "rsf100165921" 198688088 52.43 TRUE 0.1
"slat_m" "chr11" "rsf100123805" 200059621 54 TRUE 0.1
"slat_m" "chr11" "rsf100062449" 200830008 54 TRUE 0.1
"slat_m" "chr11" "rsf100151175" 203453000 54 TRUE 0.11
"slat_m" "chr11" "rsf100186482" 203547692 54 TRUE 0.11
"slat_m" "chr11" "rsf100073968" 204623102 54 TRUE 0.12
"slat_m" "chr11" "rsf100081301" 205747456 54 TRUE 0.12
"slat_m" "chr11" "rsf100149194" 206442032 54 TRUE 0.12
"slat_m" "chr11" "rsf100003339" 207211833 54 TRUE 0.12
"slat_m" "chr11" "rsf100009356" 207224471 54 TRUE 0.12
"slat_m" "chr11" "rsf100009355" 207225096 54 TRUE 0.12
"slat_m" "chr11" "rsf100009352" 207227911 54 TRUE 0.12
"slat_m" "chr11" "rsf100009350" 207228823 54 TRUE 0.12
"slat_m" "chr11" "rsf100009349" 207229021 54 TRUE 0.12
"slat_m" "chr11" "rsf100009343" 207231356 54 TRUE 0.12
"slat_m" "chr11" "rsf100009341" 207232556 54 TRUE 0.12
"slat_m" "chr11" "rsf100009336" 207233523 54 TRUE 0.12
"slat_m" "chr11" "rsf100009335" 207233583 54 TRUE 0.12
"slat_m" "chr11" "rsf100009330" 207235612 54 TRUE 0.12
"slat_m" "chr11" "rsf100009323" 207238095 54 TRUE 0.12
"slat_m" "chr11" "rsf100009322" 207238439 54 TRUE 0.12
"slat_m" "chr11" "rsf100009316" 207241353 54 TRUE 0.12
"slat_m" "chr11" "rsf100009311" 207251096 54 TRUE 0.12
"slat_m" "chr11" "rsf100009310" 207251560 54 TRUE 0.12
"slat_m" "chr11" "rsf100044966" 208798132 54 TRUE 0.13
"slat_m" "chr11" "rsf100052007" 208813434 54 TRUE 0.13
"slat_m" "chr11" "rsf100133173" 208937283 54 TRUE 0.13
"slat_m" "chr11" "rsf100133178" 208939060 54 TRUE 0.13
"slat_m" "chr11" "rsf100096235" 209568392 54 TRUE NA
"slat_m" "chr2" "rsf100027963" 860451 0 TRUE NA
"slat_m" "chr2" "rsf100027943" 868365 0 TRUE 1.1
"slat_m" "chr2" "rsf100037336" 901139 0 TRUE 1.1
"slat_m" "chr2" "rsf100037340" 903622 0 TRUE 1.1
"slat_m" "chr2" "rsf100037351" 922971 0 TRUE 1.1
"slat_m" "chr2" "rsf100037358" 934177 0 TRUE 1.1
"slat_m" "chr2" "rsf100037367" 951862 0 TRUE 1.1
"slat_m" "chr2" "rsf100037368" 952056 0 TRUE 1.1
"slat_m" "chr2" "rsf100037373" 953193 0 TRUE 1.1
"slat_m" "chr2" "rsf100024516" 1145453 0 TRUE 1.08
"slat_m" "chr2" "rsf100024518" 1145809 1.26 TRUE 1.08
"slat_m" "chr2" "rsf100024526" 1157269 1.26 TRUE 1.08
"slat_m" "chr2" "rsf100127513" 1684984 1.26 TRUE 1.05
"slat_m" "chr2" "rsf100074894" 1796589 1.26 TRUE 1.04
"slat_m" "chr2" "rsf100140011" 2381943 1.26 TRUE 1.01
"slat_m" "chr2" "rsf100106753" 2433075 1.26 TRUE 1
"slat_m" "chr2" "rsf100074805" 2939031 1.26 TRUE 0.98
"slat_m" "chr2" "rsf100047227" 2988666 1.26 TRUE 0.97
"slat_m" "chr2" "rsf100047226" 2989008 1.26 TRUE 0.97
"slat_m" "chr2" "rsf100047223" 2991182 1.26 TRUE 0.97
"slat_m" "chr2" "rsf100047221" 2994471 1.26 TRUE 0.97
"slat_m" "chr2" "rsf100047219" 3008803 1.26 TRUE 0.97
"slat_m" "chr2" "rsf100047217" 3011416 1.26 TRUE 0.97
"slat_m" "chr2" "rsf100052799" 4884833 1.68 TRUE 0.87
"slat_m" "chr2" "rsf100052797" 4889792 1.68 TRUE 0.87
"slat_m" "chr2" "rsf100008406" 5343170 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100008407" 5345093 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100008413" 5353477 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100008416" 5354269 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100008418" 5354949 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100008421" 5356657 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100008430" 5360477 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100008431" 5360553 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100008432" 5360613 1.68 TRUE 0.85
"slat_m" "chr2" "rsf100123782" 5854538 1.79 TRUE 0.81
"slat_m" "chr2" "rsf100012385" 6037533 8.69 TRUE 0.8
"slat_m" "chr2" "rsf100081564" 6104253 8.69 TRUE 0.8
"slat_m" "chr2" "rsf100016480" 6357057 8.69 TRUE 0.79
"slat_m" "chr2" "rsf100016483" 6371028 8.69 TRUE 0.78
"slat_m" "chr2" "rsf100046146" 6460775 8.69 TRUE 0.78
"slat_m" "chr2" "rsf100046697" 6861687 8.69 TRUE 0.77
"slat_m" "chr2" "rsf100046701" 6877866 8.69 TRUE 0.77
"slat_m" "chr2" "rsf100171475" 7660591 8.69 TRUE 0.72
"slat_m" "chr2" "rsf100135933" 8386947 8.69 TRUE 0.68
"slat_m" "chr2" "rsf100084688" 8423086 8.69 TRUE 0.68
"slat_m" "chr2" "rsf100113112" 9487269 8.69 TRUE 0.62
"slat_m" "chr2" "rsf100121345" 9497395 8.69 TRUE 0.62
"slat_m" "chr2" "rsf100121347" 9497791 8.69 TRUE 0.62
"slat_m" "chr2" "rsf100121350" 9505125 8.69 TRUE 0.62
"slat_m" "chr2" "rsf100121355" 9506422 8.69 TRUE 0.62
"slat_m" "chr2" "rsf100145105" 10170091 8.69 TRUE 0.58
"slat_m" "chr2" "rsf100194995" 13187602 10.07 TRUE 0.45
"slat_m" "chr2" "rsf100127417" 13472507 10.07 TRUE 0.44
"slat_m" "chr2" "rsf100127418" 13473261 8.69 TRUE 0.44
"slat_m" "chr2" "rsf100122149" 13609704 8.69 TRUE 0.43
"slat_m" "chr2" "rsf100109262" 14321452 8.69 TRUE 0.4
"slat_m" "chr2" "rsf100006197" 14385430 8.69 TRUE 0.39
"slat_m" "chr2" "rsf100086634" 14528740 8.69 TRUE 0.37
"slat_m" "chr2" "rsf100086640" 14539237 8.69 TRUE 0.37
"slat_m" "chr2" "rsf100132138" 14563222 8.69 TRUE 0.37
"slat_m" "chr2" "rsf100178864" 18654071 10.07 TRUE 0.07
"slat_m" "chr2" "rsf100081171" 20818434 10.07 TRUE 0.12
"slat_m" "chr2" "rsf100081173" 20819126 10.07 TRUE 0.12
"slat_m" "chr2" "rsf100081175" 20820129 10.07 TRUE 0.12
"slat_m" "chr2" "rsf100081179" 20822216 10.07 TRUE 0.12
"slat_m" "chr2" "rsf100081183" 20822880 10.07 TRUE 0.12
"slat_m" "chr2" "rsf100081186" 20824580 10.07 TRUE 0.12
"slat_m" "chr2" "rsf100022244" 20875139 10.07 TRUE 0.12
"slat_m" "chr2" "rsf100047570" 21684588 10.07 TRUE 0.17
"slat_m" "chr2" "rsf100047584" 21706569 10.07 TRUE 0.17
"slat_m" "chr2" "rsf100021366" 22108692 11.65 TRUE 0.16
"slat_m" "chr2" "rsf100065728" 24051703 11.65 TRUE 0.13
"slat_m" "chr2" "rsf100065730" 24052292 11.65 TRUE 0.13
"slat_m" "chr2" "rsf100065732" 24053187 11.65 TRUE 0.13
"slat_m" "chr2" "rsf100067221" 24616865 11.65 TRUE 0.12
"slat_m" "chr2" "rsf100134288" 25432642 11.65 TRUE 0.11
"slat_m" "chr2" "rsf100053180" 26116322 11.65 TRUE 0.1
"slat_m" "chr2" "rsf100053171" 26117526 11.65 TRUE 0.1
"slat_m" "chr2" "rsf100140563" 26215063 11.65 TRUE 0.1
"slat_m" "chr2" "rsf100101464" 27600425 11.65 TRUE 0.09
"slat_m" "chr2" "rsf100101462" 27600955 11.65 TRUE 0.09
"slat_m" "chr2" "rsf100101459" 27601843 11.65 TRUE 0.09
"slat_m" "chr2" "rsf100071533" 28799752 11.65 TRUE 0.09
"slat_m" "chr2" "rsf100071530" 28800824 11.65 TRUE 0.09
"slat_m" "chr2" "rsf100110146" 29855829 11.65 TRUE 0.06
"slat_m" "chr2" "rsf100209992" 36434335 11.65 TRUE -0.01
"slat_m" "chr2" "rsf100126548" 36659267 11.65 TRUE -0.01
"slat_m" "chr2" "rsf100202764" 36921311 11.65 TRUE -0.02
"slat_m" "chr2" "rsf100198108" 39168068 11.65 TRUE -0.01
"slat_m" "chr2" "rsf100177040" 39213208 11.65 TRUE -0.01
"slat_m" "chr2" "rsf100100482" 39374204 11.65 TRUE -0.01
"slat_m" "chr2" "rsf100017998" 41096953 11.65 TRUE 0.01
"slat_m" "chr2" "rsf100039569" 41558146 11.76 TRUE 0.01
"slat_m" "chr2" "rsf100039567" 41558625 11.76 TRUE 0.01
"slat_m" "chr2" "rsf100039565" 41561797 11.76 TRUE 0.01
