chr	start	end	countMale	countFemale	ratioF_M	ratioM_F
chr4	93000000	94000000	47.07	70.64	1.50074357340132	0.666336353340883
chr4	94000000	95000000	69.32	103.36	1.49105597230237	0.670665634674923
chr4	95000000	95411039	109.09	134.59	1.2337519479329	0.810535701017906
chr4	95411139	96000000	109.09	134.59	1.2337519479329	0.810535701017906
chr4	96000000	97000000	74.6	90.05	1.20710455764075	0.828428650749583
chr4	97000000	98000000	80.51	106.24	1.31958762886598	0.7578125
chr4	98000000	98089595	59.58	69.25	1.16230278616986	0.860361010830325
chr4	98089695	98400833	59.58	69.25	1.16230278616986	0.860361010830325
chr4	98401333	98422922	59.58	69.25	1.16230278616986	0.860361010830325
chr4	98423022	98501482	59.58	69.25	1.16230278616986	0.860361010830325
chr4	98501982	98606041	59.58	69.25	1.16230278616986	0.860361010830325
chr4	98606541	98802124	59.58	69.25	1.16230278616986	0.860361010830325
chr4	98802224	98826065	59.58	69.25	1.16230278616986	0.860361010830325
chr4	98826565	98925411	59.58	69.25	1.16230278616986	0.860361010830325
chr4	98925911	99000000	59.58	69.25	1.16230278616986	0.860361010830325
chr4	99000000	99088569	57.1	79.27	1.38826619964974	0.720322946890375
chr4	99088669	99214816	57.1	79.27	1.38826619964974	0.720322946890375
chr4	99215316	99834489	57.1	79.27	1.38826619964974	0.720322946890375
chr4	99834989	99999418	57.1	79.27	1.38826619964974	0.720322946890375
chr4	99999918	100000000	57.1	79.27	1.38826619964974	0.720322946890375
chr4	100000000	100077931	50.35	86.42	1.71638530287984	0.582619763943532
chr4	100078431	101000000	50.35	86.42	1.71638530287984	0.582619763943532
chr4	101000000	102000000	63.29	97.45	1.53973771527888	0.649461262185736
chr4	102000000	103000000	56.6	84.47	1.49240282685512	0.670060376465017
chr4	103000000	103145616	52.43	51.44	0.981117680717147	1.01924572317263
chr4	103145716	104000000	52.43	51.44	0.981117680717147	1.01924572317263
chr4	104000000	104476060	54.53	68.99	1.26517513295434	0.790404406435715
chr4	104476160	104527377	54.53	68.99	1.26517513295434	0.790404406435715
chr4	104527477	104934590	54.53	68.99	1.26517513295434	0.790404406435715
chr4	104934690	105000000	54.53	68.99	1.26517513295434	0.790404406435715
chr4	105000000	106000000	50.8	77.12	1.51811023622047	0.658713692946058
chr4	106000000	107000000	47.83	72.5	1.51578507213046	0.659724137931034
chr4	107000000	108000000	43.97	71.37	1.62315214919263	0.616085189855682
chr4	108000000	109000000	50.96	74.89	1.46958398744113	0.680464681532915
chr4	109000000	110000000	48.45	70.03	1.44540763673891	0.691846351563616
chr4	110000000	111000000	53.09	80.6	1.51817668110755	0.658684863523573
chr4	111000000	112000000	55.2	88.95	1.61141304347826	0.620573355817875
chr4	112000000	112649341	57.71	71.67	1.24189915092705	0.805218361936654
chr4	112649441	112764247	57.71	71.67	1.24189915092705	0.805218361936654
chr5	1	1000000	71.54	365.34	5.10679340229242	0.195817594569442
chr5	1000000	2000000	70.19	88.38	1.25915372560194	0.79418420457117
chr5	2000000	2722416	67.99	90.32	1.32843065156641	0.752767936226749
chr5	2722516	3000000	67.99	90.32	1.32843065156641	0.752767936226749
chr5	3000000	3633161	63.37	74.9	1.18194729367208	0.846061415220294
chr5	3633261	4000000	63.37	74.9	1.18194729367208	0.846061415220294
chr5	4000000	4615347	44.5	65.25	1.46629213483146	0.681992337164751
chr5	4615447	5000000	44.5	65.25	1.46629213483146	0.681992337164751
chr5	5000000	6000000	51.7	66.72	1.29052224371373	0.774880095923261
chr5	6000000	7000000	50.06	70.88	1.41590091889732	0.706264108352145
chr5	7000000	8000000	50.01	74.6	1.49170165966807	0.670375335120643
chr5	8000000	8694445	49.83	73.32	1.47140276941601	0.67962356792144
chr5	8756555	9000000	49.83	73.32	1.47140276941601	0.67962356792144
chr5	9000000	10000000	55.5	91.6	1.65045045045045	0.60589519650655
chr5	10000000	10759332	45.06	59.53	1.32112738570794	0.756929279354947
chr5	10859332	11592468	35.04	50.94	1.45376712328767	0.687868080094229
chr5	11592468	12592468	51.74	77.41	1.49613451874758	0.66838909701589
chr5	12592468	13592468	48.56	53.06	1.09266886326194	0.915190350546551
chr5	13592468	14592468	41.86	31.16	0.744386048733875	1.34338896020539
chr5	14592468	15592468	45.68	50.41	1.10354640980736	0.906169410831184
chr5	15592468	15985738	46.26	36.89	0.797449200172936	1.25399837354297
chr5	15985838	16049662	46.26	36.89	0.797449200172936	1.25399837354297
chr5	16049762	16592468	46.26	36.89	0.797449200172936	1.25399837354297
chr5	16592468	17592468	47.13	39.65	0.841290048801188	1.18865069356873
chr5	17592468	18592468	48.08	40.78	0.848169717138103	1.17900931829328
chr5	18592468	19592468	44.22	39.76	0.89914066033469	1.11217303822938
chr5	19592468	20342159	50.32	60.26	1.19753577106518	0.835048124792566
chr5	20342259	20592468	50.32	60.26	1.19753577106518	0.835048124792566
chr5	20592468	21592468	46.73	45.05	0.9640487909266	1.03729189789123
chr5	21592468	22592468	52.33	62.27	1.18994840435697	0.840372571061506
chr5	22592468	23592468	48.85	48.56	0.994063459570113	1.00597199341021
chr5	23592468	24592468	45.91	41.84	0.911348290132869	1.09727533460803
chr5	24592468	25592468	46.05	36.92	0.801737242128122	1.24729144095341
chr5	25592468	26592468	41.89	27.4	0.654094055860587	1.52883211678832
chr5	26592468	26880419	52.79	94.73	1.79446864936541	0.55726802491291
chr5	26880519	26982198	52.79	94.73	1.79446864936541	0.55726802491291
chr5	26982298	27592468	52.79	94.73	1.79446864936541	0.55726802491291
chr5	27592468	27777948	9.2	17.83	1.93804347826087	0.515984296130118
chr5	27877948	28248819	26.08	40.19	1.54102760736196	0.64891764120428
chr5	28348819	28644035	17.15	17.65	1.02915451895044	0.971671388101983
chr5	28644035	29473253	51.17	45.46	0.888411178424858	1.12560492740871
chr5	29473353	29644035	51.17	45.46	0.888411178424858	1.12560492740871
chr5	29644035	30644035	46.01	45.73	0.993914366442078	1.00612289525476
chr5	30644035	30816337	22.15	26.02	1.17471783295711	0.851268255188317
chr5	30816437	30992187	22.15	26.02	1.17471783295711	0.851268255188317
chr5	31092187	31717382	35.75	67.33	1.88335664335664	0.530966879548493
chr5	31717382	32717382	48.74	100.67	2.06544932293804	0.484156153769743
chr5	32717382	33717382	54.56	114.52	2.09897360703812	0.476423332169053
chr5	33717382	34118452	30.59	54.82	1.79208891794704	0.558008026267785
chr5	34119721	34233369	30.59	54.82	1.79208891794704	0.558008026267785
chr5	34333369	34495674	65.09	93.01	1.42894453833154	0.699817223954413
chr5	34504127	35033112	65.09	93.01	1.42894453833154	0.699817223954413
chr5	35033218	35271164	65.09	93.01	1.42894453833154	0.699817223954413
chr5	35271164	36271164	53.34	105.99	1.98706411698538	0.503255024058874
chr5	36271164	37068080	42.2	82.7	1.95971563981043	0.510278113663845
chr5	37168080	37185554	42.2	82.7	1.95971563981043	0.510278113663845
chr5	37185554	38185554	57.14	59.84	1.04725236261813	0.954879679144385
chr5	38185554	39185554	54.3	51.46	0.947697974217311	1.05518849591916
chr5	39185554	40179557	55.05	87.89	1.59654859218892	0.626351120719081
chr5	40279557	40855251	36.88	47.26	1.28145336225597	0.780363944138807
chr5	40855351	40867617	36.88	47.26	1.28145336225597	0.780363944138807
chr5	40867617	41867617	52.6	52.62	1.00038022813688	0.999619916381604
chr5	41867617	42563016	57.76	59.58	1.03150969529086	0.969452836522323
chr5	42563116	42867617	57.76	59.58	1.03150969529086	0.969452836522323
chr5	42867617	42909071	67.61	111.02	1.64206478331608	0.608989371284453
chr5	42909571	43123187	67.61	111.02	1.64206478331608	0.608989371284453
chr5	43123287	43319335	67.61	111.02	1.64206478331608	0.608989371284453
chr5	43319435	43867617	67.61	111.02	1.64206478331608	0.608989371284453
chr5	43867617	44867617	46.05	99.01	2.1500542888165	0.465104534895465
chr5	44867617	45867617	47.79	104.41	2.18476668759155	0.457714778277943
chr5	45867617	46867617	48.59	106.61	2.19407285449681	0.455773379607917
chr5	46867617	47867617	55.3	116.88	2.11356238698011	0.473134839151266
chr5	47867617	48867617	54.3	115.79	2.13241252302026	0.468952413852664
chr5	48867617	49299794	25.07	46.83	1.86796968488233	0.535340593636558
chr5	49399794	49487359	7.67	10.53	1.3728813559322	0.728395061728395
chr5	49587359	49651734	7.67	10.53	1.3728813559322	0.728395061728395
chr5	49651734	50148484	35.59	52.86	1.48524866535544	0.673287930382142
chr5	50248484	50350735	35.59	52.86	1.48524866535544	0.673287930382142
chr5	50350735	51350735	50.15	100.15	1.99700897308076	0.500748876684972
chr5	51350735	51761571	23.96	42.58	1.7771285475793	0.562705495537811
chr5	51861571	52029111	15.44	18.74	1.21373056994819	0.823906083244397
chr5	52029611	52055479	15.44	18.74	1.21373056994819	0.823906083244397
chr5	52055979	52064499	15.44	18.74	1.21373056994819	0.823906083244397
chr5	52064499	52221805	67.96	91.45	1.3456444967628	0.74313832695462
chr5	52221905	52291236	67.96	91.45	1.3456444967628	0.74313832695462
chr5	52291736	52477418	67.96	91.45	1.3456444967628	0.74313832695462
chr5	52477518	53064499	67.96	91.45	1.3456444967628	0.74313832695462
chr5	53064499	54064499	54.59	52.65	0.96446235574281	1.03684710351377
chr5	54064499	55064499	57.51	55.42	0.963658494174926	1.03771201732227
chr5	55064499	56064499	49.19	37.08	0.753811750355763	1.32659115426106
chr5	56064499	57064499	54.32	51.45	0.947164948453608	1.05578231292517
chr5	57064499	57967063	114.67	167.52	1.46088776489056	0.684515281757402
chr5	57967163	58064499	114.67	167.52	1.46088776489056	0.684515281757402
chr5	58064499	58207380	27.47	37.76	1.37459046232253	0.727489406779661
chr5	58207480	58327466	27.47	37.76	1.37459046232253	0.727489406779661
chr5	58327966	58476849	27.47	37.76	1.37459046232253	0.727489406779661
chr5	58576849	58580580	27.47	37.76	1.37459046232253	0.727489406779661
chr5	58580580	58643669	4.89	9.03	1.84662576687117	0.541528239202658
chr5	58743669	58759703	0.51	0.47	0.92156862745098	1.08510638297872
chr5	58759703	59161261	43.95	69.52	1.58179749715586	0.632192174913694
chr5	59161527	59237452	43.95	69.52	1.58179749715586	0.632192174913694
chr5	59337452	59467998	43.95	69.52	1.58179749715586	0.632192174913694
chr5	59567998	59877023	22.68	30.81	1.35846560846561	0.736124634858812
chr5	59977023	60102022	10.26	10.58	1.03118908382066	0.969754253308128
chr5	60102522	60155661	10.26	10.58	1.03118908382066	0.969754253308128
chr5	60255661	60322671	4.72	6.08	1.28813559322034	0.776315789473684
chr5	60322671	60780810	39.18	54.85	1.39994895354773	0.714311759343665
chr5	60880810	60980787	39.18	54.85	1.39994895354773	0.714311759343665
chr5	61080787	61388000	21.49	27.92	1.29920893438809	0.769699140401146
chr5	61388000	61425364	16.48	21.53	1.30643203883495	0.765443567115653
chr5	61525364	61711016	16.48	21.53	1.30643203883495	0.765443567115653
chr5	61811016	61938883	19.3	27.08	1.40310880829016	0.712703101920236
chr5	62038883	62169185	19.3	27.08	1.40310880829016	0.712703101920236
chr5	62269185	62486331	62.28	84.41	1.3553307642903	0.737827271650278
chr5	62508591	62589225	62.28	84.41	1.3553307642903	0.737827271650278
chr5	62591416	63101963	62.28	84.41	1.3553307642903	0.737827271650278
chr5	63101963	63643708	54.08	70.04	1.29511834319527	0.772130211307824
chr5	63644208	63720913	54.08	70.04	1.29511834319527	0.772130211307824
chr5	63820913	63908961	54.08	70.04	1.29511834319527	0.772130211307824
chr5	64008961	64132227	20.71	27.42	1.32399806856591	0.75528811086798
chr5	64232227	64400374	20.71	27.42	1.32399806856591	0.75528811086798
chr5	64500374	64615186	13.21	16.83	1.27403482210447	0.784907902554961
chr5	64715186	64771451	13.21	16.83	1.27403482210447	0.784907902554961
chr5	64771451	64897148	19.47	23.48	1.20595788392399	0.829216354344123
chr5	64910563	65043300	19.47	23.48	1.20595788392399	0.829216354344123
chr5	65143300	65234410	31.63	42.7	1.34998419222257	0.740749414519906
chr5	65234910	65571216	31.63	42.7	1.34998419222257	0.740749414519906
chr5	65571216	66130298	65.86	81.97	1.24460977831764	0.803464682200805
chr5	66130398	66511594	65.86	81.97	1.24460977831764	0.803464682200805
chr5	66511694	66530743	65.86	81.97	1.24460977831764	0.803464682200805
chr5	66531243	66571216	65.86	81.97	1.24460977831764	0.803464682200805
chr5	66571216	66606487	77.79	102.5	1.3176500835583	0.758926829268293
chr5	66606987	67571216	77.79	102.5	1.3176500835583	0.758926829268293
chr5	67571216	67608063	65.83	95.13	1.44508582713049	0.692000420477242
chr5	67608563	67862084	65.83	95.13	1.44508582713049	0.692000420477242
chr5	67862584	68227358	65.83	95.13	1.44508582713049	0.692000420477242
chr5	68227458	68571216	65.83	95.13	1.44508582713049	0.692000420477242
chr5	68571216	69571216	55.31	111.5	2.01591032363045	0.496053811659193
chr5	69571216	70277439	54.82	95.85	1.74844947099599	0.571935315597287
chr5	70277939	70571216	54.82	95.85	1.74844947099599	0.571935315597287
chr5	70571216	70876395	66.72	100.31	1.50344724220624	0.665138071976872
chr5	70876895	71410483	66.72	100.31	1.50344724220624	0.665138071976872
chr5	71410583	71542507	66.72	100.31	1.50344724220624	0.665138071976872
chr5	71543007	71571216	66.72	100.31	1.50344724220624	0.665138071976872
chr5	71571216	71649728	56.5	71.56	1.26654867256637	0.789547233091112
chr5	71649828	72212423	56.5	71.56	1.26654867256637	0.789547233091112
chr5	72212523	72321639	56.5	71.56	1.26654867256637	0.789547233091112
chr5	72322139	72385735	56.5	71.56	1.26654867256637	0.789547233091112
chr5	72386235	72571216	56.5	71.56	1.26654867256637	0.789547233091112
chr5	72571216	73571216	52.82	103.04	1.95077622112836	0.512616459627329
chr5	73571216	74377071	57.4	101.66	1.77108013937282	0.564627188668109
chr5	74377571	74515048	57.4	101.66	1.77108013937282	0.564627188668109
chr5	74515548	74571216	57.4	101.66	1.77108013937282	0.564627188668109
chr5	74571216	74875017	28.75	45.96	1.59860869565217	0.625543951261967
chr5	74875117	74940106	28.75	45.96	1.59860869565217	0.625543951261967
chr5	75040106	75146088	28.75	45.96	1.59860869565217	0.625543951261967
chr5	75146088	75855114	48.46	83.52	1.72348328518366	0.58022030651341
chr5	75855660	75964456	48.46	83.52	1.72348328518366	0.58022030651341
chr5	76064456	76756228	25.45	62.68	2.46286836935167	0.406030631780472
chr5	76756228	77756228	53.54	102.72	1.91856555846096	0.521222741433022
chr5	77756228	78756228	44.53	28.64	0.643161913316865	1.55481843575419
chr5	78756228	79332898	45.15	56.19	1.24451827242525	0.803523758675921
chr5	79333398	79756228	45.15	56.19	1.24451827242525	0.803523758675921
chr5	79756228	80424678	263.91	529.13	2.00496381342124	0.498762118949975
chr5	80424778	80468246	263.91	529.13	2.00496381342124	0.498762118949975
chr5	80468746	80491285	263.91	529.13	2.00496381342124	0.498762118949975
chr5	80491785	80756228	263.91	529.13	2.00496381342124	0.498762118949975
chr5	80756228	80999281	55.24	61.88	1.12020275162925	0.892695539754363
chr5	80999381	81756228	55.24	61.88	1.12020275162925	0.892695539754363
chr5	81756228	81762973	21.09	27.43	1.30061640587956	0.768866204885162
chr5	81862973	81960677	21.09	27.43	1.30061640587956	0.768866204885162
chr5	82007823	82207678	21.09	27.43	1.30061640587956	0.768866204885162
chr5	82307678	82644407	57.51	73.16	1.27212658668058	0.786085292509568
chr5	82645619	82723287	57.51	73.16	1.27212658668058	0.786085292509568
chr5	82723444	82807251	57.51	73.16	1.27212658668058	0.786085292509568
chr5	82807751	83254695	57.51	73.16	1.27212658668058	0.786085292509568
chr5	83254695	83398492	48.15	50.4	1.04672897196262	0.955357142857143
chr5	83398992	84254695	48.15	50.4	1.04672897196262	0.955357142857143
chr5	84254695	85254695	50.23	42.76	0.851284093171412	1.17469597754911
chr5	85254695	86254695	52.6	51.2	0.973384030418251	1.02734375
chr5	86254695	87254695	53.4	47.28	0.885393258426966	1.12944162436548
chr5	87254695	88254695	46.44	36.81	0.792635658914729	1.26161369193154
chr5	88254695	89254695	49.16	45.1	0.917412530512612	1.090022172949
chr5	89254695	90254695	46.16	35.91	0.777946273830156	1.2854358117516
chr5	90254695	90843729	49.58	46.92	0.946349334409036	1.05669224211424
chr5	90843829	91073389	49.58	46.92	0.946349334409036	1.05669224211424
chr5	91073889	91147106	49.58	46.92	0.946349334409036	1.05669224211424
chr6	1	366071	53.72	88.76	1.65227103499628	0.605227579990987
chr6	366295	1000000	53.72	88.76	1.65227103499628	0.605227579990987
chr6	1000000	1939176	43.66	95.39	2.18483737975263	0.457699968550162
chr6	1939276	2000000	43.66	95.39	2.18483737975263	0.457699968550162
chr6	2000000	3000000	49.69	45.56	0.916884685047293	1.09064969271291
chr6	3000000	4000000	56.33	58	1.02964672465826	0.971206896551724
chr6	4000000	5000000	53.52	48.9	0.913677130044843	1.09447852760736
chr6	5000000	6000000	49.01	41.09	0.838400326463987	1.19274762715989
chr6	6000000	7000000	47.58	48.32	1.01555275325767	0.984685430463576
chr6	7000000	8000000	45.72	66.19	1.44772528433946	0.690738782293398
chr6	8000000	8461120	44.72	62.24	1.391771019678	0.718508997429306
chr6	8527511	9000000	44.72	62.24	1.391771019678	0.718508997429306
chr6	9000000	9932261	43.78	59.86	1.36729100045683	0.731373204143
chr6	10019358	10282581	46.55	76.44	1.64210526315789	0.608974358974359
chr6	10354063	10483256	46.55	76.44	1.64210526315789	0.608974358974359
chr6	10483356	11000000	46.55	76.44	1.64210526315789	0.608974358974359
chr6	11000000	12000000	51	74.31	1.45705882352941	0.686314089624546
chr6	12000000	13000000	50.64	70.27	1.38763823064771	0.720648925572791
chr6	13000000	14000000	50.35	78.7	1.5630585898709	0.639771283354511
chr6	14000000	15000000	49.51	72.42	1.46273480105029	0.683650925158796
chr6	15000000	16000000	39.7	62.52	1.57481108312343	0.634996801023672
chr6	16000000	17000000	41.37	63.74	1.54072999758279	0.649042987135237
chr6	17000000	18000000	37.62	63.97	1.70042530568846	0.588088166327966
chr6	18000000	18449892	26.77	37.35	1.39521852820321	0.71673360107095
chr6	18549892	18756883	26.77	37.35	1.39521852820321	0.71673360107095
chr6	18756883	19756883	40.78	20.87	0.511770475723394	1.95400095831337
chr6	19756883	20756883	40.52	31.97	0.788993089832182	1.26743822333438
chr6	20756883	21756883	41.23	55.98	1.35774921173903	0.736513040371561
chr6	21756883	22756883	39.35	58.4	1.48411689961881	0.673801369863014
chr6	22756883	23756883	38.66	67.1	1.73564407656493	0.576154992548435
chr6	23756883	24756883	38.7	59.8	1.54521963824289	0.647157190635452
chr6	24756883	25756883	42.59	71.03	1.66776238553651	0.599605800366043
chr6	25756883	26583689	40.46	61.99	1.53213049925853	0.6526859170834
chr6	26583789	26756883	40.46	61.99	1.53213049925853	0.6526859170834
chr6	26756883	27204980	21.28	32.55	1.52960526315789	0.653763440860215
chr6	27304980	28083218	41.9	62.49	1.49140811455847	0.670507281164986
chr6	28083718	28083864	41.9	62.49	1.49140811455847	0.670507281164986
chr6	28083864	28976138	49.55	58.33	1.17719475277497	0.849477112977884
chr6	28976638	29083864	49.55	58.33	1.17719475277497	0.849477112977884
chr6	29083864	29087174	17.12	31.87	1.86156542056075	0.53718230310637
chr6	29187174	29647413	17.12	31.87	1.86156542056075	0.53718230310637
chr6	29647413	30647413	42.66	73.63	1.72597280825129	0.579383403504007
chr6	30647413	31647413	38.72	55.81	1.44137396694215	0.693782476258735
chr6	31647413	32647413	40.89	32.16	0.786500366837858	1.2714552238806
chr6	32647413	33363623	39.84	38.78	0.973393574297189	1.02733367715317
chr6	33463623	33569170	48.45	43.66	0.901135190918472	1.10971140632158
chr6	33569670	34326602	48.45	43.66	0.901135190918472	1.10971140632158
chr6	34326602	34648508	56.52	66.11	1.16967445152159	0.854938738466193
chr6	34649008	35040804	56.52	66.11	1.16967445152159	0.854938738466193
chr6	35041304	35326602	56.52	66.11	1.16967445152159	0.854938738466193
chr6	35326602	36326602	56.1	50.5	0.90017825311943	1.11089108910891
chr6	36326602	36426362	49.25	66.48	1.34984771573604	0.740824308062575
chr6	36426862	37190362	49.25	66.48	1.34984771573604	0.740824308062575
chr6	37190862	37294923	49.25	66.48	1.34984771573604	0.740824308062575
chr6	37295423	37326602	49.25	66.48	1.34984771573604	0.740824308062575
chr6	37326602	37995899	59.05	87.63	1.4839966130398	0.67385598539313
chr6	37996399	38326602	59.05	87.63	1.4839966130398	0.67385598539313
chr6	38326602	38860046	62.48	60.31	0.965268886043534	1.03598076604212
chr6	38860146	38947649	62.48	60.31	0.965268886043534	1.03598076604212
chr6	38947749	39130176	62.48	60.31	0.965268886043534	1.03598076604212
chr6	39130276	39168241	62.48	60.31	0.965268886043534	1.03598076604212
chr6	39168341	39274436	62.48	60.31	0.965268886043534	1.03598076604212
chr6	39275143	39326602	62.48	60.31	0.965268886043534	1.03598076604212
chr6	39326602	39557913	24.29	12.21	0.502675998353232	1.98935298935299
chr6	39657913	40006386	18.52	27.97	1.51025917926566	0.662138005005363
chr6	40006386	41006386	47.31	67.18	1.41999577256394	0.70422744864543
chr6	41006386	42006386	55.24	76.06	1.37690079652426	0.726268735209045
chr6	42006386	43006386	53.95	82.18	1.52326227988879	0.656485762959357
chr6	43006386	44006386	59.4	83.1	1.3989898989899	0.714801444043321
chr6	44006386	45006386	64.43	86.86	1.34812975322055	0.7417683628828
chr6	45006386	46006386	48.53	39.08	0.805275087574696	1.24181166837257
chr6	46006386	46600654	29.92	23.9	0.79879679144385	1.25188284518828
chr6	46700654	46835076	8.5	10.24	1.20470588235294	0.830078125
chr6	46935076	47095254	23.62	29.33	1.24174428450466	0.805318786225708
chr6	47115997	47238286	23.62	29.33	1.24174428450466	0.805318786225708
chr6	47338286	47378558	2.68	4.05	1.51119402985075	0.661728395061728
chr6	47378558	47413935	15.93	12.49	0.78405524168236	1.27542033626902
chr6	47513935	47735346	15.93	12.49	0.78405524168236	1.27542033626902
chr6	47835346	48028041	50.36	75.29	1.4950357426529	0.668880329393014
chr6	48128041	48660866	50.36	75.29	1.4950357426529	0.668880329393014
chr6	48660866	49660866	70.32	102.64	1.45961319681456	0.685113016367888
chr6	49660866	50660866	70.01	91.08	1.30095700614198	0.768664909969258
chr6	50660866	50985871	66.01	89.69	1.35873352522345	0.735979484892407
chr6	50994683	51071381	66.01	89.69	1.35873352522345	0.735979484892407
chr6	51071999	51660866	66.01	89.69	1.35873352522345	0.735979484892407
chr6	51660866	51769889	6.53	8.7	1.3323124042879	0.750574712643678
chr6	51869889	52111006	12.61	21.84	1.7319587628866	0.577380952380952
chr6	52211006	52276022	5.18	7.11	1.37258687258687	0.728551336146273
chr6	52376022	52520135	19.48	17.67	0.907084188911704	1.10243350311262
chr6	52620135	52663569	19.48	17.67	0.907084188911704	1.10243350311262
chr6	52663569	52687680	3.56	4.45	1.25	0.8
chr6	52787680	52834017	3.56	4.45	1.25	0.8
chr6	52834017	52886054	11.71	13.17	1.12467976088813	0.88914198936978
chr6	52986054	53102898	11.71	13.17	1.12467976088813	0.88914198936978
chr6	53202898	53409883	43.65	63.15	1.446735395189	0.691211401425178
chr6	53409983	53497024	43.65	63.15	1.446735395189	0.691211401425178
chr6	53497124	54038945	43.65	63.15	1.446735395189	0.691211401425178
chr6	54038945	55038945	45.98	72.33	1.57307525010874	0.635697497580534
chr6	55038945	56038945	49.25	83.77	1.70091370558376	0.58791930285305
chr6	56038945	57038945	49.91	73.51	1.47285113203767	0.678955244184465
chr6	57038945	58038945	50.62	84.06	1.66060845515606	0.602188912681418
chr6	58038945	59038945	46.62	71.78	1.53968253968254	0.649484536082474
chr6	59038945	60038945	53.05	113.8	2.14514608859566	0.466168717047452
chr6	60038945	60915537	50.33	105.33	2.09278760182794	0.477831576948638
chr6	60915637	60992537	50.33	105.33	2.09278760182794	0.477831576948638
chr6	60992637	61014827	50.33	105.33	2.09278760182794	0.477831576948638
chr6	61015327	61038945	50.33	105.33	2.09278760182794	0.477831576948638
chr6	61038945	61130595	60.27	73.87	1.2256512361042	0.815892784621633
chr6	61130695	62038945	60.27	73.87	1.2256512361042	0.815892784621633
chr6	62038945	63038945	56.18	64.89	1.15503737985048	0.865772846355371
chr6	63038945	64038945	47	48.77	1.03765957446809	0.963707197047365
chr6	64038945	65038945	48.19	39.06	0.810541606142353	1.23374295954941
chr6	65038945	65400913	44.08	26.28	0.596188747731398	1.67732115677321
chr6	65401413	66038945	44.08	26.28	0.596188747731398	1.67732115677321
chr6	66038945	67038945	44.57	22.52	0.505272604891182	1.9791296625222
chr6	67038945	68038945	38.64	38.07	0.985248447204969	1.01497241922774
chr6	68038945	69038945	42.71	50.73	1.18777803793023	0.841908141139365
chr6	69038945	70038945	43.57	47.4	1.08790452145972	0.919198312236287
chr6	70038945	71038945	46.24	46.59	1.00756920415225	0.992487658295772
chr6	71038945	72038945	44.74	36.44	0.814483683504694	1.22777167947311
chr6	72038945	72895777	48.79	47.34	0.970280795244927	1.03062948880439
chr6	72895877	73038945	48.79	47.34	0.970280795244927	1.03062948880439
chr6	73038945	73078716	43.99	32.36	0.735621732211866	1.35939431396786
chr6	73078816	74038945	43.99	32.36	0.735621732211866	1.35939431396786
chr6	74038945	75038945	46.56	32.22	0.69201030927835	1.44506517690875
chr6	75038945	76038945	45.28	35.1	0.77517667844523	1.29002849002849
chr6	76038945	77038945	40.86	44.51	1.08932941752325	0.917995955964952
chr6	77038945	77899918	37.42	35.01	0.935595938001069	1.06883747500714
chr6	77999918	78177909	57.54	64.87	1.12738964198818	0.887004778788346
chr6	78178409	78291849	57.54	64.87	1.12738964198818	0.887004778788346
chr6	78292349	78389851	57.54	64.87	1.12738964198818	0.887004778788346
chr6	78390351	78471552	57.54	64.87	1.12738964198818	0.887004778788346
chr6	78472052	78557796	57.54	64.87	1.12738964198818	0.887004778788346
chr6	78557896	78746866	57.54	64.87	1.12738964198818	0.887004778788346
chr6	78746966	78893128	57.54	64.87	1.12738964198818	0.887004778788346
chr6	78893128	79893128	49.64	50.59	1.01913779210314	0.981221585293536
chr6	79893128	80893128	56.5	60.68	1.07398230088496	0.931114040870138
chr6	80893128	81498640	64.88	57.48	0.885943279901356	1.12874043145442
chr6	81498740	81725637	64.88	57.48	0.885943279901356	1.12874043145442
chr6	81725737	81822375	64.88	57.48	0.885943279901356	1.12874043145442
chr6	81822875	81893128	64.88	57.48	0.885943279901356	1.12874043145442
chr6	81893128	82171505	43.59	26.5	0.607937600367057	1.64490566037736
chr6	82171605	82318807	43.59	26.5	0.607937600367057	1.64490566037736
chr6	82318907	82893128	43.59	26.5	0.607937600367057	1.64490566037736
chr6	82893128	83893128	45.12	36.15	0.801196808510638	1.24813278008299
chr6	83893128	84893128	40.33	20.18	0.500371931564592	1.99851337958375
chr6	84893128	85893128	43.85	22.38	0.510376282782212	1.95933869526363
chr6	85893128	86893128	43.16	18.39	0.426088971269694	2.34692767808592
chr6	86893128	87893128	39.47	15.37	0.389409678236635	2.5679895901106
chr6	87893128	88893128	39.32	19.48	0.495422177009156	2.01848049281314
chr6	88893128	89893128	45.41	35.26	0.776480951332306	1.28786159954623
chr6	89893128	90893128	37.72	18.03	0.477995758218452	2.09206877426511
chr6	90893128	91893128	38.96	23.28	0.597535934291581	1.67353951890034
chr6	91893128	92893128	40.94	33.46	0.817293600390816	1.22355050806934
chr6	92893128	93893128	39.78	22.62	0.568627450980392	1.75862068965517
chr6	93893128	94893128	40.08	27.57	0.687874251497006	1.45375408052231
chr6	94893128	95893128	40.89	20.12	0.492051846417217	2.03230616302187
chr6	95893128	96127531	8.36	5.45	0.651913875598086	1.53394495412844
chr6	96227531	96379097	11.24	9.2	0.818505338078292	1.22173913043478
chr6	96479097	97298883	38.33	60.41	1.57605009131229	0.634497599735143
chr6	97298883	98298883	44.95	71.37	1.58776418242492	0.629816449488581
chr6	98298883	99298883	43	62.21	1.44674418604651	0.691207201414564
chr6	99298883	100298883	49.06	76.49	1.55911129229515	0.641391031507387
