pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_hudson_fst	no_snps
POL3	FRA1	chr2	139753810	139753930	0.2632242673714245	12
POL3	FRA1	chr2	139993832	139993957	0.0	3
POL3	FRA1	chr2	139994100	139994220	0.6679751767931877	15
POL3	FRA1	chr2	140178697	140178817	0.1493173493173493	5
POL3	FRA1	chr2	140178833	140178958	0.0992907801418439	5
POL3	FRA1	chr2	140404812	140404937	0.6730158730158731	8
POL3	FRA1	chr2	140645322	140645444	NA	2
POL3	FRA1	chr2	140645605	140645725	0.1818181818181817	1
POL3	FRA1	chr2	141038267	141038387	-0.056144781144781	12
POL3	FRA1	chr2	141113485	141113605	0.0	4
POL3	FRA1	chr2	141113704	141113815	0.1435992578849721	12
POL3	FRA1	chr2	141114183	141114299	0.5379672738163305	7
POL3	FRA1	chr2	141131962	141132085	0.1395348837209302	7
POL3	FRA1	chr2	141143879	141143999	0.7777777777777778	1
POL3	FRA1	chr2	141289979	141290104	-0.0723622782446312	6
POL3	FRA1	chr2	141290338	141290458	-0.0679738562091504	4
POL3	FRA1	chr2	141714674	141714799	0.1006008916456678	5
POL3	FRA1	chr2	141862216	141862336	0.1908665757722361	4
POL3	FRA1	chr2	141885236	141885361	0.1904761904761905	7
POL3	FRA1	chr2	141885501	141885630	0.1314542963397924	6
POL3	FRA1	chr2	141885863	141885988	0.0875816993464051	5
POL3	FRA1	chr2	142141695	142141819	0.0568181818181817	4
POL3	FRA1	chr2	142141890	142142010	0.0	3
POL3	FRA1	chr2	142628583	142628775	0.1849785891368041	11
POL3	FRA1	chr2	142715856	142715981	0.0	7
POL3	FRA1	chr2	142795877	142795997	0.1212121212121211	6
POL3	FRA1	chr2	142796206	142796331	0.2455163883735312	8
POL3	FRA1	chr2	142891167	142891287	0.1102564102564103	4
POL3	FRA1	chr2	142891393	142891516	0.1904761904761905	3
POL3	FRA1	chr2	143078803	143078932	-0.0209042294603792	11
POL3	FRA1	chr2	144000539	144000660	0.0104895104895105	15
POL3	FRA1	chr2	144071616	144071741	0.1477138246369015	8
POL3	FRA1	chr2	144071987	144072107	0.1407342657342656	5
POL3	FRA1	chr2	144874017	144874137	0.1476649572649573	4
POL3	FRA1	chr2	144907542	144907662	0.2831510594668489	11
POL3	FRA1	chr2	144996602	144996727	0.1329162805066419	8
POL3	FRA1	chr2	144996851	144996971	-0.0048157248157247	14
POL3	FRA1	chr2	145105059	145105184	0.0781916259953763	12
POL3	FRA1	chr2	145105298	145105418	-0.0286708330648798	10
POL3	FRA1	chr2	145630218	145630343	0.1794871794871794	3
POL3	FRA1	chr2	145874947	145875067	0.1746411483253589	6
POL3	FRA1	chr2	146174945	146175066	-0.0675108675108674	6
POL3	FRA1	chr2	146175202	146175332	-0.0624221298783605	16
POL3	FRA1	chr2	146175333	146175450	-0.0928124601046853	17
POL3	FRA1	chr2	146175740	146175860	0.0154711673699015	16
POL3	FRA1	chr2	146303242	146303367	0.4161616161616162	5
POL3	FRA1	chr2	146303492	146303612	0.1866220735785953	10
POL3	FRA1	chr2	146401868	146401988	0.1379281183932346	13
POL3	FRA1	chr2	146402143	146402264	0.0798295454545454	10
POL3	FRA1	chr2	146658272	146658397	0.3424981979198847	8
POL3	FRA1	chr2	147077543	147077663	0.0952380952380952	2
POL3	FRA1	chr2	147309904	147310026	-0.0592592592592592	7
POL3	FRA1	chr2	147677598	147677723	0.7931034482758621	5
POL3	FRA1	chr2	147677959	147678079	NA	1
POL3	FRA1	chr2	147678479	147678599	0.0	2
POL3	FRA1	chr2	147700834	147700954	0.0	1
POL3	FRA1	chr2	148110791	148110916	0.341081556034827	5
POL3	FRA1	chr2	148111074	148111194	0.1469780219780219	4
POL3	FRA1	chr2	148368201	148368324	0.1519077879739774	12
POL3	FRA1	chr2	148368416	148368541	0.10939515159464	16
POL3	FRA1	chr2	148565398	148565522	0.056422569027611	7
POL3	FRA1	chr2	148565838	148565958	0.0745345251571099	8
POL3	FRA1	chr2	148632950	148633070	0.0293384776143396	6
POL3	FRA1	chr2	148724853	148724973	0.7272727272727272	6
POL3	FRA1	chr2	148726451	148726576	0.608051316080513	17
POL3	FRA1	chr2	148740130	148740250	0.1399043993980701	5
POL3	FRA1	chr2	148743154	148743274	0.2467532467532468	5
POL3	FRA1	chr2	148743393	148743518	0.0444444444444444	15
POL3	FRA1	chr2	149010081	149010187	0.0803291536050156	10
POL3	FRA1	chr2	149436261	149436381	0.1490080662742532	5
POL3	FRA1	chr2	149815280	149815400	0.1120448179271708	13
POL3	FRA1	chr2	149815545	149815670	0.2854792266556972	16
POL3	FRA1	chr2	149869486	149869606	0.1538461538461538	1
POL3	FRA1	chr2	150537345	150537465	0.4305555555555555	7
POL3	FRA1	chr2	150678191	150678311	0.2500000000000001	6
POL3	FRA1	chr2	151054954	151055074	0.1577060931899641	15
POL3	FRA1	chr2	151102682	151102802	0.0677577741407528	17
POL3	FRA1	chr2	151107720	151107845	0.3771206649860326	13
POL3	FRA1	chr2	151107941	151108061	0.4984575353090559	6
POL3	FRA1	chr2	151135697	151135822	0.1363636363636363	2
POL3	FRA1	chr2	151135891	151136020	0.06951871657754	4
POL3	FRA1	chr2	151334521	151334641	0.416579588993382	10
POL3	FRA1	chr2	152166333	152166453	0.9104212860310422	6
POL3	FRA1	chr2	152166586	152166711	0.7752142870253107	9
POL3	FRA1	chr2	152334442	152334561	0.1063673168936326	6
POL3	FRA1	chr2	152334655	152334780	0.3966480446927375	13
POL3	FRA1	chr2	152434131	152434256	0.2001836547291093	18
POL3	FRA1	chr2	152434342	152434458	0.3243387628414366	14
POL3	FRA1	chr2	153050924	153051044	NA	4
POL3	FRA1	chr2	153051254	153051379	0.0555555555555555	4
POL3	FRA1	chr2	153439235	153439355	0.0749250749250749	20
POL3	FRA1	chr2	153439382	153439507	0.1815718157181571	16
POL3	FRA1	chr2	153583040	153583165	0.1609977324263039	5
POL3	FRA1	chr2	153583344	153583470	0.0025974025974025	6
POL3	FRA1	chr2	153829320	153829440	0.1212121212121213	2
POL3	FRA1	chr2	153829554	153829679	0.1474358974358975	4
POL3	FRA1	chr2	153879676	153879796	0.0888888888888889	3
POL3	FRA1	chr2	153893878	153894117	0.0288461538461538	4
POL3	FRA1	chr2	153897028	153897153	-0.0659235551631534	2
POL3	FRA1	chr2	153897325	153897445	NA	1
POL3	FRA1	chr2	153928477	153928602	0.8701298701298701	3
POL3	FRA1	chr2	153928780	153928900	0.0	3
POL3	FRA1	chr2	154146541	154146719	NA	2
POL3	FRA1	chr2	154439297	154439417	0.0382775119617225	7
POL3	FRA1	chr2	154467580	154467700	0.4288348467452945	8
POL3	FRA1	chr2	154467913	154468038	0.2075517075517075	9
POL3	FRA1	chr2	154478120	154478245	0.1025117739403453	10
POL3	FRA1	chr2	154478351	154478471	0.0985661957090528	7
POL3	FRA1	chr2	154487897	154488016	0.1955965181771633	4
POL3	FRA1	chr2	154534453	154534622	0.0205831903945111	18
POL3	FRA1	chr2	154612423	154612543	0.0926713947990543	8
POL3	FRA1	chr2	154612719	154612832	0.0701754385964912	4
POL3	FRA1	chr2	154763494	154763614	0.2494802494802495	4
POL3	FRA1	chr2	154763683	154763808	0.0	8
POL3	FRA1	chr2	154792166	154792291	0.1289606476398318	27
POL3	FRA1	chr2	154792374	154792494	-0.0395927601809954	8
POL3	FRA1	chr2	154871574	154871699	0.3666666666666667	7
POL3	FRA1	chr2	154950441	154950561	0.1678200979171853	5
POL3	FRA1	chr2	154950762	154950887	0.070302154809197	6
POL3	FRA1	chr2	154994723	154994843	0.0372670807453416	7
POL3	FRA1	chr2	155029705	155029825	0.0259740259740259	6
POL3	FRA1	chr2	155030003	155030128	0.3993316624895572	3
POL3	FRA1	chr2	155514043	155514162	0.1106602317869922	5
POL3	FRA1	chr2	155514354	155514479	0.0742149570175047	4
POL3	FRA1	chr2	155737000	155737120	0.0	7
POL3	FRA1	chr2	155737317	155737442	0.1329121763904373	17
POL3	FRA1	chr2	155770793	155770918	0.2061343456974525	5
POL3	FRA1	chr2	155771115	155771234	0.211111111111111	2
POL3	FRA1	chr2	155852539	155852659	-0.0139017608897127	5
POL3	FRA1	chr2	155940963	155941083	0.0941773158967728	5
POL3	FRA1	chr2	155941127	155941252	0.0718552036199094	3
POL3	FRA1	chr2	156029735	156029840	0.0638820638820638	8
POL3	FRA1	chr2	156071152	156071277	0.101010101010101	6
POL3	FRA1	chr2	156071502	156071622	0.2097902097902097	2
POL3	FRA1	chr2	156582532	156582657	0.0606060606060605	8
POL3	FRA1	chr2	156583418	156583653	0.0846560846560846	5
POL3	FRA1	chr2	156583796	156583921	0.0666666666666666	3
POL3	FRA1	chr2	156950362	156950482	0.0757575757575757	7
POL3	FRA1	chr2	156956678	156956798	-0.0416666666666667	3
POL3	FRA1	chr2	156969442	156969562	0.20535138620245	5
POL3	FRA1	chr2	156969652	156969777	0.3545479242300758	14
POL3	FRA1	chr2	157131243	157131368	0.3646723646723646	7
POL3	FRA1	chr2	157131532	157131652	0.1672151378033731	7
POL3	FRA1	chr2	157153201	157153321	0.1118207282913164	8
POL3	FRA1	chr2	157427586	157427706	0.2699507389162561	7
POL3	FRA1	chr2	157485083	157485203	0.0588235294117646	6
POL3	FRA1	chr2	157485348	157485473	-0.0523141583092719	10
POL3	FRA1	chr2	158691433	158691558	-0.0694444444444444	2
POL3	FRA1	chr2	158691635	158691753	0.4480519480519481	4
POL3	FRA1	chr2	158705467	158705587	0.2238095238095238	8
POL3	FRA1	chr2	158705694	158705818	0.1403508771929824	10
POL3	FRA1	chr2	158837582	158837707	0.3636363636363637	1
POL3	FRA1	chr2	158868979	158869099	0.3960293768270135	8
POL3	FRA1	chr2	158869280	158869405	0.2959799907606261	9
POL3	FRA1	chr2	159012275	159012395	0.2954545454545454	2
POL3	FRA1	chr2	159012536	159012661	0.1363636363636363	2
POL3	FRA1	chr2	159020114	159020233	0.6099567099567099	6
POL3	FRA1	chr2	159167194	159167321	0.3420195439739414	8
POL3	FRA1	chr2	159167477	159167582	-0.0133404090296771	4
POL3	FRA1	chr2	159425255	159425375	0.1480135249366018	4
POL3	FRA1	chr2	159425396	159425521	0.1451586465285095	6
POL3	FRA1	chr2	159429300	159429420	0.4335664335664336	3
POL3	FRA1	chr2	159429541	159429666	0.3340032401615979	10
POL3	FRA1	chr2	159634172	159634292	0.3452266152362584	17
POL3	FRA1	chr2	159634401	159634526	0.4402277039848197	9
POL3	FRA1	chr2	159747274	159747393	0.3527696793002915	5
POL3	FRA1	chr2	159749494	159749614	0.0512281835811247	11
POL3	FRA1	chr2	159749757	159749882	0.0510610079575597	10
POL3	FRA1	chr2	159849989	159850109	0.5316463197819131	5
POL3	FRA1	chr2	159850187	159850312	0.212121212121212	2
POL3	FRA1	chr2	160000599	160000719	0.1057744198596869	7
POL3	FRA1	chr2	160000773	160000898	0.1699346405228758	3
POL3	FRA1	chr2	160210357	160210482	1.0	2
POL3	FRA1	chr2	160263659	160263779	0.2222222222222221	6
POL3	FRA1	chr2	160263949	160264073	0.2847971237801746	5
POL3	FRA1	chr2	160273341	160273461	0.0666666666666666	4
POL3	FRA1	chr2	160273562	160273687	0.3030303030303031	3
POL3	FRA1	chr2	160358193	160358313	-0.0492100492100491	5
POL3	FRA1	chr2	160361731	160361851	0.1427927401445959	9
POL3	FRA1	chr2	160361993	160362118	0.2951950010773539	6
POL3	FRA1	chr2	160866865	160866985	0.1578903024686157	10
POL3	FRA1	chr2	160867031	160867156	0.263145018247059	18
POL3	FRA1	chr2	160925931	160926051	0.1388888888888888	4
POL3	FRA1	chr2	160926166	160926291	0.2175536881419234	7
POL3	FRA1	chr2	160935760	160935881	0.1615460665693706	12
POL3	FRA1	chr2	160936097	160936221	0.167117906248341	12
POL3	FRA1	chr2	161230572	161230692	0.3556860349559176	14
POL3	FRA1	chr2	161419585	161419705	0.1753630984400215	10
POL3	FRA1	chr2	161419793	161419918	0.0141025641025641	7
POL3	FRA1	chr2	161750270	161750390	0.0672483380816714	17
POL3	FRA1	chr2	161761246	161761366	0.1283422459893047	6
POL3	FRA1	chr2	161761505	161761630	0.0	5
POL3	FRA1	chr2	161842517	161842753	0.1054709995886465	4
POL3	FRA1	chr2	161842811	161842936	0.0	2
POL3	FRA1	chr2	161847661	161847781	0.2277917014759119	6
POL3	FRA1	chr2	161852654	161852774	0.2666666666666667	1
POL3	FRA1	chr2	161852872	161852997	0.032183908045977	4
POL3	FRA1	chr2	161875088	161875213	-0.0142857142857142	3
POL3	FRA1	chr2	161875273	161875471	0.4165924030991497	6
POL3	FRA1	chr2	162320868	162320993	0.116338207247298	7
POL3	FRA1	chr2	162321110	162321230	0.1389939023568024	12
POL3	FRA1	chr2	162538044	162538164	0.2666666666666667	6
POL3	FRA1	chr2	162538269	162538394	0.0319865319865319	4
POL3	FRA1	chr2	162660795	162660919	0.1111111111111111	1
POL3	FRA1	chr2	162806366	162806491	0.1583699059561128	13
POL3	FRA1	chr2	162961625	162961745	0.0	2
POL3	FRA1	chr2	162961835	162961960	0.2955665024630541	8
POL3	FRA1	chr2	163036319	163036439	0.0760000000000001	14
POL3	FRA1	chr2	163070193	163070313	0.1303708860269946	7
POL3	FRA1	chr2	163070374	163070499	0.2071392659627953	3
POL3	FRA1	chr2	163302482	163302602	0.305451518934665	13
POL3	FRA1	chr2	163302705	163302830	0.3731211317418215	9
POL3	FRA1	chr2	163328495	163328620	0.17825311942959	6
POL3	FRA1	chr2	163328781	163328901	0.0	7
POL3	FRA1	chr2	163339715	163339835	0.2857142857142857	3
POL3	FRA1	chr2	163351758	163351883	0.0431714404317143	10
POL3	FRA1	chr2	163352005	163352125	0.3490431684953764	18
POL3	FRA1	chr2	163679296	163679421	0.1404444444444443	8
POL3	FRA1	chr2	163679627	163679747	-0.0653594771241831	2
POL3	FRA1	chr2	163681750	163681875	0.2320406865861411	8
POL3	FRA1	chr2	163682117	163682353	0.2344636495579891	8
POL3	FRA1	chr2	163682519	163682644	0.0982350982350981	3
POL3	FRA1	chr2	163711317	163711435	0.1307541379483825	20
POL3	FRA1	chr2	163838840	163839048	0.268620296643523	7
POL3	FRA1	chr2	163839212	163839337	-0.038095238095238	3
POL3	FRA1	chr2	163938419	163938538	0.0729166666666666	5
POL3	FRA1	chr2	164081486	164081606	0.0742721330956624	6
POL3	FRA1	chr2	164081772	164081897	NA	2
POL3	FRA1	chr2	164376039	164376159	0.0777299623453469	7
POL3	FRA1	chr2	164584616	164584736	-0.0906533691343817	6
POL3	FRA1	chr2	164655227	164655352	0.0967741935483871	5
POL3	FRA1	chr2	164655574	164655694	0.4653215636822194	4
POL3	FRA1	chr2	164754372	164754475	0.1863354037267081	3
POL3	FRA1	chr2	164754533	164754658	0.1025641025641025	4
POL3	FRA1	chr2	164859208	164859328	0.0953738096846086	7
POL3	FRA1	chr2	164859424	164859549	0.0546401434303765	7
POL3	FRA1	chr2	165318578	165318698	0.2219012871186784	7
POL3	FRA1	chr2	165318892	165319017	0.1763085399449035	7
POL3	FRA1	chr2	165422799	165422924	0.418739827946989	5
POL3	FRA1	chr2	165423064	165423184	0.0	2
POL3	FRA1	chr2	165565369	165565494	0.0	2
POL3	FRA1	chr2	165569814	165569920	0.0626262626262625	3
POL3	FRA1	chr2	165570051	165570176	0.0663101604278074	4
POL3	FRA1	chr2	165881866	165881990	0.2943849522796891	11
POL3	FRA1	chr2	165882390	165882510	0.2597402597402597	4
POL3	FRA1	chr2	166175786	166175906	0.0769230769230769	9
POL3	FRA1	chr2	166175952	166176077	0.01567028013309	5
POL3	FRA1	chr2	166187951	166188079	0.0607513054321564	23
POL3	FRA1	chr2	166412049	166412169	0.1615847608968847	9
POL3	FRA1	chr2	166659205	166659325	0.3137973137973138	8
POL3	FRA1	chr2	166694686	166694839	0.0576923076923076	5
POL3	FRA1	chr2	166726307	166726426	0.2619745845552297	7
POL3	FRA1	chr2	166726637	166726757	0.0769230769230768	6
POL3	FRA1	chr2	166738000	166738125	0.0547008547008548	3
POL3	FRA1	chr2	166738272	166738392	0.1538461538461538	9
POL3	FRA1	chr2	167145246	167145366	0.0697814801400458	10
POL3	FRA1	chr2	167146335	167146460	0.0	1
POL3	FRA1	chr2	167169232	167169357	-0.0213333333333333	9
POL3	FRA1	chr2	167299063	167299170	0.0631437527989252	6
POL3	FRA1	chr2	167309717	167309842	0.2252690549904172	5
POL3	FRA1	chr2	167309961	167310081	-0.0423351158645277	8
POL3	FRA1	chr2	167337341	167337466	0.0505734909879987	6
POL3	FRA1	chr2	167337573	167337693	0.1082251082251081	7
POL3	FRA1	chr2	167646161	167646289	0.1326378539493294	5
POL3	FRA1	chr2	167646541	167646666	0.0521494009866102	4
POL3	FRA1	chr2	167935911	167936036	0.2976592432139714	7
POL3	FRA1	chr2	167981347	167981468	-0.0263126806486417	22
POL3	FRA1	chr2	167981610	167981750	0.0223312291423747	30
POL3	FRA1	chr2	168144597	168144722	0.1251336898395721	7
POL3	FRA1	chr2	168248687	168248807	0.2717255717255717	5
POL3	FRA1	chr2	168248966	168249091	0.6993006993006994	3
POL3	FRA1	chr2	168288024	168288144	0.2154015133024164	11
POL3	FRA1	chr2	168288309	168288434	0.2857769973661105	4
POL3	FRA1	chr2	168395009	168395134	0.0606060606060605	2
POL3	FRA1	chr2	168520510	168520630	-0.0454545454545454	2
POL3	FRA1	chr2	168520647	168520772	0.0567951318458417	5
POL3	FRA1	chr2	168713968	168714093	0.2609287264459678	10
POL3	FRA1	chr2	168933494	168933614	NA	6
POL3	FRA1	chr2	168938434	168938554	0.2135315664727429	9
POL3	FRA1	chr2	168938750	168938875	0.0709411679250039	16
POL3	FRA1	chr2	168948652	168948888	-0.0504441092676385	6
POL3	FRA1	chr2	169053825	169053945	0.0128442985585843	2
POL3	FRA1	chr2	169058489	169058614	-0.0458019105077928	10
POL3	FRA1	chr2	169058798	169058918	0.0	6
POL3	FRA1	chr2	169069460	169069585	-0.0712250712250712	2
POL3	FRA1	chr2	169069790	169069910	0.1402486402486402	4
POL3	FRA1	chr2	169090063	169090188	0.0	2
POL3	FRA1	chr2	169660693	169660818	0.8731563421828908	7
POL3	FRA1	chr2	169699383	169699508	-0.0613373554550025	1
POL3	FRA1	chr2	170011277	170011397	0.0	3
POL3	FRA1	chr2	170011499	170011619	0.3846153846153846	1
POL3	FRA1	chr2	170126893	170127018	0.2521008403361344	2
POL3	FRA1	chr2	170174401	170174532	0.0142960227849871	12
POL3	FRA1	chr2	170174533	170174640	0.0230303030303029	6
POL3	FRA1	chr2	170455209	170455329	0.1162330316742081	2
POL3	FRA1	chr2	170455496	170455621	0.3529411764705882	1
POL3	FRA1	chr2	170721025	170721145	0.767211398227441	6
POL3	FRA1	chr2	170721296	170721421	0.6242927651378356	4
POL3	FRA1	chr2	170771553	170771678	0.4730813287514319	9
POL3	FRA1	chr2	170778109	170778229	0.2517006802721088	22
POL3	FRA1	chr2	170778274	170778398	0.0573544973544973	14
POL3	FRA1	chr2	171100171	171100319	0.4776785714285715	8
POL3	FRA1	chr2	171487348	171487468	0.1458019105077928	6
POL3	FRA1	chr2	171487566	171487691	-0.0523504273504274	2
POL3	FRA1	chr2	171607167	171607278	0.1224489795918367	9
POL3	FRA1	chr2	171625850	171625975	-0.0924779918068508	8
POL3	FRA1	chr2	171626973	171627209	-0.0150398666753807	16
POL3	FRA1	chr2	171631388	171631508	0.1784576163161249	5
POL3	FRA1	chr2	171888670	171888795	0.2383342628741402	3
POL3	FRA1	chr2	171888933	171889053	0.332012432012432	3
POL3	FRA1	chr2	172193970	172194112	0.0	4
POL3	FRA1	chr2	172238749	172238869	0.2638201093136714	12
POL3	FRA1	chr2	172250165	172250290	0.4090497737556561	5
POL3	FRA1	chr2	172250424	172250544	0.2896486229819563	4
POL3	FRA1	chr2	172353266	172353391	0.1203703703703703	10
POL3	FRA1	chr2	172632723	172632838	0.0	2
POL3	FRA1	chr2	172901430	172901550	0.1703478255202393	9
POL3	FRA1	chr2	173067173	173067293	0.2839506172839506	3
POL3	FRA1	chr2	173067492	173067612	0.1152263374485596	3
POL3	FRA1	chr2	173084423	173084548	0.0674815380697733	19
POL3	FRA1	chr2	173084735	173084855	0.0112483865019362	21
POL3	FRA1	chr2	173264973	173265097	-0.0680652680652679	9
POL3	FRA1	chr2	173288760	173288885	0.0	3
POL3	FRA1	chr2	173289096	173289216	0.2962962962962963	8
POL3	FRA1	chr2	173444431	173444550	0.0037105751391466	4
POL3	FRA1	chr2	173444719	173444837	-0.0598893380350334	5
POL3	FRA1	chr2	173446710	173446835	0.0198242353470063	15
POL3	FRA1	chr2	174758305	174758425	0.0588235294117646	2
POL3	FRA1	chr2	174758648	174758773	0.2067226890756302	6
POL3	FRA1	chr2	175223992	175224167	0.0	6
POL3	FRA1	chr2	175346969	175347094	0.4444444444444443	5
POL3	FRA1	chr2	175347227	175347347	-0.0245700245700243	4
POL3	FRA1	chr2	175526587	175526707	0.4228329809725157	13
POL3	FRA1	chr2	175526870	175526994	0.5051020408163267	6
POL3	FRA1	chr2	175965645	175965770	0.3959183673469387	3
POL3	FRA1	chr2	175965849	175965969	0.7202380952380951	3
POL3	FRA1	chr2	175969559	175969684	0.4545454545454546	2
POL3	FRA1	chr2	176042675	176042788	0.2637362637362637	13
POL3	FRA1	chr2	176104329	176104467	0.1802020202020201	3
POL3	FRA1	chr2	176230992	176231112	0.2424242424242424	12
POL3	FRA1	chr2	176486166	176486286	-0.0774806892453949	3
POL3	FRA1	chr2	176887241	176887366	0.017094017094017	11
POL3	FRA1	chr2	176887564	176887684	0.4350282485875705	4
POL3	FRA1	chr2	177149743	177149862	0.2509157509157508	8
POL3	FRA1	chr2	177149956	177150081	0.1024395451876368	8
POL3	FRA1	chr2	177247899	177248024	-0.012987012987013	4
POL3	FRA1	chr2	177334539	177334659	0.0923076923076923	7
POL3	FRA1	chr2	177334754	177334879	0.5273206161704845	5
POL3	FRA1	chr2	177437653	177437773	0.0026567809700339	8
POL3	FRA1	chr2	177437896	177438021	-0.0012541806020067	12
POL3	FRA1	chr2	177834414	177834534	0.1562998405103667	9
POL3	FRA1	chr2	177834693	177834818	0.0802139037433155	9
POL3	FRA1	chr2	177840885	177841005	0.1717451584750163	16
POL3	FRA1	chr2	177841124	177841249	0.3643854147451269	8
POL3	FRA1	chr2	177970859	177970980	0.0	1
POL3	FRA1	chr2	178441261	178441381	0.2525252525252525	3
POL3	FRA1	chr2	178441448	178441573	0.0606060606060605	2
POL3	FRA1	chr2	178467908	178468028	0.0512180629827689	7
POL3	FRA1	chr2	178468139	178468264	0.0236283540248297	11
POL3	FRA1	chr2	178529764	178529889	0.2725391734584789	9
POL3	FRA1	chr2	178530088	178530208	0.2203724964918994	9
POL3	FRA1	chr2	178548984	178549104	0.1204442616207321	3
POL3	FRA1	chr2	178741911	178742036	0.1426024955436719	6
POL3	FRA1	chr2	178742137	178742257	0.0	3
POL3	FRA1	chr2	178842829	178842954	0.3076923076923076	1
POL3	FRA1	chr2	178995371	178995491	0.1371536217792902	7
POL3	FRA1	chr2	178995533	178995658	0.1482814838299648	16
POL3	FRA1	chr2	179013256	179013376	0.5873015873015873	2
POL3	FRA1	chr2	179782593	179782718	-0.0187022280045536	4
POL3	FRA1	chr2	179782914	179783034	-0.0490523968784838	2
POL3	FRA1	chr2	180078427	180078552	-0.0500105954651408	4
POL3	FRA1	chr2	180078679	180078805	0.3333333333333333	3
POL3	FRA1	chr2	180079038	180079163	0.1266233766233766	9
POL3	FRA1	chr2	180679802	180679927	0.0643753409710856	11
POL3	FRA1	chr2	180680033	180680153	0.3047619047619047	5
POL3	FRA1	chr2	180862458	180862578	0.1256410256410255	3
POL3	FRA1	chr2	181025173	181025293	0.6066066066066065	14
POL3	FRA1	chr2	181096422	181096540	0.0952380952380952	8
POL3	FRA1	chr2	181467912	181468032	0.238961038961039	7
POL3	FRA1	chr2	181468243	181468355	0.277056277056277	9
POL3	FRA1	chr2	181540909	181541026	0.2609847823672225	15
POL3	FRA1	chr2	181553170	181553295	0.1824399950254943	20
POL3	FRA1	chr2	181732165	181732286	0.1848072562358277	6
POL3	FRA1	chr2	181739025	181739150	0.2293988364576599	5
POL3	FRA1	chr2	181739331	181739567	0.3030245296499166	9
POL3	FRA1	chr2	181739663	181739789	0.4139087656529517	8
POL3	FRA1	chr2	182112090	182112210	0.3162393162393163	6
POL3	FRA1	chr2	182112354	182112479	0.2337834579213888	6
POL3	FRA1	chr2	182255975	182256095	0.2727272727272726	2
POL3	FRA1	chr2	182356487	182356607	0.3218451054907614	3
POL3	FRA1	chr2	182798547	182798672	0.0721367521367521	3
POL3	FRA1	chr2	182878764	182878884	0.5909090909090909	7
POL3	FRA1	chr2	182964665	182964785	0.1472244569589702	6
POL3	FRA1	chr2	182964928	182965052	0.1608391608391608	8
POL3	FRA1	chr2	183219384	183219504	0.4710743801652892	4
POL3	FRA1	chr2	183219588	183219713	0.1906454201536168	15
POL3	FRA1	chr2	183426688	183426804	0.4698872785829309	19
POL3	FRA1	chr2	183438154	183438274	0.0599613152804641	6
POL3	FRA1	chr2	183438566	183438691	0.3539944903581267	3
POL3	FRA1	chr2	183551099	183551219	0.0442260442260442	7
POL3	FRA1	chr2	184086569	184086694	0.2484012758057093	6
POL3	FRA1	chr2	184190042	184190161	0.0484866695804195	13
POL3	FRA1	chr2	184343790	184343910	0.2823529411764706	14
POL3	FRA1	chr2	184344032	184344239	0.0883353149670635	10
POL3	FRA1	chr2	184344439	184344559	0.2908687317122388	7
POL3	FRA1	chr2	184364503	184364628	0.2015810276679842	5
POL3	FRA1	chr2	184454671	184454796	0.0	2
POL3	FRA1	chr2	184455029	184455206	0.3108980269223677	5
POL3	FRA1	chr2	184455373	184455498	0.1010867690184577	6
POL3	FRA1	chr2	184578786	184578906	-0.0444444444444444	4
POL3	FRA1	chr2	185184350	185184463	0.0	5
POL3	FRA1	chr2	185303149	185303274	0.0484025778143425	14
POL3	FRA1	chr2	185303291	185303439	0.2082171407324781	13
POL3	FRA1	chr2	186002697	186002817	-0.0501185669422547	12
POL3	FRA1	chr2	186055570	186055730	0.0767252578276199	10
POL3	FRA1	chr2	186100285	186100405	0.2123015873015873	14
POL3	FRA1	chr2	186240504	186240629	0.1636363636363636	5
POL3	FRA1	chr2	186240740	186240860	0.265309642918751	4
POL3	FRA1	chr2	186529677	186529802	0.0541915113738318	11
POL3	FRA1	chr2	186635367	186635478	0.0555555555555555	5
POL3	FRA1	chr2	186671034	186671154	0.1497133531849057	10
POL3	FRA1	chr2	186671277	186671402	0.0772727272727273	9
POL3	FRA1	chr2	186698303	186698422	-0.0203619909502261	5
POL3	FRA1	chr2	186851180	186851300	0.2185491276400367	10
POL3	FRA1	chr2	187304350	187304470	0.3333333333333333	3
POL3	FRA1	chr2	187304689	187304814	0.4401002506265664	4
POL3	FRA1	chr2	187431933	187432058	0.0854652972300031	15
POL3	FRA1	chr2	187461456	187461576	0.0413904381072643	7
POL3	FRA1	chr2	187461664	187461789	0.0544863106532935	15
POL3	FRA1	chr2	187481310	187481435	0.0	10
POL3	FRA1	chr2	187481542	187481662	0.3074968233799237	11
POL3	FRA1	chr2	187619581	187619701	0.1112160566706021	4
POL3	FRA1	chr2	187630634	187630754	0.0884756269371653	12
POL3	FRA1	chr2	187829825	187829945	0.0662337662337662	15
POL3	FRA1	chr2	187867078	187867198	-0.0388663967611336	5
POL3	FRA1	chr2	187886871	187886996	0.0013033561420658	10
POL3	FRA1	chr2	187887196	187887313	0.0041095590967713	14
POL3	FRA1	chr2	187948109	187948234	0.4993065187239944	6
POL3	FRA1	chr2	188093800	188093920	0.0005180005180005	6
POL3	FRA1	chr2	188094059	188094178	0.0237154150197628	9
POL3	FRA1	chr2	188239147	188239272	0.1223867995521538	7
